,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
1846,4,2002,first round,1,7.0,19.0,I Miranda,0,3,clay,S Schalken,frenchopen,2
2189,5,2002,first round,1,8.0,18.0,R Delgado,0,3,clay,C Moya,frenchopen,2
2516,6,2002,first round,1,26.0,26.0,J Varlet,2,3,clay,M Philippoussis,frenchopen,2
2847,7,2002,first round,1,7.0,18.0,N Kiefer,0,3,clay,A Calatrava,frenchopen,2
3178,8,2002,first round,1,15.0,24.0,K Kucera,1,3,clay,G Canas,frenchopen,2
3441,9,2002,first round,1,18.0,22.0,P Sampras,1,3,clay,A Gaudenzi,frenchopen,2
3686,10,2002,first round,1,9.0,19.0,F Luzzi,0,3,clay,J Brasington,frenchopen,2
3930,11,2002,first round,1,15.0,24.0,G Galimberti,1,3,clay,N Davydenko,frenchopen,2
4171,12,2002,first round,1,13.0,21.0,R Gasquet,1,3,clay,A Costa,frenchopen,2
4416,13,2002,first round,1,16.0,18.0,N Escude,1,3,clay,F Meligeni,frenchopen,2
4659,14,2002,first round,1,11.0,19.0,S Draper,0,3,clay,F Gonzalez,frenchopen,2
4902,15,2002,first round,1,17.0,23.0,J Knowle,1,3,clay,D Sanguinetti,frenchopen,2
5145,16,2002,first round,1,9.0,19.0,I Heuberger,0,3,clay,G Kuerten,frenchopen,2
5317,17,2002,first round,1,12.0,19.0,M Tabara,0,3,clay,T Haas,frenchopen,2
5471,18,2002,first round,1,22.0,26.0,D Perez,2,3,clay,F Lopez,frenchopen,2
5621,19,2002,first round,1,12.0,24.0,C Rochus,1,3,clay,A Hadad,frenchopen,2
5772,20,2002,first round,1,13.0,19.0,N Lapentti,0,3,clay,J Nieminen,frenchopen,2
5925,21,2002,first round,1,5.0,11.0,M Lee,0,2,clay,A Pavel,frenchopen,2
6069,22,2002,first round,1,13.0,24.0,D Hrbaty,1,3,clay,M Kratochvil,frenchopen,2
6218,23,2002,first round,1,24.0,28.0,A Dupuis,2,3,clay,A Montanes,frenchopen,2
6366,24,2002,first round,1,23.0,24.0,JM Gambill,2,3,clay,Y El Aynaoui,frenchopen,2
6510,25,2002,first round,1,10.0,19.0,F Squillari,0,3,clay,T Johansson,frenchopen,2
6654,26,2002,first round,1,5.0,18.0,J Benneteau,0,3,clay,A Clement,frenchopen,2
6799,27,2002,first round,1,24.0,27.0,M Vassallo Arguello,2,3,clay,T Martin,frenchopen,2
6937,28,2002,first round,1,6.0,18.0,B Ulihrach,0,3,clay,A Corretja,frenchopen,2
7077,29,2002,first round,1,22.0,27.0,I Ljubicic,2,3,clay,F Vicente,frenchopen,2
7219,30,2002,first round,1,11.0,19.0,R Ginepri,0,3,clay,A Martin,frenchopen,2
7360,31,2002,first round,1,14.0,21.0,J Vacek,1,3,clay,M Zabaleta,frenchopen,2
7498,32,2002,first round,1,19.0,27.0,T Behrend,2,3,clay,Y Kafelnikov,frenchopen,2
7577,33,2002,first round,1,9.0,18.0,R Federer,0,3,clay,H Arazi,frenchopen,2
7637,34,2002,first round,1,25.0,25.0,K Pless,2,3,clay,M Puerta,frenchopen,2
7696,35,2002,first round,1,30.0,33.0,J Boutter,2,3,clay,I Labadze,frenchopen,2
7755,36,2002,first round,1,11.0,19.0,J Balcells,0,3,clay,G Gaudio,frenchopen,2
7812,37,2002,first round,1,19.0,22.0,S Galvani,1,3,clay,R Schuttler,frenchopen,2
7873,38,2002,first round,1,7.0,19.0,S Sargsian,0,3,clay,G Coria,frenchopen,2
7929,39,2002,first round,1,12.0,18.0,S Koubek,0,3,clay,N Coutelot,frenchopen,2
7988,40,2002,first round,1,10.0,19.0,JR Lisnard,0,3,clay,JC Ferrero,frenchopen,2
8044,41,2002,first round,1,13.0,19.0,M Youzhny,0,3,clay,J Novak,frenchopen,2
8099,42,2002,first round,1,23.0,23.0,Ht Lee,2,3,clay,J Knippschild,frenchopen,2
8157,43,2002,first round,1,20.0,29.0,W Ferreira,2,3,clay,PH Mathieu,frenchopen,2
8215,44,2002,first round,1,23.0,26.0,M Norman,2,3,clay,F Santoro,frenchopen,2
8273,45,2002,first round,1,1.0,13.0,H Levy,0,3,clay,T Robredo,frenchopen,2
8330,46,2002,first round,1,26.0,30.0,M Hipfl,2,3,clay,O Ogorodov,frenchopen,2
8385,47,2002,first round,1,13.0,19.0,J Acasuso,0,3,clay,D Sanchez,frenchopen,2
8444,48,2002,first round,1,7.0,18.0,E Prodon,0,3,clay,A Agassi,frenchopen,2
8500,49,2002,first round,1,13.0,19.0,G Blanco,0,3,clay,T Henman,frenchopen,2
8556,50,2002,first round,1,12.0,22.0,A Popp,1,3,clay,X Malisse,frenchopen,2
8609,51,2002,first round,1,13.0,19.0,A Ilie,0,3,clay,A Portas,frenchopen,2
8664,52,2002,first round,1,18.0,23.0,M Mirnyi,1,3,clay,C Mamiit,frenchopen,2
8717,53,2002,first round,1,23.0,25.0,JI Chela,1,3,clay,A Voinea,frenchopen,2
8770,54,2002,first round,1,24.0,25.0,C Pioline,2,3,clay,V Spadea,frenchopen,2
8821,55,2002,first round,1,3.0,8.0,L Burgsmuller,0,2,clay,J Blake,frenchopen,2
8874,56,2002,first round,1,21.0,23.0,F Clavet,1,3,clay,S Grosjean,frenchopen,2
8926,57,2002,first round,1,26.0,28.0,A Roddick,2,3,clay,W Arthurs,frenchopen,2
8978,58,2002,first round,1,11.0,22.0,M Russell,1,3,clay,A di Pasquale,frenchopen,2
9030,59,2002,first round,1,24.0,29.0,R Sluiter,2,3,clay,P Srichaphan,frenchopen,2
9081,60,2002,first round,1,21.0,26.0,E Massa,2,3,clay,T Enqvist,frenchopen,2
9132,61,2002,first round,1,15.0,23.0,A Calleri,1,3,clay,D Nalbandian,frenchopen,2
9182,62,2002,first round,1,21.0,28.0,O Marach,2,3,clay,F Saretta,frenchopen,2
9232,63,2002,first round,1,12.0,19.0,A Savolt,0,3,clay,O Rochus,frenchopen,2
9283,64,2002,first round,1,20.0,21.0,M Llodra,1,3,clay,M Safin,frenchopen,2
469,1,2002,second round,2,17.0,24.0,A Stoliarov,1,3,clay,L Hewitt,frenchopen,2
993,2,2002,second round,2,8.0,19.0,S de Chaunac,0,3,clay,S Schalken,frenchopen,2
1426,3,2002,second round,2,14.0,20.0,M Philippoussis,0,3,clay,C Moya,frenchopen,2
1849,4,2002,second round,2,9.0,21.0,A Calatrava,1,3,clay,G Canas,frenchopen,2
2191,5,2002,second round,2,10.0,19.0,J Brasington,0,3,clay,A Gaudenzi,frenchopen,2
2518,6,2002,second round,2,13.0,20.0,N Davydenko,0,3,clay,A Costa,frenchopen,2
2849,7,2002,second round,2,11.0,21.0,F Meligeni,1,3,clay,F Gonzalez,frenchopen,2
3180,8,2002,second round,2,22.0,28.0,D Sanguinetti,2,3,clay,G Kuerten,frenchopen,2
3442,9,2002,second round,2,11.0,18.0,F Lopez,0,3,clay,T Haas,frenchopen,2
3687,10,2002,second round,2,20.0,25.0,A Hadad,1,3,clay,J Nieminen,frenchopen,2
3931,11,2002,second round,2,7.0,18.0,M Kratochvil,0,3,clay,A Pavel,frenchopen,2
4172,12,2002,second round,2,15.0,20.0,Y El Aynaoui,0,3,clay,A Montanes,frenchopen,2
4417,13,2002,second round,2,10.0,19.0,T Johansson,0,3,clay,A Clement,frenchopen,2
4660,14,2002,second round,2,10.0,19.0,T Martin,0,3,clay,A Corretja,frenchopen,2
4903,15,2002,second round,2,10.0,18.0,A Martin,0,3,clay,F Vicente,frenchopen,2
5146,16,2002,second round,2,22.0,22.0,Y Kafelnikov,1,3,clay,M Zabaleta,frenchopen,2
5318,17,2002,second round,2,5.0,18.0,M Puerta,0,3,clay,H Arazi,frenchopen,2
5472,18,2002,second round,2,14.0,24.0,I Labadze,1,3,clay,G Gaudio,frenchopen,2
5622,19,2002,second round,2,9.0,18.0,R Schuttler,0,3,clay,G Coria,frenchopen,2
5773,20,2002,second round,2,17.0,24.0,N Coutelot,2,3,clay,JC Ferrero,frenchopen,2
5926,21,2002,second round,2,8.0,19.0,J Knippschild,0,3,clay,J Novak,frenchopen,2
6070,22,2002,second round,2,16.0,20.0,F Santoro,1,3,clay,PH Mathieu,frenchopen,2
6219,23,2002,second round,2,12.0,22.0,O Ogorodov,1,3,clay,T Robredo,frenchopen,2
6367,24,2002,second round,2,9.0,16.0,D Sanchez,1,2,clay,A Agassi,frenchopen,2
6511,25,2002,second round,2,17.0,22.0,T Henman,1,3,clay,X Malisse,frenchopen,2
6655,26,2002,second round,2,17.0,21.0,C Mamiit,1,3,clay,A Portas,frenchopen,2
6800,27,2002,second round,2,28.0,27.0,A Voinea,2,3,clay,V Spadea,frenchopen,2
6938,28,2002,second round,2,17.0,22.0,J Blake,1,3,clay,S Grosjean,frenchopen,2
7078,29,2002,second round,2,11.0,19.0,W Arthurs,0,3,clay,A di Pasquale,frenchopen,2
7220,30,2002,second round,2,18.0,20.0,T Enqvist,1,3,clay,P Srichaphan,frenchopen,2
7361,31,2002,second round,2,7.0,18.0,F Saretta,0,3,clay,D Nalbandian,frenchopen,2
7499,32,2002,second round,2,20.0,25.0,O Rochus,2,3,clay,M Safin,frenchopen,2
471,1,2002,third round,3,14.0,25.0,S Schalken,1,3,clay,L Hewitt,frenchopen,2
995,2,2002,third round,3,22.0,29.0,C Moya,2,3,clay,G Canas,frenchopen,2
1427,3,2002,third round,3,12.0,20.0,A Gaudenzi,0,3,clay,A Costa,frenchopen,2
1850,4,2002,third round,3,19.0,21.0,F Gonzalez,1,3,clay,G Kuerten,frenchopen,2
2192,5,2002,third round,3,18.0,21.0,J Nieminen,1,3,clay,T Haas,frenchopen,2
2519,6,2002,third round,3,14.0,19.0,A Montanes,1,3,clay,A Pavel,frenchopen,2
2850,7,2002,third round,3,22.0,29.0,A Clement,2,3,clay,A Corretja,frenchopen,2
3181,8,2002,third round,3,16.0,22.0,F Vicente,1,3,clay,M Zabaleta,frenchopen,2
3443,9,2002,third round,3,13.0,19.0,H Arazi,1,3,clay,G Gaudio,frenchopen,2
3688,10,2002,third round,3,8.0,18.0,G Coria,0,3,clay,JC Ferrero,frenchopen,2
3932,11,2002,third round,3,11.0,18.0,J Novak,0,3,clay,PH Mathieu,frenchopen,2
4173,12,2002,third round,3,8.0,18.0,T Robredo,0,3,clay,A Agassi,frenchopen,2
4418,13,2002,third round,3,11.0,19.0,A Portas,0,3,clay,X Malisse,frenchopen,2
4661,14,2002,third round,3,19.0,25.0,V Spadea,1,3,clay,S Grosjean,frenchopen,2
4904,15,2002,third round,3,10.0,18.0,P Srichaphan,0,3,clay,A di Pasquale,frenchopen,2
5147,16,2002,third round,3,16.0,21.0,D Nalbandian,1,3,clay,M Safin,frenchopen,2
467,1,2002,fourth round,4,20.0,25.0,L Hewitt,1,3,clay,G Canas,frenchopen,2
991,2,2002,fourth round,4,13.0,19.0,G Kuerten,0,3,clay,A Costa,frenchopen,2
1424,3,2002,fourth round,4,11.0,19.0,T Haas,0,3,clay,A Pavel,frenchopen,2
1847,4,2002,fourth round,4,10.0,19.0,M Zabaleta,0,3,clay,A Corretja,frenchopen,2
2190,5,2002,fourth round,4,21.0,30.0,G Gaudio,2,3,clay,JC Ferrero,frenchopen,2
2517,6,2002,fourth round,4,21.0,25.0,PH Mathieu,2,3,clay,A Agassi,frenchopen,2
2848,7,2002,fourth round,4,10.0,19.0,X Malisse,0,3,clay,S Grosjean,frenchopen,2
3179,8,2002,fourth round,4,15.0,21.0,A di Pasquale,1,3,clay,M Safin,frenchopen,2
468,1,2002,quarterfinals,5,22.0,28.0,Guillermo Canas,2,3,clay,Albert Costa,frenchopen,2
992,2,2002,quarterfinals,5,16.0,21.0,Andrei Pavel,0,3,clay,Alex Corretja,frenchopen,2
1425,3,2002,quarterfinals,5,18.0,24.0,Andre Agassi,1,3,clay,Juan Carlos Ferrero,frenchopen,2
1848,4,2002,quarterfinals,5,7.0,18.0,Sebastien Grosjean,0,3,clay,Marat Safin,frenchopen,2
470,1,2002,semifinals,6,16.0,21.0,Alex Corretja,1,3,clay,Albert Costa,frenchopen,2
994,2,2002,semifinals,6,9.0,18.0,Marat Safin,0,3,clay,Juan Carlos Ferrero,frenchopen,2
465,1,2002,final,7,10.0,22.0,Juan Carlos Ferrero,1,3,clay,Albert Costa,frenchopen,2
473,1,2003,first round,1,15.0,24.0,B Vahaly,1,3,clay,L Hewitt,frenchopen,2
996,2,2003,first round,1,10.0,19.0,G Rusedski,0,3,clay,N Davydenko,frenchopen,2
1428,3,2003,first round,1,7.0,18.0,M Mirnyi,0,3,clay,J Bjorkman,frenchopen,2
1851,4,2003,first round,1,19.0,16.0,G Lapentti,2,2,clay,T Robredo,frenchopen,2
2193,5,2003,first round,1,11.0,19.0,PH Mathieu,0,3,clay,G Gaudio,frenchopen,2
2520,6,2003,first round,1,14.0,24.0,J Golmard,1,3,clay,O Mutis,frenchopen,2
2851,7,2003,first round,1,14.0,21.0,R Sluiter,1,3,clay,H Arazi,frenchopen,2
3182,8,2003,first round,1,18.0,25.0,M Rosset,1,3,clay,G Kuerten,frenchopen,2
3444,9,2003,first round,1,22.0,27.0,S Roitman,2,3,clay,A Costa,frenchopen,2
3689,10,2003,first round,1,14.0,23.0,W Arthurs,1,3,clay,R Stepanek,frenchopen,2
3933,11,2003,first round,1,9.0,16.0,R Gasquet,0,3,clay,N Lapentti,frenchopen,2
4174,12,2003,first round,1,14.0,20.0,A Calleri,0,3,clay,F Squillari,frenchopen,2
4419,13,2003,first round,1,9.0,18.0,T Enqvist,0,3,clay,A Clement,frenchopen,2
4662,14,2003,first round,1,15.0,23.0,M Fish,1,3,clay,L Burgsmuller,frenchopen,2
4905,15,2003,first round,1,10.0,18.0,D Sanguinetti,0,3,clay,N Coutelot,frenchopen,2
5148,16,2003,first round,1,18.0,22.0,A Montanes,1,3,clay,D Nalbandian,frenchopen,2
5319,17,2003,first round,1,14.0,20.0,M Kratochvil,0,3,clay,JC Ferrero,frenchopen,2
5473,18,2003,first round,1,8.0,18.0,M Norman,0,3,clay,N Massu,frenchopen,2
5623,19,2003,first round,1,15.0,22.0,J Acasuso,1,3,clay,T Martin,frenchopen,2
5774,20,2003,first round,1,6.0,18.0,V Voltchkov,0,3,clay,T Henman,frenchopen,2
5927,21,2003,first round,1,16.0,20.0,Ht Lee,0,3,clay,F Mantilla,frenchopen,2
6071,22,2003,first round,1,17.0,24.0,O Rochus,2,3,clay,F Browne,frenchopen,2
6220,23,2003,first round,1,22.0,23.0,A Waske,2,3,clay,F Vicente,frenchopen,2
6368,24,2003,first round,1,19.0,22.0,A Voinea,1,3,clay,S Grosjean,frenchopen,2
6512,25,2003,first round,1,16.0,21.0,S Draper,1,3,clay,S Schalken,frenchopen,2
6656,26,2003,first round,1,7.0,19.0,M Chang,0,3,clay,F Santoro,frenchopen,2
6801,27,2003,first round,1,16.0,21.0,T Ascione,1,3,clay,A Portas,frenchopen,2
6939,28,2003,first round,1,5.0,18.0,JM Gambill,0,3,clay,F Gonzalez,frenchopen,2
7079,29,2003,first round,1,17.0,25.0,N Escude,1,3,clay,J Nieminen,frenchopen,2
7221,30,2003,first round,1,16.0,23.0,K Carlsen,1,3,clay,J Varlet,frenchopen,2
7362,31,2003,first round,1,9.0,18.0,M Llodra,0,3,clay,V Hanescu,frenchopen,2
7500,32,2003,first round,1,14.0,24.0,A Roddick,1,3,clay,S Sargsian,frenchopen,2
7578,33,2003,first round,1,14.0,20.0,R Federer,0,3,clay,L Horna,frenchopen,2
7638,34,2003,first round,1,11.0,18.0,Z Krajan,0,3,clay,M Verkerk,frenchopen,2
7697,35,2003,first round,1,22.0,23.0,D Norman,2,3,clay,J van Lottum,frenchopen,2
7756,36,2003,first round,1,19.0,26.0,I Labadze,2,3,clay,V Spadea,frenchopen,2
7813,37,2003,first round,1,9.0,18.0,T Behrend,0,3,clay,W Ferreira,frenchopen,2
7874,38,2003,first round,1,10.0,19.0,J Melzer,0,3,clay,D Ferrer,frenchopen,2
7930,39,2003,first round,1,15.0,22.0,M Delfino,1,3,clay,JR Lisnard,frenchopen,2
7989,40,2003,first round,1,13.0,20.0,C Mamiit,1,3,clay,R Schuttler,frenchopen,2
8045,41,2003,first round,1,7.0,18.0,J Benneteau,0,3,clay,J Novak,frenchopen,2
8100,42,2003,first round,1,12.0,20.0,N Mahut,0,3,clay,M Lopez,frenchopen,2
8158,43,2003,first round,1,7.0,18.0,K Kucera,0,3,clay,I Ljubicic,frenchopen,2
8216,44,2003,first round,1,13.0,19.0,T Dent,0,3,clay,J Blake,frenchopen,2
8274,45,2003,first round,1,20.0,23.0,C Saulnier,1,3,clay,JI Chela,frenchopen,2
8331,46,2003,first round,1,16.0,23.0,I Heuberger,1,3,clay,G Galimberti,frenchopen,2
8386,47,2003,first round,1,22.0,27.0,A Kim,2,3,clay,M Philippoussis,frenchopen,2
8445,48,2003,first round,1,17.0,23.0,F Volandri,1,3,clay,C Moya,frenchopen,2
8501,49,2003,first round,1,5.0,18.0,A Sa,0,3,clay,G Coria,frenchopen,2
8557,50,2003,first round,1,21.0,24.0,T Larkham,2,3,clay,N Kiefer,frenchopen,2
8610,51,2003,first round,1,17.0,24.0,A Vinciguerra,1,3,clay,A Savolt,frenchopen,2
8665,52,2003,first round,1,3.0,18.0,D Sanchez,0,3,clay,M Youzhny,frenchopen,2
8718,53,2003,first round,1,12.0,18.0,A Dupuis,0,3,clay,Y El Aynaoui,frenchopen,2
8771,54,2003,first round,1,11.0,19.0,H Gamonal,0,3,clay,C Rochus,frenchopen,2
8822,55,2003,first round,1,8.0,19.0,F Lopez,0,3,clay,M Zabaleta,frenchopen,2
8875,56,2003,first round,1,15.0,22.0,P Srichaphan,1,3,clay,D Hrbaty,frenchopen,2
8927,57,2003,first round,1,15.0,24.0,A Corretja,1,3,clay,G Blanco,frenchopen,2
8979,58,2003,first round,1,15.0,23.0,J Gimelstob,1,3,clay,M Puerta,frenchopen,2
9031,59,2003,first round,1,6.0,19.0,A Martin,0,3,clay,F Saretta,frenchopen,2
9082,60,2003,first round,1,7.0,18.0,J Boutter,0,3,clay,Y Kafelnikov,frenchopen,2
9133,61,2003,first round,1,11.0,19.0,A Calatrava,0,3,clay,X Malisse,frenchopen,2
9183,62,2003,first round,1,10.0,19.0,A Popp,0,3,clay,S Koubek,frenchopen,2
9233,63,2003,first round,1,1.0,7.0,M Rios,0,2,clay,M Ancic,frenchopen,2
9284,64,2003,first round,1,8.0,18.0,K Beck,0,3,clay,A Agassi,frenchopen,2
476,1,2003,second round,2,18.0,23.0,N Davydenko,1,3,clay,L Hewitt,frenchopen,2
999,2,2003,second round,2,13.0,19.0,J Bjorkman,0,3,clay,T Robredo,frenchopen,2
1431,3,2003,second round,2,12.0,19.0,O Mutis,1,3,clay,G Gaudio,frenchopen,2
1854,4,2003,second round,2,2.0,18.0,H Arazi,0,3,clay,G Kuerten,frenchopen,2
2195,5,2003,second round,2,24.0,26.0,R Stepanek,2,3,clay,A Costa,frenchopen,2
2522,6,2003,second round,2,14.0,22.0,F Squillari,1,3,clay,N Lapentti,frenchopen,2
2853,7,2003,second round,2,9.0,18.0,L Burgsmuller,0,3,clay,A Clement,frenchopen,2
3184,8,2003,second round,2,19.0,24.0,D Nalbandian,2,3,clay,N Coutelot,frenchopen,2
3445,9,2003,second round,2,2.0,9.0,N Massu,0,2,clay,JC Ferrero,frenchopen,2
3690,10,2003,second round,2,19.0,25.0,T Martin,1,3,clay,T Henman,frenchopen,2
3934,11,2003,second round,2,13.0,22.0,F Browne,1,3,clay,F Mantilla,frenchopen,2
4175,12,2003,second round,2,12.0,19.0,S Grosjean,0,3,clay,F Vicente,frenchopen,2
4420,13,2003,second round,2,8.0,18.0,F Santoro,0,3,clay,S Schalken,frenchopen,2
4663,14,2003,second round,2,15.0,22.0,A Portas,1,3,clay,F Gonzalez,frenchopen,2
4906,15,2003,second round,2,24.0,21.0,J Varlet,2,3,clay,J Nieminen,frenchopen,2
5149,16,2003,second round,2,16.0,22.0,S Sargsian,1,3,clay,V Hanescu,frenchopen,2
5320,17,2003,second round,2,23.0,27.0,L Horna,2,3,clay,M Verkerk,frenchopen,2
5474,18,2003,second round,2,13.0,21.0,J van Lottum,1,3,clay,V Spadea,frenchopen,2
5624,19,2003,second round,2,14.0,22.0,D Ferrer,1,3,clay,W Ferreira,frenchopen,2
5775,20,2003,second round,2,8.0,22.0,JR Lisnard,1,3,clay,R Schuttler,frenchopen,2
5928,21,2003,second round,2,20.0,21.0,M Lopez,2,3,clay,J Novak,frenchopen,2
6072,22,2003,second round,2,19.0,23.0,J Blake,1,3,clay,I Ljubicic,frenchopen,2
6221,23,2003,second round,2,12.0,23.0,G Galimberti,1,3,clay,JI Chela,frenchopen,2
6369,24,2003,second round,2,12.0,19.0,M Philippoussis,0,3,clay,C Moya,frenchopen,2
6513,25,2003,second round,2,14.0,23.0,N Kiefer,1,3,clay,G Coria,frenchopen,2
6657,26,2003,second round,2,23.0,26.0,M Youzhny,2,3,clay,A Savolt,frenchopen,2
6802,27,2003,second round,2,11.0,18.0,C Rochus,0,3,clay,Y El Aynaoui,frenchopen,2
6940,28,2003,second round,2,8.0,18.0,D Hrbaty,0,3,clay,M Zabaleta,frenchopen,2
7080,29,2003,second round,2,8.0,18.0,M Puerta,0,3,clay,G Blanco,frenchopen,2
7222,30,2003,second round,2,21.0,27.0,Y Kafelnikov,2,3,clay,F Saretta,frenchopen,2
7363,31,2003,second round,2,27.0,28.0,S Koubek,2,3,clay,X Malisse,frenchopen,2
7501,32,2003,second round,2,24.0,25.0,M Ancic,2,3,clay,A Agassi,frenchopen,2
478,1,2003,third round,3,20.0,23.0,L Hewitt,2,3,clay,T Robredo,frenchopen,2
1001,2,2003,third round,3,21.0,25.0,G Gaudio,1,3,clay,G Kuerten,frenchopen,2
1432,3,2003,third round,3,23.0,26.0,N Lapentti,2,3,clay,A Costa,frenchopen,2
1855,4,2003,third round,3,9.0,18.0,N Coutelot,0,3,clay,A Clement,frenchopen,2
2196,5,2003,third round,3,14.0,22.0,T Henman,1,3,clay,JC Ferrero,frenchopen,2
2523,6,2003,third round,3,12.0,19.0,F Vicente,0,3,clay,F Mantilla,frenchopen,2
2854,7,2003,third round,3,10.0,16.0,S Schalken,0,3,clay,F Gonzalez,frenchopen,2
3185,8,2003,third round,3,22.0,27.0,V Hanescu,2,3,clay,J Nieminen,frenchopen,2
3446,9,2003,third round,3,18.0,24.0,V Spadea,1,3,clay,M Verkerk,frenchopen,2
3691,10,2003,third round,3,16.0,18.0,R Schuttler,2,2,clay,W Ferreira,frenchopen,2
3935,11,2003,third round,3,17.0,22.0,I Ljubicic,1,3,clay,J Novak,frenchopen,2
4176,12,2003,third round,3,20.0,23.0,JI Chela,2,3,clay,C Moya,frenchopen,2
4421,13,2003,third round,3,6.0,18.0,A Savolt,0,3,clay,G Coria,frenchopen,2
4664,14,2003,third round,3,18.0,22.0,Y El Aynaoui,1,3,clay,M Zabaleta,frenchopen,2
4907,15,2003,third round,3,11.0,15.0,G Blanco,0,2,clay,F Saretta,frenchopen,2
5150,16,2003,third round,3,14.0,20.0,X Malisse,0,3,clay,A Agassi,frenchopen,2
474,1,2003,fourth round,4,20.0,20.0,G Kuerten,1,3,clay,T Robredo,frenchopen,2
997,2,2003,fourth round,4,12.0,20.0,A Clement,0,3,clay,A Costa,frenchopen,2
1429,3,2003,fourth round,4,4.0,18.0,F Mantilla,0,3,clay,JC Ferrero,frenchopen,2
1852,4,2003,fourth round,4,8.0,18.0,J Nieminen,0,3,clay,F Gonzalez,frenchopen,2
2194,5,2003,fourth round,4,11.0,19.0,R Schuttler,0,3,clay,M Verkerk,frenchopen,2
2521,6,2003,fourth round,4,10.0,19.0,J Novak,0,3,clay,C Moya,frenchopen,2
2852,7,2003,fourth round,4,27.0,30.0,M Zabaleta,2,3,clay,G Coria,frenchopen,2
3183,8,2003,fourth round,4,8.0,19.0,F Saretta,0,3,clay,A Agassi,frenchopen,2
475,1,2003,quarterfinals,5,23.0,24.0,Tommy Robredo,2,3,clay,Albert Costa,frenchopen,2
998,2,2003,quarterfinals,5,19.0,26.0,Fernando Gonzalez,2,3,clay,Juan Carlos Ferrero,frenchopen,2
1430,3,2003,quarterfinals,5,26.0,29.0,Carlos Moya,2,3,clay,Martin Verkerk,frenchopen,2
1853,4,2003,quarterfinals,5,15.0,22.0,Andre Agassi,1,3,clay,Guillermo Coria,frenchopen,2
477,1,2003,semifinals,6,13.0,19.0,Albert Costa,0,3,clay,Juan Carlos Ferrero,frenchopen,2
1000,2,2003,semifinals,6,16.0,20.0,Guillermo Coria,0,3,clay,Martin Verkerk,frenchopen,2
472,1,2003,final,7,6.0,18.0,Martin Verkerk,0,3,clay,Juan Carlos Ferrero,frenchopen,2
480,1,2004,first round,1,4.0,18.0,K Vliegen,0,3,clay,R Federer,frenchopen,2
1002,2,2004,first round,1,7.0,18.0,T Ascione,0,3,clay,N Kiefer,frenchopen,2
1433,3,2004,first round,1,24.0,26.0,R Ramirez Hidalgo,2,3,clay,G Elseneer,frenchopen,2
1856,4,2004,first round,1,28.0,25.0,N Almagro,2,3,clay,G Kuerten,frenchopen,2
2197,5,2004,first round,1,19.0,23.0,N Lapentti,1,3,clay,F Lopez,frenchopen,2
2524,6,2004,first round,1,14.0,19.0,I Karlovic,0,3,clay,K Kucera,frenchopen,2
2855,7,2004,first round,1,9.0,19.0,F Volandri,0,3,clay,O Patience,frenchopen,2
3186,8,2004,first round,1,24.0,22.0,R Soderling,2,3,clay,Ht Lee,frenchopen,2
3447,9,2004,first round,1,6.0,18.0,K Kim,0,3,clay,S Grosjean,frenchopen,2
3692,10,2004,first round,1,9.0,18.0,D Tursunov,0,3,clay,P Starace,frenchopen,2
3936,11,2004,first round,1,14.0,24.0,J Salzenstein,1,3,clay,F Mantilla,frenchopen,2
4177,12,2004,first round,1,9.0,15.0,A Calleri,1,2,clay,M Safin,frenchopen,2
4422,13,2004,first round,1,24.0,30.0,H Arazi,2,3,clay,I Ljubicic,frenchopen,2
4665,14,2004,first round,1,21.0,28.0,D Sanchez,2,3,clay,S Koubek,frenchopen,2
4908,15,2004,first round,1,11.0,22.0,K Pless,1,3,clay,A Falla,frenchopen,2
5151,16,2004,first round,1,15.0,20.0,R Gasquet,0,3,clay,D Nalbandian,frenchopen,2
5321,17,2004,first round,1,16.0,21.0,T Haas,1,3,clay,JC Ferrero,frenchopen,2
5475,18,2004,first round,1,8.0,18.0,J Vacek,0,3,clay,I Andreev,frenchopen,2
5625,19,2004,first round,1,5.0,18.0,O Rochus,0,3,clay,D Ferrer,frenchopen,2
5776,20,2004,first round,1,19.0,21.0,M Mirnyi,1,3,clay,J Benneteau,frenchopen,2
5929,21,2004,first round,1,20.0,23.0,T Dent,2,3,clay,J Bjorkman,frenchopen,2
6073,22,2004,first round,1,9.0,18.0,K Carlsen,0,3,clay,T Enqvist,frenchopen,2
6222,23,2004,first round,1,19.0,24.0,G Canas,2,3,clay,G Gaudio,frenchopen,2
6370,24,2004,first round,1,18.0,24.0,A Dupuis,1,3,clay,J Novak,frenchopen,2
6514,25,2004,first round,1,13.0,23.0,A di Pasquale,1,3,clay,L Hewitt,frenchopen,2
6658,26,2004,first round,1,16.0,24.0,W Ferreira,1,3,clay,J Melzer,frenchopen,2
6803,27,2004,first round,1,11.0,19.0,JR Lisnard,0,3,clay,V Hanescu,frenchopen,2
6941,28,2004,first round,1,9.0,19.0,J Boutter,0,3,clay,M Verkerk,frenchopen,2
7081,29,2004,first round,1,15.0,24.0,F Saretta,1,3,clay,A Costa,frenchopen,2
7223,30,2004,first round,1,6.0,18.0,M Lopez,0,3,clay,C Rochus,frenchopen,2
