,match,year,round,round_number,winner,loser,sets_winner,sets_loser,games_winner,games_loser,surface,tourney_name,tourney_order
1525,4,1959,third round,3,Reitano,De La Courtie,2,0,12.0,2.0,clay,frenchopen,2
1885,5,1959,third round,3,Reynolds,Hopps,2,0,12.0,6.0,clay,frenchopen,2
2188,6,1959,third round,3,Bueno,Lazzarino,2,1,13.0,9.0,clay,frenchopen,2
2480,7,1959,third round,3,Courteix,Bouchet,2,0,12.0,5.0,clay,frenchopen,2
2767,8,1959,third round,3,Truman,Bassi,2,0,12.0,6.0,clay,frenchopen,2
162,1,1959,quarterfinals,5,Zsuzsi Kormoczy,Vera Puzejova,2,0,12.0,7.0,clay,frenchopen,2
689,2,1959,quarterfinals,5,Rosie Reyes,Mary Reitano,2,1,16.0,11.0,clay,frenchopen,2
1137,3,1959,quarterfinals,5,Sandra Reynolds,Maria Bueno,2,1,14.0,12.0,clay,frenchopen,2
1523,4,1959,quarterfinals,5,Christine Truman,Paule Courteix,2,0,14.0,7.0,clay,frenchopen,2
164,1,1959,semifinals,6,Zsuzsi Kormoczy,Rosie Reyes,2,0,12.0,3.0,clay,frenchopen,2
691,2,1959,semifinals,6,Christine Truman,Sandra Reynolds,2,1,18.0,14.0,clay,frenchopen,2
160,1,1959,final,7,Christine Truman,Zsuzsi Kormoczy,2,0,13.0,9.0,clay,frenchopen,2
693,2,1960,first round,1,Abbas,Bassi,2,1,17.0,15.0,clay,frenchopen,2
1140,3,1960,first round,1,Hawton,De Lansalut,2,0,12.0,4.0,clay,frenchopen,2
1526,4,1960,first round,1,Arnold,Hales,2,0,12.0,6.0,clay,frenchopen,2
1886,5,1960,first round,1,Ramirez,Bonniard,2,0,12.0,3.0,clay,frenchopen,2
2189,6,1960,first round,1,Segal,Seghers,2,0,14.0,8.0,clay,frenchopen,2
2768,8,1960,first round,1,Langley,Trancart,2,0,12.0,6.0,clay,frenchopen,2
3037,9,1960,first round,1,Haydon,Dusapt,2,0,12.0,3.0,clay,frenchopen,2
3455,11,1960,first round,1,Puzejova,Repoux,2,0,12.0,4.0,clay,frenchopen,2
3660,12,1960,first round,1,Nenot,OBrien,2,0,12.0,2.0,clay,frenchopen,2
3866,13,1960,first round,1,Reynolds,Wild,2,0,12.0,5.0,clay,frenchopen,2
4275,15,1960,first round,1,Pericoli,Courteix,2,0,12.0,6.0,clay,frenchopen,2
4475,16,1960,first round,1,Durr,Stewart,2,1,16.0,10.0,clay,frenchopen,2
4647,17,1960,first round,1,Morales,Salvet,2,0,15.0,8.0,clay,frenchopen,2
4757,18,1960,first round,1,Lazzarino,Ostermann,2,0,12.0,5.0,clay,frenchopen,2
4869,19,1960,first round,1,Tort De Ayala,Billaz,2,0,15.0,11.0,clay,frenchopen,2
4979,20,1960,first round,1,Hard,Berson,2,1,17.0,11.0,clay,frenchopen,2
5199,22,1960,first round,1,Schuurman,Seghers,2,0,12.0,6.0,clay,frenchopen,2
5407,24,1960,first round,1,De La Courtie,Hellyer,2,0,12.0,2.0,clay,frenchopen,2
5812,28,1960,first round,1,Lehane,Kermina,2,0,12.0,1.0,clay,frenchopen,2
6013,30,1960,first round,1,Mercelis,Bourbonnais,2,0,12.0,3.0,clay,frenchopen,2
6210,32,1960,first round,1,Bueno,Lombard,2,0,12.0,4.0,clay,frenchopen,2
168,1,1960,second round,2,Kormoczy,Abbas,1,0,5.0,4.0,clay,frenchopen,2
695,2,1960,second round,2,Hawton,Arnold,2,0,12.0,6.0,clay,frenchopen,2
1142,3,1960,second round,2,Ramirez,Segal,2,0,12.0,7.0,clay,frenchopen,2
1528,4,1960,second round,2,Buding,Langley,2,0,12.0,3.0,clay,frenchopen,2
1887,5,1960,second round,2,Haydon,Bouchet,2,0,12.0,0.0,clay,frenchopen,2
2190,6,1960,second round,2,Puzejova,Nenot,2,0,14.0,7.0,clay,frenchopen,2
2481,7,1960,second round,2,Reynolds,Siarry,2,0,12.0,6.0,clay,frenchopen,2
2769,8,1960,second round,2,Pericoli,Durr,2,0,12.0,4.0,clay,frenchopen,2
3038,9,1960,second round,2,Lazzarino,Morales,2,1,16.0,10.0,clay,frenchopen,2
3245,10,1960,second round,2,Hard,Tort De Ayala,2,0,13.0,9.0,clay,frenchopen,2
3456,11,1960,second round,2,Schuurman,ReesLewis,2,0,12.0,0.0,clay,frenchopen,2
3661,12,1960,second round,2,De La Courtie,Galtier,2,0,12.0,5.0,clay,frenchopen,2
3867,13,1960,second round,2,Vukovich,Lemal,2,0,12.0,2.0,clay,frenchopen,2
4072,14,1960,second round,2,Lehane,Kouzmenko,2,0,12.0,0.0,clay,frenchopen,2
4276,15,1960,second round,2,Mercelis,Varin,2,0,12.0,6.0,clay,frenchopen,2
4476,16,1960,second round,2,Bueno,Le Besnerais,2,1,15.0,13.0,clay,frenchopen,2
697,2,1960,third round,3,Ramirez,Buding,2,0,12.0,5.0,clay,frenchopen,2
1143,3,1960,third round,3,Puzejova,Haydon,2,1,18.0,15.0,clay,frenchopen,2
1529,4,1960,third round,3,Reynolds,Pericoli,2,0,12.0,3.0,clay,frenchopen,2
1888,5,1960,third round,3,Lazzarino,Hard,2,1,15.0,13.0,clay,frenchopen,2
2191,6,1960,third round,3,Schuurman,De La Courtie,2,1,15.0,10.0,clay,frenchopen,2
2482,7,1960,third round,3,Lehane,Vukovich,2,0,13.0,7.0,clay,frenchopen,2
2770,8,1960,third round,3,Bueno,Mercelis,2,0,14.0,8.0,clay,frenchopen,2
167,1,1960,quarterfinals,5,Yola Ramirez,Betsy Abbas,2,0,12.0,4.0,clay,frenchopen,2
694,2,1960,quarterfinals,5,Sandra Reynolds,Vera Puzejova,2,0,13.0,7.0,clay,frenchopen,2
1141,3,1960,quarterfinals,5,Darlene Hard,Renee Schuurman,2,1,22.0,18.0,clay,frenchopen,2
1527,4,1960,quarterfinals,5,Maria Bueno,Jan Lehane,2,1,14.0,10.0,clay,frenchopen,2
169,1,1960,semifinals,6,Yola Ramirez,Sandra Reynolds,2,1,20.0,16.0,clay,frenchopen,2
696,2,1960,semifinals,6,Darlene Hard,Maria Bueno,2,0,12.0,5.0,clay,frenchopen,2
166,1,1960,final,7,Darlene Hard,Yola Ramirez,2,0,12.0,7.0,clay,frenchopen,2
171,1,1961,first round,1,Gibson,Berson,2,0,12.0,5.0,clay,frenchopen,2
698,2,1961,first round,1,Lieffrig,Davidson,2,1,16.0,8.0,clay,frenchopen,2
1530,4,1961,first round,1,Reitano,Dusapt,2,0,12.0,6.0,clay,frenchopen,2
1889,5,1961,first round,1,Starkie,Kermina,2,1,16.0,11.0,clay,frenchopen,2
2192,6,1961,first round,1,Gerson,Seghers,2,0,12.0,5.0,clay,frenchopen,2
3039,9,1961,first round,1,Mark,Leyrer,2,1,21.0,21.0,clay,frenchopen,2
3246,10,1961,first round,1,Salfati,Hopman,2,1,12.0,11.0,clay,frenchopen,2
3457,11,1961,first round,1,Schuurman,Lampe,2,0,12.0,3.0,clay,frenchopen,2
3662,12,1961,first round,1,Arnold,De Lansalut,2,0,12.0,6.0,clay,frenchopen,2
3868,13,1961,first round,1,Lazzarino,Estalella,2,0,12.0,5.0,clay,frenchopen,2
4073,14,1961,first round,1,Hellyer,Salvet,2,0,13.0,6.0,clay,frenchopen,2
1146,3,1961,second round,2,Buding,Huve,2,1,14.0,8.0,clay,frenchopen,2
1533,4,1961,second round,2,Ebbern,Seghers,2,0,13.0,9.0,clay,frenchopen,2
1891,5,1961,second round,2,De La Courtie,Nay,2,0,12.0,4.0,clay,frenchopen,2
2194,6,1961,second round,2,Barril,Courteix,2,1,15.0,15.0,clay,frenchopen,2
2484,7,1961,second round,2,Lehane,Le Besnerais,2,0,12.0,4.0,clay,frenchopen,2
2772,8,1961,second round,2,Beltrame,Langanay,2,1,17.0,14.0,clay,frenchopen,2
3040,9,1961,second round,2,Truman,Bourbonnais,2,0,12.0,6.0,clay,frenchopen,2
3247,10,1961,second round,2,Schultze,ReesLewis,2,1,15.0,13.0,clay,frenchopen,2
3458,11,1961,second round,2,Sukova,Bove,2,0,12.0,4.0,clay,frenchopen,2
3869,13,1961,second round,2,Ramirez,Gibson,2,0,12.0,5.0,clay,frenchopen,2
4074,14,1961,second round,2,Durr,Lieffrig,2,1,18.0,10.0,clay,frenchopen,2
4277,15,1961,second round,2,Reitano,Starkie,2,1,16.0,11.0,clay,frenchopen,2
4477,16,1961,second round,2,Somoza,Gerson,2,1,14.0,11.0,clay,frenchopen,2
4648,17,1961,second round,2,Galtier,Mark,2,0,12.0,6.0,clay,frenchopen,2
4758,18,1961,second round,2,Schuurman,Salfati,2,0,13.0,9.0,clay,frenchopen,2
4870,19,1961,second round,2,Lazzarino,Arnold,2,0,12.0,4.0,clay,frenchopen,2
4980,20,1961,second round,2,Haydon,Hellyer,2,0,12.0,5.0,clay,frenchopen,2
5088,21,1961,second round,2,Mercelis,Bardoczy,2,0,12.0,4.0,clay,frenchopen,2
5200,22,1961,second round,2,Catt,Duldig,2,0,12.0,3.0,clay,frenchopen,2
5304,23,1961,second round,2,Hutchings,Bassi,2,1,16.0,9.0,clay,frenchopen,2
5408,24,1961,second round,2,Smith,Dodge,2,0,12.0,3.0,clay,frenchopen,2
5509,25,1961,second round,2,Galtier,Gunderson,1,0,6.0,4.0,clay,frenchopen,2
5611,26,1961,second round,2,Kormoczy,Gordigiani,2,0,12.0,5.0,clay,frenchopen,2
5813,28,1961,second round,2,Reynolds,Wild,2,0,12.0,4.0,clay,frenchopen,2
5913,29,1961,second round,2,Billaz,Lang,2,0,12.0,2.0,clay,frenchopen,2
6014,30,1961,second round,2,Turner,Abbas,2,0,12.0,6.0,clay,frenchopen,2
6112,31,1961,second round,2,PeterdyWolf,Coronado,2,0,12.0,6.0,clay,frenchopen,2
6211,32,1961,second round,2,Bueno,Hunt,2,1,18.0,15.0,clay,frenchopen,2
175,1,1961,third round,3,Hard,Coste,2,0,12.0,5.0,clay,frenchopen,2
702,2,1961,third round,3,Buding,Ebbern,2,0,12.0,8.0,clay,frenchopen,2
1147,3,1961,third round,3,Barril,De La Courtie,2,0,12.0,4.0,clay,frenchopen,2
1534,4,1961,third round,3,Lehane,Beltrame,2,0,12.0,0.0,clay,frenchopen,2
1892,5,1961,third round,3,Truman,Schultze,2,0,14.0,8.0,clay,frenchopen,2
2195,6,1961,third round,3,Sukova,Darmon,2,0,13.0,8.0,clay,frenchopen,2
2485,7,1961,third round,3,Ramirez,Durr,2,0,13.0,8.0,clay,frenchopen,2
2773,8,1961,third round,3,Reitano,Somoza,2,1,14.0,14.0,clay,frenchopen,2
3041,9,1961,third round,3,Schuurman,Galtier,2,1,15.0,11.0,clay,frenchopen,2
3248,10,1961,third round,3,Haydon,Lazzarino,2,0,12.0,5.0,clay,frenchopen,2
3459,11,1961,third round,3,Mercelis,Catt,2,0,13.0,7.0,clay,frenchopen,2
3663,12,1961,third round,3,Smith,Hutchings,2,0,13.0,8.0,clay,frenchopen,2
3870,13,1961,third round,3,Kormoczy,Galtier,2,0,12.0,2.0,clay,frenchopen,2
4075,14,1961,third round,3,Reynolds,Butt,2,0,12.0,3.0,clay,frenchopen,2
4278,15,1961,third round,3,Turner,Billaz,2,1,16.0,14.0,clay,frenchopen,2
4478,16,1961,third round,3,Bueno,PeterdyWolf,2,0,12.0,1.0,clay,frenchopen,2
172,1,1961,fourth round,4,Buding,Hard,2,0,12.0,5.0,clay,frenchopen,2
699,2,1961,fourth round,4,Barril,Lehane,2,1,14.0,9.0,clay,frenchopen,2
1144,3,1961,fourth round,4,Truman,Sukova,2,1,14.0,10.0,clay,frenchopen,2
1531,4,1961,fourth round,4,Ramirez,Reitano,2,0,12.0,2.0,clay,frenchopen,2
1890,5,1961,fourth round,4,Haydon,Schuurman,2,0,12.0,5.0,clay,frenchopen,2
2193,6,1961,fourth round,4,Smith,Mercelis,2,0,12.0,5.0,clay,frenchopen,2
2483,7,1961,fourth round,4,Kormoczy,Reynolds,2,1,17.0,16.0,clay,frenchopen,2
2771,8,1961,fourth round,4,Bueno,Turner,2,0,15.0,9.0,clay,frenchopen,2
173,1,1961,quarterfinals,5,Edda Buding,Pilar Barril,2,1,15.0,12.0,clay,frenchopen,2
700,2,1961,quarterfinals,5,Yola Ramirez,Christine Truman,2,0,17.0,13.0,clay,frenchopen,2
1145,3,1961,quarterfinals,5,Ann Haydon,Margaret Smith,2,0,19.0,15.0,clay,frenchopen,2
1532,4,1961,quarterfinals,5,Zsuzsi Kormoczy,Maria Bueno,2,0,12.0,6.0,clay,frenchopen,2
174,1,1961,semifinals,6,Yola Ramirez,Edda Buding,2,1,16.0,13.0,clay,frenchopen,2
701,2,1961,semifinals,6,Ann Haydon,Zsuzsi Kormoczy,2,1,15.0,10.0,clay,frenchopen,2
170,1,1961,final,7,Ann Haydon,Yola Ramirez,2,0,12.0,3.0,clay,frenchopen,2
177,1,1962,first round,1,Gordigiani,Seghers,2,0,12.0,8.0,clay,frenchopen,2
703,2,1962,first round,1,Arnold,Billaz,2,0,12.0,3.0,clay,frenchopen,2
1148,3,1962,first round,1,Turner,Courteix,2,0,12.0,1.0,clay,frenchopen,2
1535,4,1962,first round,1,Forbes,Langanay,2,1,18.0,12.0,clay,frenchopen,2
1893,5,1962,first round,1,Sukova,Galtier,2,0,12.0,3.0,clay,frenchopen,2
2196,6,1962,first round,1,ONeill,Kermina,2,1,15.0,10.0,clay,frenchopen,2
2486,7,1962,first round,1,Price,Bucaille,2,0,12.0,1.0,clay,frenchopen,2
2774,8,1962,first round,1,Maclennan,Salfati,2,0,13.0,8.0,clay,frenchopen,2
3042,9,1962,first round,1,Cawthorn,Morales,2,0,12.0,7.0,clay,frenchopen,2
3249,10,1962,first round,1,Mercelis,Ibarra,2,0,12.0,0.0,clay,frenchopen,2
3460,11,1962,first round,1,Riedl,Salvet,2,0,12.0,2.0,clay,frenchopen,2
3871,13,1962,first round,1,Le Besnerais,Gerson,2,0,12.0,4.0,clay,frenchopen,2
4076,14,1962,first round,1,Durr,Bentley,2,0,12.0,3.0,clay,frenchopen,2
4279,15,1962,first round,1,Durose,Pierval,2,0,14.0,9.0,clay,frenchopen,2
4479,16,1962,first round,1,De La Courtie,Bender,2,0,12.0,1.0,clay,frenchopen,2
4759,18,1962,first round,1,Bricka,Chatrier,2,0,12.0,6.0,clay,frenchopen,2
4981,20,1962,first round,1,Bassi,Nay,2,0,13.0,8.0,clay,frenchopen,2
5089,21,1962,first round,1,Hellyer,Coste,2,0,13.0,7.0,clay,frenchopen,2
5201,22,1962,first round,1,Schuurman,Berson,2,0,12.0,2.0,clay,frenchopen,2
5409,24,1962,first round,1,Darmon,Marechal,2,0,13.0,8.0,clay,frenchopen,2
5510,25,1962,first round,1,Dening,Burel,2,0,12.0,4.0,clay,frenchopen,2
5612,26,1962,first round,1,Pericoli,Seghers,2,0,12.0,2.0,clay,frenchopen,2
5712,27,1962,first round,1,Ebbern,Belton,2,0,12.0,5.0,clay,frenchopen,2
5814,28,1962,first round,1,Segal,Abbas,2,0,13.0,5.0,clay,frenchopen,2
706,2,1962,second round,2,Boulle,Rich,2,0,12.0,1.0,clay,frenchopen,2
1151,3,1962,second round,2,Lazzarino,Galtier,2,0,12.0,4.0,clay,frenchopen,2
1538,4,1962,second round,2,Blackman,Green,2,0,12.0,6.0,clay,frenchopen,2
1895,5,1962,second round,2,Lehane,Bourbonnais,2,0,12.0,2.0,clay,frenchopen,2
2198,6,1962,second round,2,Schultze,De Lansalut,2,1,15.0,8.0,clay,frenchopen,2
2488,7,1962,second round,2,Starkie,Thiele,2,0,12.0,3.0,clay,frenchopen,2
2776,8,1962,second round,2,Terry,Hopman,2,0,14.0,9.0,clay,frenchopen,2
3043,9,1962,second round,2,Kormoczy,Lundqvist,2,0,12.0,1.0,clay,frenchopen,2
3250,10,1962,second round,2,Arnold,Gordigiani,2,0,12.0,5.0,clay,frenchopen,2
3461,11,1962,second round,2,Turner,Forbes,2,0,12.0,4.0,clay,frenchopen,2
3664,12,1962,second round,2,Sukova,ONeill,2,0,12.0,3.0,clay,frenchopen,2
3872,13,1962,second round,2,Price,Maclennan,2,0,12.0,4.0,clay,frenchopen,2
4077,14,1962,second round,2,Mercelis,Cawthorn,2,0,12.0,3.0,clay,frenchopen,2
4280,15,1962,second round,2,Riedl,Schacht,2,1,16.0,15.0,clay,frenchopen,2
4480,16,1962,second round,2,Durr,Le Besnerais,2,0,12.0,4.0,clay,frenchopen,2
4649,17,1962,second round,2,De La Courtie,Durose,2,0,12.0,5.0,clay,frenchopen,2
4760,18,1962,second round,2,Bricka,Coronado,2,0,12.0,5.0,clay,frenchopen,2
4871,19,1962,second round,2,Tegart,Bassi,2,0,18.0,13.0,clay,frenchopen,2
4982,20,1962,second round,2,Schuurman,Hellyer,2,0,12.0,7.0,clay,frenchopen,2
5090,21,1962,second round,2,Floyd,Darmon,2,0,12.0,8.0,clay,frenchopen,2
5202,22,1962,second round,2,Pericoli,Dening,2,1,15.0,10.0,clay,frenchopen,2
5305,23,1962,second round,2,Segal,Ebbern,2,1,15.0,13.0,clay,frenchopen,2
5410,24,1962,second round,2,Truman,Nenot,2,1,17.0,11.0,clay,frenchopen,2
5511,25,1962,second round,2,Lieffrig,Ross,2,0,15.0,11.0,clay,frenchopen,2
5613,26,1962,second round,2,Catt,Varin,2,0,7.0,0.0,clay,frenchopen,2
5713,27,1962,second round,2,Beltrame,Wild,2,0,12.0,4.0,clay,frenchopen,2
5815,28,1962,second round,2,Buding,Davidson,2,1,16.0,14.0,clay,frenchopen,2
5914,29,1962,second round,2,Hawton,Smith,2,0,12.0,5.0,clay,frenchopen,2
6015,30,1962,second round,2,Rouchon,Barril,2,1,12.0,11.0,clay,frenchopen,2
6113,31,1962,second round,2,Forbes,Repoux,2,0,12.0,5.0,clay,frenchopen,2
181,1,1962,third round,3,Haydon,Boulle,2,0,12.0,1.0,clay,frenchopen,2
708,2,1962,third round,3,Blackman,Lazzarino,2,0,12.0,5.0,clay,frenchopen,2
1152,3,1962,third round,3,Lehane,Schultze,2,0,14.0,10.0,clay,frenchopen,2
1539,4,1962,third round,3,Starkie,Terry,2,0,12.0,0.0,clay,frenchopen,2
1896,5,1962,third round,3,Kormoczy,Arnold,2,0,12.0,4.0,clay,frenchopen,2
2199,6,1962,third round,3,Turner,Sukova,2,0,13.0,9.0,clay,frenchopen,2
2777,8,1962,third round,3,Durr,Riedl,2,0,12.0,6.0,clay,frenchopen,2
3044,9,1962,third round,3,Bricka,De La Courtie,2,0,12.0,7.0,clay,frenchopen,2
3251,10,1962,third round,3,Schuurman,Tegart,2,0,12.0,8.0,clay,frenchopen,2
3462,11,1962,third round,3,Floyd,Pericoli,2,0,15.0,11.0,clay,frenchopen,2
3665,12,1962,third round,3,Truman,Segal,2,1,18.0,13.0,clay,frenchopen,2
3873,13,1962,third round,3,Lieffrig,Catt,2,1,18.0,18.0,clay,frenchopen,2
4078,14,1962,third round,3,Buding,Beltrame,2,0,12.0,0.0,clay,frenchopen,2
4281,15,1962,third round,3,Hawton,Rouchon,2,0,14.0,10.0,clay,frenchopen,2
4481,16,1962,third round,3,Smith,Forbes,2,0,12.0,2.0,clay,frenchopen,2
178,1,1962,fourth round,4,Haydon,Blackman,2,0,12.0,4.0,clay,frenchopen,2
704,2,1962,fourth round,4,Lehane,Starkie,2,0,12.0,6.0,clay,frenchopen,2
1149,3,1962,fourth round,4,Turner,Kormoczy,2,1,15.0,10.0,clay,frenchopen,2
1536,4,1962,fourth round,4,Price,Durr,2,0,13.0,8.0,clay,frenchopen,2
1894,5,1962,fourth round,4,Schuurman,Bricka,2,0,12.0,5.0,clay,frenchopen,2
2197,6,1962,fourth round,4,Floyd,Truman,2,1,18.0,14.0,clay,frenchopen,2
2487,7,1962,fourth round,4,Buding,Lieffrig,2,0,12.0,4.0,clay,frenchopen,2
2775,8,1962,fourth round,4,Smith,Hawton,2,0,12.0,4.0,clay,frenchopen,2
179,1,1962,quarterfinals,5,Ann Haydon,Jan Lehane,2,0,12.0,5.0,clay,frenchopen,2
705,2,1962,quarterfinals,5,Lesley Turner,Sandra Price,2,0,14.0,9.0,clay,frenchopen,2
1150,3,1962,quarterfinals,5,Renee Schuurman,Donna Floyd,2,0,12.0,4.0,clay,frenchopen,2
1537,4,1962,quarterfinals,5,Margaret Smith,Edda Buding,2,0,12.0,6.0,clay,frenchopen,2
180,1,1962,semifinals,6,Lesley Turner,Ann Haydon,2,1,17.0,14.0,clay,frenchopen,2
707,2,1962,semifinals,6,Margaret Smith,Renee Schuurman,2,0,14.0,9.0,clay,frenchopen,2
176,1,1962,final,7,Margaret Smith,Lesley Turner,2,1,16.0,14.0,clay,frenchopen,2
183,1,1963,first round,1,Gordigiani,Varin,2,0,12.0,6.0,clay,frenchopen,2
709,2,1963,first round,1,Schultze,De Jong,2,0,12.0,3.0,clay,frenchopen,2
1153,3,1963,first round,1,Newman,Boulle,2,1,18.0,15.0,clay,frenchopen,2
1897,5,1963,first round,1,Habicht,Wild,1,0,4.0,0.0,clay,frenchopen,2
2200,6,1963,first round,1,Turner,Hamelin,2,0,13.0,9.0,clay,frenchopen,2
2778,8,1963,first round,1,Hunt,PeterdyWolf,2,0,12.0,5.0,clay,frenchopen,2
3045,9,1963,first round,1,Berner,Dusapt,2,1,17.0,15.0,clay,frenchopen,2
3252,10,1963,first round,1,Coronado,Bourbonnais,2,1,14.0,15.0,clay,frenchopen,2
3666,12,1963,first round,1,Dening,Tacchini,2,0,15.0,10.0,clay,frenchopen,2
3874,13,1963,first round,1,Spinoza,Howe,2,0,12.0,2.0,clay,frenchopen,2
4079,14,1963,first round,1,Cawthorn,Schildknecht,2,0,12.0,5.0,clay,frenchopen,2
4282,15,1963,first round,1,Segal,RidderhofSeven,2,0,12.0,6.0,clay,frenchopen,2
712,2,1963,second round,2,Salfati,Beltrame,2,0,12.0,8.0,clay,frenchopen,2
1542,4,1963,second round,2,Repoux,Marechal,2,0,12.0,8.0,clay,frenchopen,2
1899,5,1963,second round,2,Sukova,Le Besnerais,2,0,15.0,9.0,clay,frenchopen,2
2780,8,1963,second round,2,De Lansalut,Fretz,2,1,17.0,13.0,clay,frenchopen,2
3046,9,1963,second round,2,Lehane,Galtier,2,0,12.0,4.0,clay,frenchopen,2
3253,10,1963,second round,2,Barclay,Langanay,2,1,16.0,16.0,clay,frenchopen,2
3667,12,1963,second round,2,Alvarez,Kermina,2,1,19.0,17.0,clay,frenchopen,2
3875,13,1963,second round,2,Jones,Gordigiani,2,0,12.0,1.0,clay,frenchopen,2
4080,14,1963,second round,2,Schultze,Newman,2,0,12.0,6.0,clay,frenchopen,2
4283,15,1963,second round,2,Habicht,Rouire,2,0,12.0,4.0,clay,frenchopen,2
4482,16,1963,second round,2,Turner,Tegart,2,1,15.0,11.0,clay,frenchopen,2
4650,17,1963,second round,2,Hunt,Berner,2,0,12.0,2.0,clay,frenchopen,2
4761,18,1963,second round,2,Truman,Coronado,2,0,12.0,6.0,clay,frenchopen,2
4872,19,1963,second round,2,Spinoza,Dening,2,0,14.0,10.0,clay,frenchopen,2
4983,20,1963,second round,2,Segal,Cawthorn,2,0,12.0,6.0,clay,frenchopen,2
5091,21,1963,second round,2,Bassi,Prosen,2,0,12.0,3.0,clay,frenchopen,2
5306,23,1963,second round,2,ReesLewis,Kavnat,2,0,12.0,2.0,clay,frenchopen,2
5512,25,1963,second round,2,Courteix,Edrich,2,0,15.0,10.0,clay,frenchopen,2
5614,26,1963,second round,2,Blackman,Lieffrig,2,1,12.0,11.0,clay,frenchopen,2
5714,27,1963,second round,2,Van Zyl,Morales,2,1,17.0,13.0,clay,frenchopen,2
5816,28,1963,second round,2,Schuurman,Rosser,2,0,13.0,7.0,clay,frenchopen,2
5915,29,1963,second round,2,Baylon,Galtier,2,0,12.0,2.0,clay,frenchopen,2
6212,32,1963,second round,2,Turner,Rouchon,2,0,12.0,1.0,clay,frenchopen,2
187,1,1963,third round,3,Smith,Salfati,2,0,13.0,6.0,clay,frenchopen,2
714,2,1963,third round,3,Repoux,Berson,2,0,12.0,8.0,clay,frenchopen,2
1156,3,1963,third round,3,Sukova,Seghers,2,0,12.0,3.0,clay,frenchopen,2
1543,4,1963,third round,3,Durr,De Lansalut,2,0,12.0,6.0,clay,frenchopen,2
1900,5,1963,third round,3,Lehane,Barclay,2,0,12.0,0.0,clay,frenchopen,2
2202,6,1963,third round,3,Starkie,Alvarez,2,1,15.0,13.0,clay,frenchopen,2
2490,7,1963,third round,3,Jones,Schultze,2,0,12.0,4.0,clay,frenchopen,2
2781,8,1963,third round,3,Habicht,Turner,2,0,15.0,11.0,clay,frenchopen,2
3047,9,1963,third round,3,Truman,Hunt,2,0,12.0,1.0,clay,frenchopen,2
3254,10,1963,third round,3,Segal,Spinoza,2,0,12.0,5.0,clay,frenchopen,2
3463,11,1963,third round,3,Ebbern,Bassi,2,0,12.0,3.0,clay,frenchopen,2
3668,12,1963,third round,3,ReesLewis,Blakelock,2,0,13.0,9.0,clay,frenchopen,2
3876,13,1963,third round,3,Blackman,Courteix,2,0,12.0,8.0,clay,frenchopen,2
4081,14,1963,third round,3,Van Zyl,Schuurman,2,0,14.0,9.0,clay,frenchopen,2
4284,15,1963,third round,3,Baylon,Bentley,2,0,12.0,6.0,clay,frenchopen,2
4483,16,1963,third round,3,Turner,Mercelis,2,0,13.0,9.0,clay,frenchopen,2
184,1,1963,fourth round,4,Smith,Repoux,2,0,12.0,3.0,clay,frenchopen,2
710,2,1963,fourth round,4,Sukova,Durr,2,1,14.0,9.0,clay,frenchopen,2
1154,3,1963,fourth round,4,Lehane,Alvarez,2,0,12.0,5.0,clay,frenchopen,2
1540,4,1963,fourth round,4,Jones,Habicht,2,0,12.0,0.0,clay,frenchopen,2
1898,5,1963,fourth round,4,Truman,Segal,2,0,12.0,2.0,clay,frenchopen,2
2201,6,1963,fourth round,4,Ebbern,ReesLewis,2,0,13.0,7.0,clay,frenchopen,2
2489,7,1963,fourth round,4,Blackman,Van Zyl,2,0,12.0,6.0,clay,frenchopen,2
2779,8,1963,fourth round,4,Turner,Baylon,2,0,12.0,5.0,clay,frenchopen,2
185,1,1963,quarterfinals,5,Vera Sukova,Margaret Smith,2,0,14.0,9.0,clay,frenchopen,2
711,2,1963,quarterfinals,5,Ann Jones,Jan Lehane,2,0,12.0,0.0,clay,frenchopen,2
1155,3,1963,quarterfinals,5,Christine Truman,Robyn Ebbern,2,0,12.0,2.0,clay,frenchopen,2
1541,4,1963,quarterfinals,5,Lesley Turner,Jill Blackman,2,0,12.0,8.0,clay,frenchopen,2
186,1,1963,semifinals,6,Ann Jones,Vera Sukova,2,0,12.0,1.0,clay,frenchopen,2
713,2,1963,semifinals,6,Lesley Turner,Christine Truman,2,0,17.0,11.0,clay,frenchopen,2
182,1,1963,final,7,Lesley Turner,Ann Jones,2,1,15.0,14.0,clay,frenchopen,2
189,1,1964,first round,1,De Lansalut,Rosser,2,0,13.0,9.0,clay,frenchopen,2
715,2,1964,first round,1,Schultze,Dusapt,2,0,12.0,4.0,clay,frenchopen,2
1157,3,1964,first round,1,Lehane,Habicht,2,0,12.0,3.0,clay,frenchopen,2
1544,4,1964,first round,1,Niessen,Savy,2,0,12.0,2.0,clay,frenchopen,2
1901,5,1964,first round,1,Kodesova,Repoux,2,0,12.0,7.0,clay,frenchopen,2
2203,6,1964,first round,1,Kormoczy,Langanay,2,0,12.0,1.0,clay,frenchopen,2
2491,7,1964,first round,1,Baylon,Schildknecht,2,0,12.0,0.0,clay,frenchopen,2
2782,8,1964,first round,1,Lesh,Nay,2,0,12.0,4.0,clay,frenchopen,2
3464,11,1964,first round,1,Fretz,Truman,2,0,12.0,4.0,clay,frenchopen,2
