,match,year,round,round_number,winner,loser,sets_winner,sets_loser,games_winner,games_loser,surface,tourney_name,tourney_order
1,1,1905,first round,1,R Heath,T Fitchett,3.0,0.0,18.0,5.0,grass,ausopen,1
3,1,1905,second round,2,R Heath,H Rice,3.0,1.0,22.0,12.0,grass,ausopen,1
632,2,1905,second round,2,H Turner,C Heath,3.0,2.0,27.0,25.0,grass,ausopen,1
1148,3,1905,second round,2,R Lycett,H Hastings,3.0,0.0,18.0,6.0,grass,ausopen,1
1563,4,1905,second round,2,G Wright,D Harbison,3.0,1.0,23.0,16.0,grass,ausopen,1
1971,5,1905,second round,2,A Curtis,A Laurie,3.0,0.0,20.0,9.0,grass,ausopen,1
2269,6,1905,second round,2,E Pockley,E Robertson,3.0,2.0,26.0,19.0,grass,ausopen,1
2568,7,1905,second round,2,A Dunlop,G Howitt,3.0,0.0,18.0,9.0,grass,ausopen,1
2862,8,1905,second round,2,R Fraser,P Rowe,3.0,0.0,18.0,5.0,grass,ausopen,1
2,1,1905,quarterfinals,5,Rodney Heath,Herbert Turner,3.0,0.0,18.0,5.0,grass,ausopen,1
1147,3,1905,quarterfinals,5,Albert Curtis,Eric Pockley,3.0,1.0,22.0,18.0,grass,ausopen,1
1562,4,1905,quarterfinals,5,Alfred Dunlop,Reginald Fraser,3.0,0.0,18.0,9.0,grass,ausopen,1
4,1,1905,semifinals,6,Rodney Heath,Randolph Lycett,3.0,1.0,27.0,18.0,grass,ausopen,1
633,2,1905,semifinals,6,Albert Curtis,Alfred Dunlop,3.0,1.0,27.0,22.0,grass,ausopen,1
0,1,1905,final,7,Rodney Heath,Albert Curtis,3.0,1.0,22.0,17.0,grass,ausopen,1
6,1,1906,first round,1,Anthony Wilding,Cecil C Cox,3.0,0.0,18.0,5.0,grass,ausopen,1
634,2,1906,first round,1,Harry Parker,Richard Harman,3.0,0.0,18.0,3.0,grass,ausopen,1
1149,3,1906,first round,1,Francis Fisher,Rodney Heath,3.0,2.0,26.0,21.0,grass,ausopen,1
7,1,1906,semifinals,6,Anthony Wilding,Harry Parker,3.0,1.0,22.0,15.0,grass,ausopen,1
635,2,1906,semifinals,6,Francis Fisher,Thomas R Quill,3.0,1.0,21.0,15.0,grass,ausopen,1
5,1,1906,final,7,Anthony Wilding,Francis Fisher,3.0,0.0,18.0,8.0,grass,ausopen,1
9,1,1907,first round,1,H M Turner,G Crouch,3.0,0.0,18.0,4.0,grass,ausopen,1
636,2,1907,first round,1,S N Doust,Sayers,2.0,0.0,11.0,5.0,grass,ausopen,1
1150,3,1907,first round,1,G Wright,Gill,3.0,1.0,21.0,16.0,grass,ausopen,1
1564,4,1907,first round,1,M Marsh,Allom,3.0,0.0,18.0,12.0,grass,ausopen,1
11,1,1907,second round,2,H Rice,N Marsh,3.0,0.0,18.0,1.0,grass,ausopen,1
638,2,1907,second round,2,H M Turner,S N Doust,3.0,1.0,29.0,24.0,grass,ausopen,1
1566,4,1907,second round,2,A E Turton,L Thurlow,3.0,2.0,25.0,25.0,grass,ausopen,1
1972,5,1907,second round,2,H A Parker,F Cupples,3.0,0.0,18.0,3.0,grass,ausopen,1
2270,6,1907,second round,2,V V Rudder,Kilgour,3.0,2.0,27.0,18.0,grass,ausopen,1
2569,7,1907,second round,2,E O Pockley,C B St John,3.0,1.0,21.0,11.0,grass,ausopen,1
2863,8,1907,second round,2,G Wright,M Marsh,3.0,0.0,18.0,3.0,grass,ausopen,1
10,1,1907,quarterfinals,5,Horace Rice,HM Turner,3.0,1.0,22.0,10.0,grass,ausopen,1
637,2,1907,quarterfinals,5,William Gregg,AE Turton,3.0,2.0,23.0,21.0,grass,ausopen,1
1151,3,1907,quarterfinals,5,Harry Parker,VV Rudder,3.0,0.0,18.0,5.0,grass,ausopen,1
1565,4,1907,quarterfinals,5,Eric Pockley,Gordon Wright,3.0,0.0,21.0,13.0,grass,ausopen,1
12,1,1907,semifinals,6,Horace Rice,William Gregg,3.0,1.0,21.0,12.0,grass,ausopen,1
639,2,1907,semifinals,6,Harry Parker,Eric Pockley,3.0,1.0,22.0,15.0,grass,ausopen,1
8,1,1907,final,7,Horace Rice,Harry Parker,3.0,0.0,18.0,11.0,grass,ausopen,1
14,1,1908,first round,1,Fred Alexander,Marsh,3.0,0.0,18.0,6.0,grass,ausopen,1
640,2,1908,first round,1,Henry Gibbes,J Browne,3.0,2.0,24.0,20.0,grass,ausopen,1
1152,3,1908,first round,1,Harry Parker,S Jones,3.0,0.0,18.0,5.0,grass,ausopen,1
1567,4,1908,first round,1,F Cupples,V V Rudder,3.0,0.0,18.0,6.0,grass,ausopen,1
1973,5,1908,first round,1,Alfred Dunlop,M McKenzie,3.0,0.0,18.0,8.0,grass,ausopen,1
2271,6,1908,first round,1,Stanley Doust,Francis Fisher,3.0,0.0,18.0,6.0,grass,ausopen,1
2570,7,1908,first round,1,Eric Pockley,William Gregg,3.0,2.0,28.0,29.0,grass,ausopen,1
15,1,1908,second round,2,Fred Alexander,Henry Gibbes,3.0,0.0,18.0,4.0,grass,ausopen,1
641,2,1908,second round,2,Harry Parker,F Cupples,3.0,0.0,18.0,6.0,grass,ausopen,1
1153,3,1908,second round,2,Alfred Dunlop,Stanley Doust,3.0,1.0,24.0,19.0,grass,ausopen,1
1568,4,1908,second round,2,Eric Pockley,Percy Colquhoun,3.0,1.0,22.0,21.0,grass,ausopen,1
16,1,1908,semifinals,6,Fred Alexander,Harry Parker,3.0,1.0,21.0,15.0,grass,ausopen,1
642,2,1908,semifinals,6,Alfred Dunlop,Eric Pockley,3.0,0.0,18.0,7.0,grass,ausopen,1
13,1,1908,final,7,Fred Alexander,Alfred Dunlop,3.0,2.0,24.0,17.0,grass,ausopen,1
18,1,1909,first round,1,Anthony Wilding,Neale,3.0,0.0,18.0,1.0,grass,ausopen,1
1154,3,1909,first round,1,I Gaze,Murray,3.0,2.0,24.0,22.0,grass,ausopen,1
19,1,1909,second round,2,Anthony Wilding,R Eagle,3.0,0.0,18.0,1.0,grass,ausopen,1
643,2,1909,second round,2,R Kelsey,I Gibbs,3.0,0.0,14.0,9.0,grass,ausopen,1
1155,3,1909,second round,2,Ernie Parker,I Gaze,3.0,0.0,18.0,1.0,grass,ausopen,1
1569,4,1909,second round,2,G ODea,L Crooks,3.0,1.0,21.0,16.0,grass,ausopen,1
20,1,1909,semifinals,6,Anthony Wilding,R Kelsey,3.0,0.0,18.0,1.0,grass,ausopen,1
644,2,1909,semifinals,6,Ernie Parker,G ODea,3.0,0.0,18.0,3.0,grass,ausopen,1
17,1,1909,final,7,Anthony Wilding,Ernie Parker,3.0,0.0,19.0,8.0,grass,ausopen,1
22,1,1910,first round,1,R Paxton,A Smith,3.0,0.0,18.0,4.0,grass,ausopen,1
645,2,1910,first round,1,Harry Parker,A Roy Taylor,3.0,1.0,23.0,15.0,grass,ausopen,1
1156,3,1910,first round,1,Rodney Heath,JL ODea,3.0,0.0,18.0,6.0,grass,ausopen,1
1570,4,1910,first round,1,H Hunt,F Wyllie,3.0,0.0,18.0,10.0,grass,ausopen,1
1974,5,1910,first round,1,Robert Bowen,Victor V Rudder,3.0,0.0,18.0,5.0,grass,ausopen,1
2272,6,1910,first round,1,Ashley Campbell,Francis E Barritt,3.0,2.0,30.0,26.0,grass,ausopen,1
23,1,1910,second round,2,R Reid,R Paxton,3.0,0.0,18.0,4.0,grass,ausopen,1
646,2,1910,second round,2,Rodney Heath,Harry Parker,3.0,0.0,21.0,13.0,grass,ausopen,1
1157,3,1910,second round,2,Robert Bowen,H Hunt,3.0,0.0,23.0,16.0,grass,ausopen,1
1571,4,1910,second round,2,Horace Rice,Ashley Campbell,3.0,1.0,22.0,12.0,grass,ausopen,1
24,1,1910,semifinals,6,Rodney Heath,R Reid,3.0,0.0,19.0,8.0,grass,ausopen,1
647,2,1910,semifinals,6,Horace Rice,Robert Bowen,3.0,1.0,22.0,15.0,grass,ausopen,1
21,1,1910,final,7,Rodney Heath,Horace Rice,3.0,0.0,18.0,9.0,grass,ausopen,1
26,1,1911,first round,1,Rodney Heath,Alfred B Jones,3.0,1.0,26.0,19.0,grass,ausopen,1
28,1,1911,second round,2,Norman Brookes,Francis E Barritt,3.0,0.0,18.0,4.0,grass,ausopen,1
649,2,1911,second round,2,Rodney Heath,John J Addison,3.0,0.0,18.0,8.0,grass,ausopen,1
1159,3,1911,second round,2,Robert M Rolland,Rupert Wertheim,3.0,0.0,22.0,16.0,grass,ausopen,1
1573,4,1911,second round,2,F Ernest Down,Charles N Barnard,3.0,2.0,31.0,26.0,grass,ausopen,1
2273,6,1911,second round,2,Samuel P England,P F  Rowe,3.0,0.0,18.0,4.0,grass,ausopen,1
2571,7,1911,second round,2,Horace Rice,Ronald Thomas,3.0,0.0,18.0,8.0,grass,ausopen,1
27,1,1911,quarterfinals,5,Norman Brookes,Rodney Heath,3.0,1.0,22.0,15.0,grass,ausopen,1
648,2,1911,quarterfinals,5,Robert M Rolland,F Ernest Down,3.0,0.0,18.0,10.0,grass,ausopen,1
1158,3,1911,quarterfinals,5,Arthur OHara Wood,Samuel P England,3.0,0.0,18.0,6.0,grass,ausopen,1
1572,4,1911,quarterfinals,5,Horace Rice,Ashley Campbell,3.0,0.0,18.0,10.0,grass,ausopen,1
29,1,1911,semifinals,6,Norman Brookes,Robert M Rolland,3.0,0.0,19.0,9.0,grass,ausopen,1
650,2,1911,semifinals,6,Horace Rice,Arthur OHara Wood,3.0,1.0,21.0,15.0,grass,ausopen,1
25,1,1911,final,7,Norman Brookes,Horace Rice,3.0,0.0,18.0,6.0,grass,ausopen,1
31,1,1912,first round,1,JC Parke,A Lowe,3.0,2.0,24.0,17.0,grass,ausopen,1
651,2,1912,first round,1,G Ollivier,J Peacock,3.0,0.0,18.0,6.0,grass,ausopen,1
1160,3,1912,first round,1,C Dixon,W Goss,3.0,0.0,26.0,18.0,grass,ausopen,1
1574,4,1912,first round,1,A Beamish,F Fisher,3.0,0.0,19.0,11.0,grass,ausopen,1
32,1,1912,quarterfinals,5,JC Parke,G Ollivier,3.0,0.0,20.0,11.0,grass,ausopen,1
652,2,1912,quarterfinals,5,R Swanston,W Pearce,3.0,0.0,18.0,5.0,grass,ausopen,1
1161,3,1912,quarterfinals,5,H Brown,R D Harman,3.0,0.0,18.0,8.0,grass,ausopen,1
1575,4,1912,quarterfinals,5,A Beamish,C Dixon,3.0,2.0,26.0,20.0,grass,ausopen,1
33,1,1912,semifinals,6,JC Parke,R Swanston,3.0,0.0,18.0,7.0,grass,ausopen,1
653,2,1912,semifinals,6,A Beamish,H Brown,3.0,0.0,18.0,4.0,grass,ausopen,1
30,1,1912,final,7,JC Parke,A Beamish,3.0,2.0,23.0,21.0,grass,ausopen,1
654,2,1913,first round,1,T Braham,L Taylor,3.0,1.0,19.0,16.0,grass,ausopen,1
1162,3,1913,first round,1,H A Parker,V Murrell,3.0,0.0,18.0,2.0,grass,ausopen,1
36,1,1913,second round,2,E F Parker,Dyer,3.0,0.0,18.0,2.0,grass,ausopen,1
656,2,1913,second round,2,E Stokes,H Glyde,3.0,1.0,24.0,14.0,grass,ausopen,1
1164,3,1913,second round,2,G Thomas,Parsons,3.0,2.0,27.0,26.0,grass,ausopen,1
1577,4,1913,second round,2,J Kent,T Braham,3.0,1.0,18.0,16.0,grass,ausopen,1
2274,6,1913,second round,2,A Hedeman,R Kelsey,3.0,1.0,20.0,15.0,grass,ausopen,1
2572,7,1913,second round,2,A R Taylor,Mullen,3.0,0.0,20.0,9.0,grass,ausopen,1
35,1,1913,quarterfinals,5,Ernie Parker,E Stokes,3.0,0.0,18.0,9.0,grass,ausopen,1
655,2,1913,quarterfinals,5,Geoff Thomas,J Kent,3.0,1.0,21.0,13.0,grass,ausopen,1
1163,3,1913,quarterfinals,5,Harry Parker,Alfred Hedeman,3.0,1.0,20.0,13.0,grass,ausopen,1
1576,4,1913,quarterfinals,5,A Roy Taylor,A Leschen,3.0,0.0,18.0,6.0,grass,ausopen,1
37,1,1913,semifinals,6,Ernie Parker,Geoff Thomas,3.0,0.0,18.0,7.0,grass,ausopen,1
657,2,1913,semifinals,6,Harry Parker,A Roy Taylor,3.0,2.0,24.0,15.0,grass,ausopen,1
34,1,1913,final,7,Ernie Parker,Harry Parker,3.0,1.0,20.0,12.0,grass,ausopen,1
39,1,1914,first round,1,A OHara Wood,G Roberts,3.0,0.0,18.0,6.0,grass,ausopen,1
658,2,1914,first round,1,T Fitchett,J Horan,3.0,1.0,19.0,14.0,grass,ausopen,1
1165,3,1914,first round,1,F E Barritt,McCutcheon,3.0,1.0,19.0,12.0,grass,ausopen,1
1578,4,1914,first round,1,C Buckley,B Hawthorn,2.0,0.0,12.0,4.0,grass,ausopen,1
1975,5,1914,first round,1,R Wertheim,L Todd,3.0,1.0,22.0,13.0,grass,ausopen,1
2275,6,1914,first round,1,L Rainey,H Lemme,3.0,0.0,18.0,6.0,grass,ausopen,1
2573,7,1914,first round,1,R Reid,C Watson,3.0,1.0,25.0,21.0,grass,ausopen,1
2864,8,1914,first round,1,R W Heath,S P England,3.0,0.0,18.0,4.0,grass,ausopen,1
3152,9,1914,first round,1,L Roebuck,W Marsden,3.0,0.0,18.0,8.0,grass,ausopen,1
3342,10,1914,first round,1,R Thomas,A Foster,3.0,0.0,18.0,5.0,grass,ausopen,1
3529,11,1914,first round,1,G Howitt,F Frankenburg,3.0,0.0,18.0,9.0,grass,ausopen,1
41,1,1914,second round,2,A OHara Wood,T Fitchett,3.0,0.0,18.0,4.0,grass,ausopen,1
660,2,1914,second round,2,C Buckley,F E Barritt,3.0,0.0,20.0,12.0,grass,ausopen,1
1580,4,1914,second round,2,A R Taylor,Stanton,3.0,0.0,18.0,6.0,grass,ausopen,1
1976,5,1914,second round,2,G L Patterson,C Lister,3.0,1.0,23.0,13.0,grass,ausopen,1
2276,6,1914,second round,2,L Rainey,R Reid,3.0,0.0,19.0,7.0,grass,ausopen,1
2865,8,1914,second round,2,R Thomas,G Howitt,2.0,0.0,13.0,7.0,grass,ausopen,1
40,1,1914,quarterfinals,5,Arthur OHara Wood,C Buckley,3.0,0.0,18.0,9.0,grass,ausopen,1
659,2,1914,quarterfinals,5,Rupert Wertheim,A Roy Taylor,3.0,1.0,21.0,16.0,grass,ausopen,1
1166,3,1914,quarterfinals,5,Gerald Patterson,Leslie Rainey,3.0,0.0,18.0,9.0,grass,ausopen,1
1579,4,1914,quarterfinals,5,Rodney Heath,Ronald Thomas,3.0,1.0,21.0,12.0,grass,ausopen,1
42,1,1914,semifinals,6,Arthur OHara Wood,Rupert Wertheim,3.0,1.0,21.0,13.0,grass,ausopen,1
661,2,1914,semifinals,6,Gerald Patterson,Rodney Heath,3.0,0.0,18.0,9.0,grass,ausopen,1
38,1,1914,final,7,Arthur OHara Wood,Gerald Patterson,3.0,1.0,23.0,15.0,grass,ausopen,1
44,1,1915,first round,1,Gordon Lowe,Turner,3.0,0.0,20.0,8.0,grass,ausopen,1
1167,3,1915,first round,1,Bert St John,Frank Peach,3.0,0.0,18.0,10.0,grass,ausopen,1
1581,4,1915,first round,1,R J Goodman,M Graham,3.0,1.0,24.0,17.0,grass,ausopen,1
1977,5,1915,first round,1,Horace Rice,T Quill,3.0,0.0,18.0,7.0,grass,ausopen,1
2277,6,1915,first round,1,F Lendrum,Briggs,3.0,1.0,22.0,15.0,grass,ausopen,1
2574,7,1915,first round,1,Clarence Todd,Bassett,3.0,1.0,25.0,20.0,grass,ausopen,1
2866,8,1915,first round,1,Walter H Smith,G Highett,3.0,0.0,18.0,6.0,grass,ausopen,1
45,1,1915,second round,2,Gordon Lowe,Roy F Highett,3.0,0.0,18.0,8.0,grass,ausopen,1
662,2,1915,second round,2,Bert St John,RJ Goodman,3.0,0.0,18.0,8.0,grass,ausopen,1
1168,3,1915,second round,2,Horace Rice,FJ Lendrum,3.0,0.0,18.0,8.0,grass,ausopen,1
1582,4,1915,second round,2,Clarence Todd,Walter H Smith,3.0,0.0,18.0,7.0,grass,ausopen,1
46,1,1915,semifinals,6,Gordon Lowe,Bert St John,3.0,1.0,23.0,19.0,grass,ausopen,1
663,2,1915,semifinals,6,Horace Rice,Clarence Todd,3.0,2.0,27.0,24.0,grass,ausopen,1
43,1,1915,final,7,Gordon Lowe,Horace Rice,3.0,1.0,22.0,12.0,grass,ausopen,1
48,1,1920,first round,1,K Roberts,R Berriman,3.0,2.0,23.0,22.0,grass,ausopen,1
664,2,1920,first round,1,H Utz,J Penny,3.0,2.0,31.0,30.0,grass,ausopen,1
1169,3,1920,first round,1,A R Taylor,E Jordan,3.0,2.0,30.0,25.0,grass,ausopen,1
1583,4,1920,first round,1,E Rowe,G Hone,3.0,0.0,20.0,11.0,grass,ausopen,1
1978,5,1920,first round,1,A Scott,E Hicks,3.0,0.0,20.0,12.0,grass,ausopen,1
2575,7,1920,first round,1,S Milligan,F Bromley,3.0,0.0,18.0,5.0,grass,ausopen,1
2867,8,1920,first round,1,G ODea,T Linn,3.0,0.0,18.0,6.0,grass,ausopen,1
3153,9,1920,first round,1,H Rice,C Stuart,3.0,0.0,18.0,7.0,grass,ausopen,1
3343,10,1920,first round,1,J ODea,A Pittman,3.0,0.0,21.0,9.0,grass,ausopen,1
50,1,1920,second round,2,P OHara Wood,K Roberts,3.0,0.0,18.0,4.0,grass,ausopen,1
666,2,1920,second round,2,H Utz,R Paxton,3.0,0.0,18.0,4.0,grass,ausopen,1
1171,3,1920,second round,2,A R Taylor,E Rowe,3.0,1.0,27.0,20.0,grass,ausopen,1
1585,4,1920,second round,2,A Scott,R Billing,3.0,1.0,22.0,17.0,grass,ausopen,1
1979,5,1920,second round,2,R Thomas,S Milligan,3.0,0.0,20.0,8.0,grass,ausopen,1
2278,6,1920,second round,2,G ODea,F Hone,3.0,1.0,19.0,12.0,grass,ausopen,1
2576,7,1920,second round,2,H Rice,J ODea,3.0,0.0,19.0,7.0,grass,ausopen,1
2868,8,1920,second round,2,C Gurner,F Barritt,3.0,0.0,20.0,11.0,grass,ausopen,1
49,1,1920,quarterfinals,5,Pat OHara Wood,H Utz,3.0,0.0,18.0,4.0,grass,ausopen,1
665,2,1920,quarterfinals,5,A Roy Taylor,A Scott,3.0,2.0,24.0,19.0,grass,ausopen,1
1170,3,1920,quarterfinals,5,Ronald Thomas,G ODea,3.0,0.0,18.0,6.0,grass,ausopen,1
1584,4,1920,quarterfinals,5,Horace Rice,C Gurner,3.0,0.0,18.0,6.0,grass,ausopen,1
51,1,1920,semifinals,6,Pat OHara Wood,A Roy Taylor,3.0,0.0,19.0,9.0,grass,ausopen,1
667,2,1920,semifinals,6,Ronald Thomas,Horace Rice,3.0,2.0,27.0,20.0,grass,ausopen,1
47,1,1920,final,7,Pat OHara Wood,Ronald Thomas,3.0,2.0,28.0,21.0,grass,ausopen,1
53,1,1921,first round,1,C L Treloar,W Cleland,3.0,1.0,21.0,15.0,grass,ausopen,1
668,2,1921,first round,1,L McDaniell,M Plaistowe,3.0,0.0,18.0,6.0,grass,ausopen,1
1172,3,1921,first round,1,P Mills,Henville,2.0,1.0,18.0,13.0,grass,ausopen,1
1980,5,1921,first round,1,N Brearley,Sturm,3.0,0.0,18.0,8.0,grass,ausopen,1
2279,6,1921,first round,1,Linwood,Fairbridge,3.0,0.0,18.0,2.0,grass,ausopen,1
55,1,1921,second round,2,R T H Gemmell,D Cameron,3.0,1.0,22.0,10.0,grass,ausopen,1
670,2,1921,second round,2,E Barker,Holliday,3.0,1.0,22.0,14.0,grass,ausopen,1
1174,3,1921,second round,2,C L Treloar,L McDaniell,3.0,0.0,19.0,11.0,grass,ausopen,1
1587,4,1921,second round,2,Henville,SDavis,3.0,0.0,19.0,9.0,grass,ausopen,1
1981,5,1921,second round,2,A H Hedeman,Forsaith,3.0,1.0,22.0,14.0,grass,ausopen,1
2280,6,1921,second round,2,N Brearley,Linwood,3.0,2.0,29.0,27.0,grass,ausopen,1
2577,7,1921,second round,2,W Hayman,McGibbon,3.0,2.0,26.0,22.0,grass,ausopen,1
2869,8,1921,second round,2,K A McDougall,R W Phillips,3.0,2.0,25.0,21.0,grass,ausopen,1
54,1,1921,quarterfinals,5,Rice Gemmell,E Barker,3.0,0.0,18.0,3.0,grass,ausopen,1
669,2,1921,quarterfinals,5,Henville,Clarence Treloar,2.0,1.0,7.0,6.0,grass,ausopen,1
1173,3,1921,quarterfinals,5,Alfred Hedeman,N Brearley,2.0,0.0,10.0,6.0,grass,ausopen,1
1586,4,1921,quarterfinals,5,W Hayman,Keith McDougall,3.0,1.0,18.0,13.0,grass,ausopen,1
56,1,1921,semifinals,6,Rice Gemmell,Clarence Treloar,0.0,0.0,18.0,18.0,grass,ausopen,1
671,2,1921,semifinals,6,Keith McDougall,Alfred Hedeman,1.0,1.0,26.0,21.0,grass,ausopen,1
52,1,1921,final,7,Rice Gemmell,Alfred Hedeman,1.0,0.0,19.0,18.0,grass,ausopen,1
58,1,1922,first round,1,,,,,,,,ausopen,1
672,2,1922,first round,1,Hawkes,Goodman,3.0,0.0,18.0,6.0,grass,ausopen,1
1175,3,1922,first round,1,Sandrai,Buchanan,3.0,0.0,18.0,6.0,grass,ausopen,1
60,1,1922,second round,2,,,,,,,,ausopen,1
674,2,1922,second round,2,Gemmell,Lawrie,3.0,0.0,18.0,10.0,grass,ausopen,1
1176,3,1922,second round,2,Poulton,Goodman,3.0,0.0,18.0,10.0,grass,ausopen,1
1589,4,1922,second round,2,Dive,J Willard,3.0,0.0,18.0,0.0,grass,ausopen,1
1982,5,1922,second round,2,Peach,Jordan,3.0,0.0,18.0,9.0,grass,ausopen,1
2281,6,1922,second round,2,Wertheim,Jencken,3.0,0.0,18.0,5.0,grass,ausopen,1
2578,7,1922,second round,2,T Cummings,Varley,3.0,1.0,21.0,10.0,grass,ausopen,1
2870,8,1922,second round,2,Clemenger,Utz,3.0,0.0,18.0,6.0,grass,ausopen,1
3154,9,1922,second round,2,Hawkes,Sandrai,3.0,0.0,19.0,8.0,grass,ausopen,1
3344,10,1922,second round,2,Baker,Henderson,3.0,0.0,21.0,11.0,grass,ausopen,1
3530,11,1922,second round,2,A Willard,Fitzgerald,3.0,1.0,20.0,17.0,grass,ausopen,1
3717,12,1922,second round,2,Huthnance,Bullough,3.0,1.0,20.0,16.0,grass,ausopen,1
3904,13,1922,second round,2,E L Jones,Cross,3.0,0.0,18.0,5.0,grass,ausopen,1
4088,14,1922,second round,2,Jack Cummings,G Pearson,3.0,1.0,19.0,10.0,grass,ausopen,1
62,1,1922,third round,3,Anderson,Gemmell,3.0,0.0,18.0,6.0,grass,ausopen,1
676,2,1922,third round,3,Dive,Poulton,3.0,0.0,18.0,8.0,grass,ausopen,1
1177,3,1922,third round,3,Peach,Wertheim,3.0,2.0,41.0,37.0,grass,ausopen,1
1590,4,1922,third round,3,Clemenger,T Cummings,3.0,1.0,19.0,13.0,grass,ausopen,1
1983,5,1922,third round,3,Hawkes,Baker,3.0,0.0,20.0,11.0,grass,ausopen,1
2282,6,1922,third round,3,Huthnance,A Willard,3.0,1.0,28.0,21.0,grass,ausopen,1
2579,7,1922,third round,3,E L Jones,Jack Cummings,3.0,0.0,18.0,8.0,grass,ausopen,1
2871,8,1922,third round,3,Patterson,Bonnington,3.0,1.0,19.0,10.0,grass,ausopen,1
59,1,1922,quarterfinals,5,James Anderson,W Dive,3.0,0.0,19.0,12.0,grass,ausopen,1
673,2,1922,quarterfinals,5,Norman Peach,Jack Clemenger,3.0,0.0,21.0,9.0,grass,ausopen,1
1588,4,1922,quarterfinals,5,Gerald Patterson,E L Jones,3.0,1.0,27.0,20.0,grass,ausopen,1
61,1,1922,semifinals,6,James Anderson,Norman Peach,3.0,1.0,19.0,14.0,grass,ausopen,1
675,2,1922,semifinals,6,Gerald Patterson,Jack Hawkes,3.0,2.0,32.0,31.0,grass,ausopen,1
57,1,1922,final,7,James Anderson,Gerald Patterson,3.0,2.0,24.0,17.0,grass,ausopen,1
64,1,1923,first round,1,E Jordan,C Moon,3.0,0.0,20.0,10.0,grass,ausopen,1
677,2,1923,first round,1,HM Turner,Nelson,3.0,0.0,18.0,7.0,grass,ausopen,1
1178,3,1923,first round,1,H Rice,L Terry,3.0,1.0,23.0,14.0,grass,ausopen,1
1591,4,1923,first round,1,L Plane,A North,3.0,0.0,18.0,9.0,grass,ausopen,1
66,1,1923,second round,2,P OHara Wood,W Smith,3.0,0.0,18.0,4.0,grass,ausopen,1
679,2,1923,second round,2,FJ Cory,Wormall,3.0,0.0,18.0,8.0,grass,ausopen,1
1180,3,1923,second round,2,E Jordan,H Turner,3.0,0.0,20.0,9.0,grass,ausopen,1
1984,5,1923,second round,2,H Rice,L Plane,3.0,1.0,23.0,15.0,grass,ausopen,1
2283,6,1923,second round,2,C Ferguson,N Green,3.0,1.0,20.0,14.0,grass,ausopen,1
2580,7,1923,second round,2,D Bullough,A Illingworth,3.0,0.0,20.0,12.0,grass,ausopen,1
2872,8,1923,second round,2,C B St John,Ferrier,3.0,0.0,18.0,6.0,grass,ausopen,1
65,1,1923,quarterfinals,5,Pat OHara Wood,FJ Cory,3.0,0.0,18.0,5.0,grass,ausopen,1
678,2,1923,quarterfinals,5,E Jordan,L Oxenham,3.0,2.0,27.0,25.0,grass,ausopen,1
1179,3,1923,quarterfinals,5,Horace Rice,C Ferguson,3.0,0.0,18.0,6.0,grass,ausopen,1
1592,4,1923,quarterfinals,5,Bert St John,Dudley Bullough,3.0,0.0,18.0,8.0,grass,ausopen,1
67,1,1923,semifinals,6,Pat OHara Wood,E Jordan,3.0,0.0,18.0,3.0,grass,ausopen,1
680,2,1923,semifinals,6,Bert St John,Horace Rice,3.0,1.0,25.0,21.0,grass,ausopen,1
63,1,1923,final,7,Pat OHara Wood,Bert St John,3.0,0.0,18.0,5.0,grass,ausopen,1
69,1,1924,first round,1,Hone,Clemenger,3.0,0.0,18.0,7.0,grass,ausopen,1
681,2,1924,first round,1,Ladyman,Moran,3.0,2.0,27.0,25.0,grass,ausopen,1
1181,3,1924,first round,1,Drews,Addison,3.0,1.0,25.0,20.0,grass,ausopen,1
1593,4,1924,first round,1,Robinson,Henty,3.0,0.0,19.0,8.0,grass,ausopen,1
1985,5,1924,first round,1,J Willard,Hallowes,3.0,0.0,18.0,3.0,grass,ausopen,1
2284,6,1924,first round,1,Crebbin,N Heath,3.0,0.0,19.0,8.0,grass,ausopen,1
2581,7,1924,first round,1,McInnes,Ratten,3.0,1.0,20.0,13.0,grass,ausopen,1
2873,8,1924,first round,1,Patterson,Finlayson,3.0,0.0,29.0,23.0,grass,ausopen,1
71,1,1924,second round,2,Anderson,Newton,3.0,0.0,18.0,6.0,grass,ausopen,1
683,2,1924,second round,2,Roberts,Cryle,3.0,0.0,20.0,12.0,grass,ausopen,1
1183,3,1924,second round,2,Thomas,Wallace,3.0,0.0,19.0,9.0,grass,ausopen,1
1595,4,1924,second round,2,Stuart,Marsh,3.0,0.0,18.0,9.0,grass,ausopen,1
1986,5,1924,second round,2,Hone,Ladyman,3.0,0.0,18.0,3.0,grass,ausopen,1
2285,6,1924,second round,2,Drews,Robinson,3.0,1.0,29.0,24.0,grass,ausopen,1
2582,7,1924,second round,2,O Hara Wood,Buckley,3.0,1.0,21.0,11.0,grass,ausopen,1
2874,8,1924,second round,2,Dickinson,Cleland,3.0,0.0,18.0,8.0,grass,ausopen,1
3155,9,1924,second round,2,Schlesinger,Fitchett,3.0,2.0,27.0,24.0,grass,ausopen,1
3345,10,1924,second round,2,Rainey,Bulcock,3.0,0.0,18.0,6.0,grass,ausopen,1
3531,11,1924,second round,2,J Willard,Crebbin,3.0,2.0,27.0,21.0,grass,ausopen,1
3718,12,1924,second round,2,McInnes,Patterson,3.0,2.0,24.0,21.0,grass,ausopen,1
