,match,year,round,round_number,winner,loser,sets_winner,sets_loser,games_winner,games_loser,surface,tourney_name,tourney_order
1276,3,1957,first round,1,Howe,Laver,3.0,0.0,19.0,8.0,grass,ausopen,1
1685,4,1957,first round,1,Green,Gerrard,3.0,0.0,20.0,10.0,grass,ausopen,1
2050,5,1957,first round,1,Fraser,Stewart,3.0,0.0,18.0,10.0,grass,ausopen,1
2346,6,1957,first round,1,Tobin,Newman,3.0,1.0,22.0,13.0,grass,ausopen,1
2642,7,1957,first round,1,Davies,Pearce,3.0,1.0,21.0,13.0,grass,ausopen,1
2935,8,1957,first round,1,Lovett,Shepherd,3.0,1.0,21.0,17.0,grass,ausopen,1
3185,9,1957,first round,1,Mark,Bowman,3.0,1.0,22.0,15.0,grass,ausopen,1
3371,10,1957,first round,1,Pietrangeli,Napier,3.0,1.0,24.0,19.0,grass,ausopen,1
3744,12,1957,first round,1,Anderson,OKane,3.0,0.0,22.0,10.0,grass,ausopen,1
3933,13,1957,first round,1,Knight,Jacques,3.0,0.0,18.0,5.0,grass,ausopen,1
4118,14,1957,first round,1,Woodcock,Yates,3.0,1.0,20.0,15.0,grass,ausopen,1
4303,15,1957,first round,1,PhillipsMoore,Hallam,3.0,1.0,23.0,10.0,grass,ausopen,1
4486,16,1957,first round,1,Cooper,Kendall,3.0,0.0,18.0,3.0,grass,ausopen,1
223,1,1957,second round,2,Hoad,Gibson,3.0,0.0,18.0,7.0,grass,ausopen,1
802,2,1957,second round,2,Green,Howe,3.0,0.0,18.0,10.0,grass,ausopen,1
1278,3,1957,second round,2,Fraser,Tobin,3.0,1.0,25.0,12.0,grass,ausopen,1
1687,4,1957,second round,2,Lovett,Davies,3.0,1.0,21.0,20.0,grass,ausopen,1
2051,5,1957,second round,2,Pietrangeli,Mark,3.0,1.0,26.0,20.0,grass,ausopen,1
2347,6,1957,second round,2,Anderson,Franks,3.0,0.0,18.0,5.0,grass,ausopen,1
2643,7,1957,second round,2,Woodcock,Knight,3.0,1.0,21.0,14.0,grass,ausopen,1
2936,8,1957,second round,2,Cooper,PhillipsMoore,3.0,0.0,22.0,13.0,grass,ausopen,1
222,1,1957,quarterfinals,5,Lew Hoad,Michael Green,3.0,2.0,25.0,20.0,grass,ausopen,1
801,2,1957,quarterfinals,5,Neale Fraser,Graham Lovett,3.0,0.0,18.0,1.0,grass,ausopen,1
1277,3,1957,quarterfinals,5,Mal Anderson,Nicola Pietrangeli,3.0,0.0,24.0,16.0,grass,ausopen,1
1686,4,1957,quarterfinals,5,Ashley Cooper,Warren Woodcock,3.0,1.0,21.0,13.0,grass,ausopen,1
224,1,1957,semifinals,6,Neale Fraser,Lew Hoad,3.0,1.0,22.0,16.0,grass,ausopen,1
803,2,1957,semifinals,6,Ashley Cooper,Mal Anderson,3.0,0.0,21.0,15.0,grass,ausopen,1
220,1,1957,final,7,Ashley Cooper,Neale Fraser,3.0,1.0,27.0,20.0,grass,ausopen,1
226,1,1958,first round,1,Anderson,Hewitt,3.0,0.0,18.0,5.0,grass,ausopen,1
804,2,1958,first round,1,PhillipsMoore,Jacques,3.0,0.0,18.0,8.0,grass,ausopen,1
1279,3,1958,first round,1,Mark,OKane,3.0,0.0,18.0,5.0,grass,ausopen,1
1688,4,1958,first round,1,Fancutt,Newman,3.0,1.0,27.0,23.0,grass,ausopen,1
2052,5,1958,first round,1,Rose,May,3.0,1.0,22.0,19.0,grass,ausopen,1
2348,6,1958,first round,1,Woodcock,Fraser,3.0,2.0,34.0,29.0,grass,ausopen,1
2644,7,1958,first round,1,Howe,Gorman,3.0,0.0,18.0,12.0,grass,ausopen,1
3186,9,1958,first round,1,Cooper,Clements,3.0,0.0,18.0,4.0,grass,ausopen,1
3372,10,1958,first round,1,Pearce,Candy,3.0,2.0,26.0,19.0,grass,ausopen,1
3560,11,1958,first round,1,Laver,Stolle,3.0,1.0,21.0,16.0,grass,ausopen,1
3745,12,1958,first round,1,Green,Reid,3.0,0.0,19.0,12.0,grass,ausopen,1
3934,13,1958,first round,1,Fraser,Fletcher,3.0,0.0,18.0,2.0,grass,ausopen,1
4119,14,1958,first round,1,Mulligan,Edwards,3.0,0.0,20.0,12.0,grass,ausopen,1
4304,15,1958,first round,1,Emerson,Gibson,3.0,0.0,18.0,6.0,grass,ausopen,1
4487,16,1958,first round,1,Mackay,Reid,3.0,0.0,18.0,6.0,grass,ausopen,1
228,1,1958,second round,2,Anderson,PhillipsMoore,3.0,0.0,18.0,8.0,grass,ausopen,1
806,2,1958,second round,2,Fancutt,Mark,3.0,2.0,35.0,33.0,grass,ausopen,1
1281,3,1958,second round,2,Rose,Woodcock,3.0,0.0,19.0,12.0,grass,ausopen,1
1690,4,1958,second round,2,Howe,Lovett,3.0,0.0,18.0,9.0,grass,ausopen,1
2053,5,1958,second round,2,Cooper,Pearce,3.0,0.0,18.0,6.0,grass,ausopen,1
2349,6,1958,second round,2,Green,Laver,3.0,1.0,22.0,17.0,grass,ausopen,1
2645,7,1958,second round,2,Fraser,Mulligan,3.0,0.0,24.0,16.0,grass,ausopen,1
2937,8,1958,second round,2,Emerson,Mackay,3.0,1.0,28.0,24.0,grass,ausopen,1
227,1,1958,quarterfinals,5,Mal Anderson,Trevor Fancutt,3.0,1.0,29.0,24.0,grass,ausopen,1
805,2,1958,quarterfinals,5,Mervyn Rose,Bob Howe,3.0,2.0,27.0,19.0,grass,ausopen,1
1280,3,1958,quarterfinals,5,Ashley Cooper,Michael Green,3.0,2.0,27.0,18.0,grass,ausopen,1
1689,4,1958,quarterfinals,5,Neale Fraser,Roy Emerson,3.0,1.0,22.0,14.0,grass,ausopen,1
229,1,1958,semifinals,6,Mal Anderson,Mervyn Rose,3.0,1.0,36.0,30.0,grass,ausopen,1
807,2,1958,semifinals,6,Ashley Cooper,Neale Fraser,3.0,1.0,25.0,20.0,grass,ausopen,1
225,1,1958,final,7,Ashley Cooper,Mal Anderson,3.0,0.0,19.0,12.0,grass,ausopen,1
231,1,1959,first round,1,OBrien,Gabb,3.0,1.0,23.0,14.0,grass,ausopen,1
808,2,1959,first round,1,Moore,Nette,3.0,1.0,21.0,14.0,grass,ausopen,1
1282,3,1959,first round,1,Pearson,Dicker,3.0,1.0,21.0,12.0,grass,ausopen,1
1691,4,1959,first round,1,Hernandez,McEgan,3.0,0.0,21.0,12.0,grass,ausopen,1
2054,5,1959,first round,1,Pearce,Hillebrand,3.0,0.0,19.0,12.0,grass,ausopen,1
233,1,1959,second round,2,Fraser,OBrien,3.0,0.0,18.0,8.0,grass,ausopen,1
810,2,1959,second round,2,Crawford,PhillipsMoore,3.0,1.0,23.0,14.0,grass,ausopen,1
1284,3,1959,second round,2,Candy,Gorman,3.0,0.0,18.0,7.0,grass,ausopen,1
1693,4,1959,second round,2,Gibson,Buchholz,3.0,1.0,21.0,17.0,grass,ausopen,1
2055,5,1959,second round,2,Mark,Moore,3.0,0.0,18.0,5.0,grass,ausopen,1
2350,6,1959,second round,2,Lundqvist,Lane,3.0,0.0,18.0,9.0,grass,ausopen,1
2646,7,1959,second round,2,Woodcock,Kerr,3.0,1.0,20.0,18.0,grass,ausopen,1
2938,8,1959,second round,2,Gimeno,Hewitt,3.0,0.0,18.0,9.0,grass,ausopen,1
3187,9,1959,second round,2,Emerson,Pearson,3.0,1.0,26.0,17.0,grass,ausopen,1
3373,10,1959,second round,2,Bowman,Fancutt,3.0,0.0,25.0,17.0,grass,ausopen,1
3561,11,1959,second round,2,Mulligan,Pfitzner,3.0,0.0,19.0,9.0,grass,ausopen,1
3746,12,1959,second round,2,MacKay,Fletcher,3.0,2.0,23.0,21.0,grass,ausopen,1
3935,13,1959,second round,2,Laver,Hernandez,3.0,0.0,18.0,6.0,grass,ausopen,1
4120,14,1959,second round,2,Schmidt,Pares,3.0,0.0,18.0,5.0,grass,ausopen,1
4305,15,1959,second round,2,Pearce,Howe,3.0,0.0,20.0,9.0,grass,ausopen,1
4488,16,1959,second round,2,Olmedo,Reid,3.0,0.0,18.0,7.0,grass,ausopen,1
235,1,1959,third round,3,Fraser,Crawford,3.0,2.0,29.0,20.0,grass,ausopen,1
812,2,1959,third round,3,Candy,Gibson,3.0,0.0,22.0,12.0,grass,ausopen,1
1285,3,1959,third round,3,Mark,Lundqvist,3.0,0.0,21.0,11.0,grass,ausopen,1
1694,4,1959,third round,3,Gimeno,Woodcock,3.0,0.0,18.0,10.0,grass,ausopen,1
2056,5,1959,third round,3,Emerson,Bowman,3.0,0.0,27.0,21.0,grass,ausopen,1
2351,6,1959,third round,3,MacKay,Mulligan,3.0,2.0,25.0,20.0,grass,ausopen,1
2647,7,1959,third round,3,Schmidt,Laver,3.0,1.0,21.0,15.0,grass,ausopen,1
2939,8,1959,third round,3,Olmedo,Pearce,3.0,2.0,26.0,21.0,grass,ausopen,1
232,1,1959,quarterfinals,5,Neale Fraser,Don Candy,3.0,1.0,22.0,16.0,grass,ausopen,1
809,2,1959,quarterfinals,5,Bob Mark,Andres Gimeno,3.0,1.0,22.0,19.0,grass,ausopen,1
1283,3,1959,quarterfinals,5,Barry MacKay,Roy Emerson,3.0,1.0,28.0,23.0,grass,ausopen,1
1692,4,1959,quarterfinals,5,Alex Olmedo,Ulf Schmidt,3.0,2.0,28.0,28.0,grass,ausopen,1
234,1,1959,semifinals,6,Neale Fraser,Bob Mark,3.0,0.0,18.0,11.0,grass,ausopen,1
811,2,1959,semifinals,6,Alex Olmedo,Barry MacKay,3.0,2.0,26.0,22.0,grass,ausopen,1
230,1,1959,final,7,Alex Olmedo,Neale Fraser,3.0,1.0,21.0,12.0,grass,ausopen,1
237,1,1960,first round,1,Fraser,Knox,3.0,0.0,18.0,4.0,grass,ausopen,1
813,2,1960,first round,1,Hughes,Stolle,3.0,2.0,28.0,25.0,grass,ausopen,1
1286,3,1960,first round,1,Fancutt,Shapter,3.0,2.0,25.0,18.0,grass,ausopen,1
1695,4,1960,first round,1,Pearce,Moore,3.0,0.0,18.0,4.0,grass,ausopen,1
2057,5,1960,first round,1,Mark,Newcombe,3.0,0.0,18.0,5.0,grass,ausopen,1
2352,6,1960,first round,1,Tobin,Gibson,3.0,2.0,26.0,22.0,grass,ausopen,1
2648,7,1960,first round,1,Hewitt,McPherson,3.0,1.0,22.0,14.0,grass,ausopen,1
2940,8,1960,first round,1,Gorman,Pares,3.0,1.0,24.0,20.0,grass,ausopen,1
3188,9,1960,first round,1,Fletcher,Lane,3.0,2.0,27.0,21.0,grass,ausopen,1
3374,10,1960,first round,1,Howe,GrahamJones,3.0,0.0,18.0,8.0,grass,ausopen,1
3562,11,1960,first round,1,Jacques,Baulch,3.0,1.0,23.0,9.0,grass,ausopen,1
3747,12,1960,first round,1,Laver,Stubs,3.0,0.0,18.0,3.0,grass,ausopen,1
3936,13,1960,first round,1,Shepherd,Fraser,3.0,2.0,29.0,20.0,grass,ausopen,1
4121,14,1960,first round,1,Mulligan,Patterson,3.0,0.0,18.0,0.0,grass,ausopen,1
4306,15,1960,first round,1,Coghlan,Pearson,3.0,0.0,18.0,12.0,grass,ausopen,1
4489,16,1960,first round,1,Emerson,OBrien,3.0,0.0,18.0,6.0,grass,ausopen,1
239,1,1960,second round,2,Fraser,Hughes,3.0,0.0,18.0,6.0,grass,ausopen,1
815,2,1960,second round,2,Pearce,Fancutt,3.0,0.0,18.0,7.0,grass,ausopen,1
1288,3,1960,second round,2,Mark,Tobin,3.0,0.0,18.0,5.0,grass,ausopen,1
1697,4,1960,second round,2,Hewitt,Gorman,3.0,1.0,22.0,17.0,grass,ausopen,1
2058,5,1960,second round,2,Fletcher,Howe,3.0,0.0,19.0,7.0,grass,ausopen,1
2353,6,1960,second round,2,Laver,Jacques,3.0,0.0,23.0,15.0,grass,ausopen,1
2649,7,1960,second round,2,Mulligan,Shepherd,3.0,2.0,29.0,30.0,grass,ausopen,1
2941,8,1960,second round,2,Emerson,Coghlan,3.0,0.0,18.0,6.0,grass,ausopen,1
238,1,1960,quarterfinals,5,Neale Fraser,John Pearce,3.0,2.0,29.0,24.0,grass,ausopen,1
814,2,1960,quarterfinals,5,Bob Hewitt,Bob Mark,3.0,0.0,24.0,13.0,grass,ausopen,1
1287,3,1960,quarterfinals,5,Rod Laver,Ken Fletcher,3.0,1.0,24.0,19.0,grass,ausopen,1
1696,4,1960,quarterfinals,5,Roy Emerson,Martin Mulligan,2.0,0.0,12.0,5.0,grass,ausopen,1
240,1,1960,semifinals,6,Neale Fraser,Bob Hewitt,3.0,0.0,25.0,19.0,grass,ausopen,1
816,2,1960,semifinals,6,Rod Laver,Roy Emerson,3.0,2.0,29.0,25.0,grass,ausopen,1
236,1,1960,final,7,Rod Laver,Neale Fraser,3.0,2.0,30.0,28.0,grass,ausopen,1
242,1,1961,first round,1,Nette,Pearson,3.0,0.0,18.0,4.0,grass,ausopen,1
817,2,1961,first round,1,PhillipsMoore,French,3.0,1.0,21.0,13.0,grass,ausopen,1
1289,3,1961,first round,1,Hewitt,Fraser,3.0,0.0,19.0,7.0,grass,ausopen,1
1698,4,1961,first round,1,Hann,Pares,3.0,1.0,21.0,14.0,grass,ausopen,1
2059,5,1961,first round,1,Hughes,Johnson,3.0,1.0,26.0,16.0,grass,ausopen,1
2354,6,1961,first round,1,Kuhnke,McPherson,3.0,1.0,19.0,13.0,grass,ausopen,1
2650,7,1961,first round,1,Sangster,McKenzie,3.0,0.0,18.0,6.0,grass,ausopen,1
2942,8,1961,first round,1,Stubs,Azman,3.0,0.0,20.0,7.0,grass,ausopen,1
3189,9,1961,first round,1,Mulligan,GrahamJones,3.0,0.0,18.0,7.0,grass,ausopen,1
3375,10,1961,first round,1,Mark,Hillebrand,3.0,0.0,18.0,5.0,grass,ausopen,1
3563,11,1961,first round,1,Tacchini,Millen,3.0,0.0,18.0,2.0,grass,ausopen,1
3748,12,1961,first round,1,Tobin,Shepherd,3.0,0.0,18.0,8.0,grass,ausopen,1
244,1,1961,second round,2,Laver,OKane,3.0,0.0,18.0,5.0,grass,ausopen,1
819,2,1961,second round,2,Coghlan,Tan,3.0,0.0,18.0,4.0,grass,ausopen,1
1291,3,1961,second round,2,Fletcher,Ryan,3.0,1.0,21.0,12.0,grass,ausopen,1
1700,4,1961,second round,2,Shapter,Hearnden,3.0,2.0,32.0,26.0,grass,ausopen,1
2060,5,1961,second round,2,Howe,Potter,3.0,0.0,19.0,10.0,grass,ausopen,1
2355,6,1961,second round,2,PhillipsMoore,Nette,3.0,0.0,19.0,9.0,grass,ausopen,1
2651,7,1961,second round,2,Hewitt,Hann,3.0,1.0,19.0,19.0,grass,ausopen,1
2943,8,1961,second round,2,Kuhnke,Hughes,3.0,0.0,22.0,16.0,grass,ausopen,1
3190,9,1961,second round,2,Sangster,Stubs,3.0,2.0,27.0,26.0,grass,ausopen,1
3376,10,1961,second round,2,Mark,Mulligan,3.0,0.0,18.0,10.0,grass,ausopen,1
3564,11,1961,second round,2,Tobin,Tacchini,3.0,0.0,20.0,12.0,grass,ausopen,1
3749,12,1961,second round,2,Stolle,Reid,3.0,0.0,27.0,20.0,grass,ausopen,1
3937,13,1961,second round,2,Pearce,Gibson,3.0,0.0,18.0,11.0,grass,ausopen,1
4122,14,1961,second round,2,Reid,Holland,3.0,0.0,21.0,11.0,grass,ausopen,1
4307,15,1961,second round,2,Kearney,Stephens,3.0,1.0,22.0,12.0,grass,ausopen,1
4490,16,1961,second round,2,Emerson,Hicks,3.0,0.0,18.0,4.0,grass,ausopen,1
246,1,1961,third round,3,Laver,Coghlan,3.0,0.0,21.0,12.0,grass,ausopen,1
821,2,1961,third round,3,Fletcher,Shapter,3.0,0.0,18.0,8.0,grass,ausopen,1
1292,3,1961,third round,3,PhillipsMoore,Howe,3.0,1.0,28.0,23.0,grass,ausopen,1
1701,4,1961,third round,3,Kuhnke,Hewitt,3.0,1.0,19.0,14.0,grass,ausopen,1
2356,6,1961,third round,3,Stolle,Tobin,3.0,0.0,18.0,9.0,grass,ausopen,1
2652,7,1961,third round,3,Pearce,Reid,3.0,0.0,18.0,4.0,grass,ausopen,1
2944,8,1961,third round,3,Emerson,Kearney,3.0,0.0,21.0,10.0,grass,ausopen,1
243,1,1961,quarterfinals,5,Rod Laver,Ken Fletcher,1.0,1.0,8.0,6.0,grass,ausopen,1
818,2,1961,quarterfinals,5,Barry PhillipsMoore,Christian Kuhnke,3.0,1.0,23.0,15.0,grass,ausopen,1
1290,3,1961,quarterfinals,5,Fred Stolle,Mike Sangster,3.0,0.0,18.0,10.0,grass,ausopen,1
1699,4,1961,quarterfinals,5,Roy Emerson,John Pearce,3.0,0.0,18.0,6.0,grass,ausopen,1
245,1,1961,semifinals,6,Rod Laver,Barry PhillipsMoore,3.0,0.0,18.0,8.0,grass,ausopen,1
820,2,1961,semifinals,6,Roy Emerson,Fred Stolle,3.0,0.0,21.0,13.0,grass,ausopen,1
241,1,1961,final,7,Roy Emerson,Rod Laver,3.0,1.0,20.0,18.0,grass,ausopen,1
248,1,1962,first round,1,Sherriff,Hession,3.0,0.0,20.0,10.0,grass,ausopen,1
822,2,1962,first round,1,Pares,Kendall,3.0,0.0,19.0,13.0,grass,ausopen,1
1293,3,1962,first round,1,Brent,McManus,3.0,0.0,20.0,14.0,grass,ausopen,1
1702,4,1962,first round,1,Davidson,Anderson,3.0,1.0,22.0,16.0,grass,ausopen,1
2061,5,1962,first round,1,Shapter,Figg,3.0,0.0,28.0,20.0,grass,ausopen,1
2357,6,1962,first round,1,Lane,McDonald,3.0,0.0,18.0,11.0,grass,ausopen,1
2653,7,1962,first round,1,Clayton,French,3.0,0.0,18.0,6.0,grass,ausopen,1
2945,8,1962,first round,1,Coghlan,Sherriff,3.0,1.0,22.0,10.0,grass,ausopen,1
3191,9,1962,first round,1,Kilderry,Kelso,3.0,0.0,19.0,11.0,grass,ausopen,1
3377,10,1962,first round,1,Hay,Kumara,3.0,0.0,18.0,5.0,grass,ausopen,1
3565,11,1962,first round,1,Bowrey,Moore,3.0,0.0,18.0,8.0,grass,ausopen,1
3750,12,1962,first round,1,Geraghty,Christopherson,3.0,1.0,22.0,12.0,grass,ausopen,1
3938,13,1962,first round,1,Shepherd,McPherson,3.0,1.0,19.0,18.0,grass,ausopen,1
4123,14,1962,first round,1,Keller,Thomson,3.0,0.0,18.0,1.0,grass,ausopen,1
4308,15,1962,first round,1,Callaghan,OShea,3.0,0.0,18.0,3.0,grass,ausopen,1
4491,16,1962,first round,1,OBrien,Knox,3.0,1.0,26.0,20.0,grass,ausopen,1
250,1,1962,second round,2,Laver,Sherriff,3.0,0.0,20.0,12.0,grass,ausopen,1
824,2,1962,second round,2,Pares,Woodcock,3.0,0.0,18.0,9.0,grass,ausopen,1
1295,3,1962,second round,2,Brent,Fraser,3.0,2.0,30.0,28.0,grass,ausopen,1
1704,4,1962,second round,2,Davidson,Pilic,3.0,0.0,21.0,13.0,grass,ausopen,1
2062,5,1962,second round,2,Hewitt,Shapter,3.0,0.0,21.0,13.0,grass,ausopen,1
2358,6,1962,second round,2,Lane,Buding,3.0,1.0,27.0,19.0,grass,ausopen,1
2654,7,1962,second round,2,Fletcher,Clayton,3.0,0.0,25.0,13.0,grass,ausopen,1
2946,8,1962,second round,2,Bungert,Coghlan,3.0,0.0,18.0,7.0,grass,ausopen,1
3192,9,1962,second round,2,Kilderry,Jovanovic,3.0,0.0,19.0,5.0,grass,ausopen,1
3378,10,1962,second round,2,Stolle,Hay,3.0,0.0,18.0,8.0,grass,ausopen,1
3566,11,1962,second round,2,Taylor,Bowrey,3.0,1.0,22.0,15.0,grass,ausopen,1
3751,12,1962,second round,2,Fraser,Geraghty,3.0,2.0,29.0,27.0,grass,ausopen,1
3939,13,1962,second round,2,Lall,Shepherd,3.0,2.0,26.0,21.0,grass,ausopen,1
4124,14,1962,second round,2,Newcombe,Keller,3.0,0.0,22.0,12.0,grass,ausopen,1
4309,15,1962,second round,2,Mukerjea,Callaghan,3.0,1.0,22.0,13.0,grass,ausopen,1
4492,16,1962,second round,2,Emerson,OBrien,3.0,0.0,18.0,7.0,grass,ausopen,1
252,1,1962,third round,3,Laver,Pares,3.0,1.0,42.0,38.0,grass,ausopen,1
826,2,1962,third round,3,Davidson,Brent,3.0,0.0,18.0,8.0,grass,ausopen,1
1296,3,1962,third round,3,Hewitt,Lane,3.0,1.0,22.0,15.0,grass,ausopen,1
1705,4,1962,third round,3,Bungert,Fletcher,3.0,2.0,30.0,28.0,grass,ausopen,1
2063,5,1962,third round,3,Stolle,Kilderry,4.0,0.0,28.0,17.0,grass,ausopen,1
2359,6,1962,third round,3,Fraser,Taylor,3.0,0.0,22.0,13.0,grass,ausopen,1
2655,7,1962,third round,3,Newcombe,Lall,3.0,0.0,22.0,15.0,grass,ausopen,1
2947,8,1962,third round,3,Emerson,Mukerjea,3.0,0.0,18.0,9.0,grass,ausopen,1
249,1,1962,quarterfinals,5,Rod Laver,Owen Davidson,3.0,0.0,21.0,15.0,grass,ausopen,1
823,2,1962,quarterfinals,5,Bob Hewitt,Wilhelm Bungert,3.0,1.0,24.0,18.0,grass,ausopen,1
1294,3,1962,quarterfinals,5,Neale Fraser,Fred Stolle,3.0,1.0,22.0,13.0,grass,ausopen,1
1703,4,1962,quarterfinals,5,Roy Emerson,John Newcombe,3.0,1.0,25.0,14.0,grass,ausopen,1
251,1,1962,semifinals,6,Rod Laver,Bob Hewitt,3.0,1.0,23.0,16.0,grass,ausopen,1
825,2,1962,semifinals,6,Roy Emerson,Neale Fraser,3.0,0.0,18.0,8.0,grass,ausopen,1
247,1,1962,final,7,Rod Laver,Roy Emerson,3.0,1.0,20.0,20.0,grass,ausopen,1
254,1,1963,first round,1,Crealy,Street,3.0,1.0,23.0,19.0,grass,ausopen,1
827,2,1963,first round,1,Drossart,Beers,3.0,0.0,18.0,9.0,grass,ausopen,1
1297,3,1963,first round,1,Baulch,Brien,3.0,1.0,19.0,11.0,grass,ausopen,1
1706,4,1963,first round,1,Harris,Matthews,3.0,1.0,19.0,14.0,grass,ausopen,1
2064,5,1963,first round,1,Clayton,Moore,3.0,1.0,21.0,8.0,grass,ausopen,1
2360,6,1963,first round,1,Cottrill,Stone,3.0,0.0,19.0,7.0,grass,ausopen,1
2656,7,1963,first round,1,Bowrey,Potter,3.0,1.0,23.0,17.0,grass,ausopen,1
3193,9,1963,first round,1,Guse,Harris,3.0,1.0,22.0,14.0,grass,ausopen,1
3567,11,1963,first round,1,Stilwell,Keller,3.0,2.0,25.0,20.0,grass,ausopen,1
3752,12,1963,first round,1,Sharpe,Van Der Borght,3.0,0.0,20.0,6.0,grass,ausopen,1
256,1,1963,second round,2,Emerson,Crealy,3.0,0.0,20.0,14.0,grass,ausopen,1
829,2,1963,second round,2,PhillipsMoore,Drossart,3.0,0.0,19.0,9.0,grass,ausopen,1
1299,3,1963,second round,2,Fraser,Pares,3.0,1.0,21.0,17.0,grass,ausopen,1
1708,4,1963,second round,2,Taylor,Baulch,3.0,0.0,18.0,9.0,grass,ausopen,1
2065,5,1963,second round,2,Hewitt,Harris,3.0,0.0,18.0,8.0,grass,ausopen,1
2361,6,1963,second round,2,Clayton,Elschenbroich,3.0,1.0,20.0,15.0,grass,ausopen,1
2657,7,1963,second round,2,Newcombe,Tobin,3.0,2.0,26.0,16.0,grass,ausopen,1
2948,8,1963,second round,2,Cottrill,McPherson,3.0,2.0,28.0,26.0,grass,ausopen,1
3194,9,1963,second round,2,Davidson,Bowrey,3.0,2.0,23.0,21.0,grass,ausopen,1
3379,10,1963,second round,2,Mulligan,Nette,3.0,1.0,22.0,16.0,grass,ausopen,1
3568,11,1963,second round,2,Cox,Hughes,3.0,1.0,19.0,13.0,grass,ausopen,1
3753,12,1963,second round,2,Stolle,Guse,3.0,0.0,18.0,3.0,grass,ausopen,1
4125,14,1963,second round,2,Howe,Stephens,3.0,1.0,20.0,16.0,grass,ausopen,1
4310,15,1963,second round,2,Hillebrand,Stilwell,3.0,0.0,18.0,8.0,grass,ausopen,1
4493,16,1963,second round,2,Fletcher,Sharpe,3.0,0.0,20.0,14.0,grass,ausopen,1
258,1,1963,third round,3,Emerson,PhillipsMoore,3.0,0.0,18.0,6.0,grass,ausopen,1
831,2,1963,third round,3,Fraser,Taylor,3.0,2.0,24.0,24.0,grass,ausopen,1
1300,3,1963,third round,3,Hewitt,Clayton,3.0,0.0,18.0,6.0,grass,ausopen,1
1709,4,1963,third round,3,Newcombe,Cottrill,3.0,0.0,18.0,4.0,grass,ausopen,1
2066,5,1963,third round,3,Davidson,Mulligan,3.0,0.0,25.0,16.0,grass,ausopen,1
2362,6,1963,third round,3,Stolle,Cox,3.0,0.0,18.0,11.0,grass,ausopen,1
2658,7,1963,third round,3,Howe,Wooldridge,3.0,1.0,26.0,16.0,grass,ausopen,1
2949,8,1963,third round,3,Fletcher,Hillebrand,3.0,0.0,24.0,14.0,grass,ausopen,1
255,1,1963,quarterfinals,5,Roy Emerson,John Fraser,3.0,0.0,19.0,8.0,grass,ausopen,1
828,2,1963,quarterfinals,5,Bob Hewitt,John Newcombe,3.0,1.0,23.0,18.0,grass,ausopen,1
1298,3,1963,quarterfinals,5,Fred Stolle,Owen Davidson,3.0,1.0,23.0,15.0,grass,ausopen,1
1707,4,1963,quarterfinals,5,Ken Fletcher,Bob Howe,3.0,0.0,21.0,13.0,grass,ausopen,1
257,1,1963,semifinals,6,Roy Emerson,Bob Hewitt,3.0,1.0,26.0,23.0,grass,ausopen,1
830,2,1963,semifinals,6,Ken Fletcher,Fred Stolle,3.0,0.0,19.0,12.0,grass,ausopen,1
253,1,1963,final,7,Roy Emerson,Ken Fletcher,3.0,0.0,18.0,7.0,grass,ausopen,1
260,1,1964,first round,1,Crealy,Cooper,3.0,2.0,33.0,32.0,grass,ausopen,1
1301,3,1964,first round,1,Davidman,Bovett,3.0,0.0,18.0,2.0,grass,ausopen,1
2363,6,1964,first round,1,Geraghty,Beers,3.0,0.0,18.0,7.0,grass,ausopen,1
2659,7,1964,first round,1,Coghlan,Guse,3.0,2.0,24.0,21.0,grass,ausopen,1
3195,9,1964,first round,1,Ruffels,Bothwell,3.0,0.0,20.0,10.0,grass,ausopen,1
3380,10,1964,first round,1,Decker,Walker,3.0,0.0,18.0,5.0,grass,ausopen,1
3754,12,1964,first round,1,Sherriff,Morrell,3.0,0.0,18.0,4.0,grass,ausopen,1
3940,13,1964,first round,1,PhillipsMoore,Matthews,3.0,0.0,18.0,9.0,grass,ausopen,1
4126,14,1964,first round,1,Clayton,Moore,3.0,0.0,23.0,15.0,grass,ausopen,1
4311,15,1964,first round,1,Sherriff,Luu,3.0,1.0,27.0,23.0,grass,ausopen,1
4494,16,1964,first round,1,Brien,Richards,3.0,1.0,28.0,23.0,grass,ausopen,1
262,1,1964,second round,2,Emerson,Crealy,3.0,0.0,18.0,7.0,grass,ausopen,1
833,2,1964,second round,2,Bowman,Zelinski,3.0,1.0,27.0,15.0,grass,ausopen,1
1303,3,1964,second round,2,Roche,Davidman,3.0,0.0,18.0,10.0,grass,ausopen,1
1711,4,1964,second round,2,Stilwell,Jacques,3.0,2.0,32.0,27.0,grass,ausopen,1
2067,5,1964,second round,2,Newcombe,Baulch,3.0,0.0,22.0,12.0,grass,ausopen,1
2364,6,1964,second round,2,Geraghty,Russell,3.0,0.0,19.0,13.0,grass,ausopen,1
2660,7,1964,second round,2,Mulligan,Coghlan,3.0,1.0,23.0,16.0,grass,ausopen,1
2950,8,1964,second round,2,Taylor,Cruth,3.0,0.0,19.0,8.0,grass,ausopen,1
3196,9,1964,second round,2,Sangster,Ruffels,3.0,1.0,21.0,16.0,grass,ausopen,1
3381,10,1964,second round,2,Hewitt,Decker,3.0,0.0,18.0,8.0,grass,ausopen,1
