,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
7746,19,1951,second round,2,8.0,18.0,S Davidson,0,3,grass,B Axelsson,wimbledon,3
7953,20,1951,second round,2,17.0,24.0,D Candy,1,3,grass,E Sturgess,wimbledon,3
8159,21,1951,second round,2,16.0,23.0,A Segal,1,3,grass,S Stockenberg,wimbledon,3
8361,22,1951,second round,2,17.0,19.0,C Lister,1,3,grass,A Vieira,wimbledon,3
8564,23,1951,second round,2,23.0,22.0,T Anderson,2,3,grass,V Petrovic,wimbledon,3
8764,24,1951,second round,2,27.0,30.0,J Patty,2,3,grass,H Richardson,wimbledon,3
8966,25,1951,second round,2,18.0,24.0,I Rinkel,0,3,grass,L Norgarb,wimbledon,3
9168,26,1951,second round,2,9.0,18.0,P Cawthorn,0,3,grass,P Remy,wimbledon,3
9370,27,1951,second round,2,19.0,23.0,H Redl,1,3,grass,D Samaai,wimbledon,3
9573,28,1951,second round,2,13.0,20.0,L Main,0,3,grass,K McGregor,wimbledon,3
9771,29,1951,second round,2,8.0,18.0,A Tills,0,3,grass,G Cucelli,wimbledon,3
9973,30,1951,second round,2,24.0,25.0,F Ampon,2,3,grass,L Bergelin,wimbledon,3
10170,31,1951,second round,2,8.0,19.0,H Rochon,0,3,grass,A Mottram,wimbledon,3
10369,32,1951,second round,2,22.0,24.0,T Ulrich,1,3,grass,J Drobny,wimbledon,3
399,1,1951,third round,3,18.0,25.0,S Clark,0,3,grass,F Sedgman,wimbledon,3
1199,2,1951,third round,3,19.0,22.0,G Mulloy,1,3,grass,F Gardini,wimbledon,3
1874,3,1951,third round,3,11.0,18.0,H Billington,0,3,grass,H Flam,wimbledon,3
2474,4,1951,third round,3,11.0,18.0,P Chatrier,0,3,grass,A van Swol,wimbledon,3
3012,5,1951,third round,3,15.0,21.0,E Garrett,1,3,grass,A Larsen,wimbledon,3
3479,6,1951,third round,3,14.0,21.0,M Matous,0,3,grass,T Johansson,wimbledon,3
3936,7,1951,third round,3,27.0,27.0,K Nielsen,2,3,grass,R Savitt,wimbledon,3
4384,8,1951,third round,3,27.0,30.0,W Skonecki,2,3,grass,J Asboth,wimbledon,3
4786,9,1951,third round,3,9.0,18.0,G Oakley,0,3,grass,B Destremau,wimbledon,3
5118,10,1951,third round,3,12.0,22.0,B Axelsson,1,3,grass,E Sturgess,wimbledon,3
5448,11,1951,third round,3,15.0,22.0,S Stockenberg,0,3,grass,A Vieira,wimbledon,3
5773,12,1951,third round,3,13.0,21.0,V Petrovic,1,3,grass,H Richardson,wimbledon,3
6097,13,1951,third round,3,21.0,24.0,L Norgarb,2,3,grass,P Remy,wimbledon,3
6417,14,1951,third round,3,6.0,18.0,D Samaai,0,3,grass,K McGregor,wimbledon,3
6740,15,1951,third round,3,16.0,23.0,G Cucelli,1,3,grass,L Bergelin,wimbledon,3
7061,16,1951,third round,3,28.0,28.0,J Drobny,2,3,grass,A Mottram,wimbledon,3
395,1,1951,fourth round,4,3.0,18.0,F Gardini,0,3,grass,F Sedgman,wimbledon,3
1195,2,1951,fourth round,4,7.0,18.0,A van Swol,0,3,grass,H Flam,wimbledon,3
1871,3,1951,fourth round,4,12.0,19.0,T Johansson,0,3,grass,A Larsen,wimbledon,3
2471,4,1951,fourth round,4,9.0,18.0,J Asboth,0,3,grass,R Savitt,wimbledon,3
3010,5,1951,fourth round,4,7.0,18.0,B Destremau,0,3,grass,E Sturgess,wimbledon,3
3477,6,1951,fourth round,4,12.0,19.0,H Richardson,1,3,grass,A Vieira,wimbledon,3
3934,7,1951,fourth round,4,17.0,21.0,P Remy,1,3,grass,K McGregor,wimbledon,3
4382,8,1951,fourth round,4,3.0,18.0,A Mottram,0,3,grass,L Bergelin,wimbledon,3
396,1,1951,quarterfinals,5,24.0,22.0,Frank Sedgman,2,3,grass,Herbie Flam,wimbledon,3
1196,2,1951,quarterfinals,5,9.0,18.0,Art Larsen,0,3,grass,Dick Savitt,wimbledon,3
1872,3,1951,quarterfinals,5,5.0,18.0,Armando Vieira,0,3,grass,Eric Sturgess,wimbledon,3
2472,4,1951,quarterfinals,5,19.0,27.0,Lennart Bergelin,2,3,grass,Ken McGregor,wimbledon,3
398,1,1951,semifinals,6,24.0,28.0,Herbie Flam,1,3,grass,Dick Savitt,wimbledon,3
1198,2,1951,semifinals,6,18.0,22.0,Eric Sturgess,1,3,grass,Ken McGregor,wimbledon,3
393,1,1951,final,7,12.0,18.0,Ken McGregor,0,3,grass,Dick Savitt,wimbledon,3
401,1,1952,first round,1,3.0,18.0,Jaime Bartroli,0,3,grass,Frank Sedgman,wimbledon,3
1875,3,1952,first round,1,9.0,18.0,Ip KoonHong,0,3,grass,Philippe Washer,wimbledon,3
3013,5,1952,first round,1,18.0,24.0,Ham Richardson,2,3,grass,Felicisimo Ampon,wimbledon,3
3480,6,1952,first round,1,2.0,18.0,Bob Lee,0,3,grass,Don Candy,wimbledon,3
3937,7,1952,first round,1,9.0,18.0,Sakari Salo,0,3,grass,Ricardo Balbiers,wimbledon,3
4385,8,1952,first round,1,10.0,18.0,Milan Branovic,0,3,grass,Claude Lister,wimbledon,3
4787,9,1952,first round,1,10.0,20.0,Hans Redl,0,3,grass,Eric Sturgess,wimbledon,3
5119,10,1952,first round,1,18.0,22.0,Vladimir Petrovic,2,3,grass,Rusty Mayers,wimbledon,3
5449,11,1952,first round,1,5.0,18.0,Malcolm Gracie,0,3,grass,Giovanni Cucelli,wimbledon,3
5774,12,1952,first round,1,7.0,18.0,Headley Baxter,0,3,grass,Tony Mottram,wimbledon,3
6098,13,1952,first round,1,20.0,24.0,Art Larsen,1,3,grass,Torsten Johansson,wimbledon,3
6418,14,1952,first round,1,16.0,22.0,Joe Hackett,1,3,grass,Phil Brophy,wimbledon,3
6741,15,1952,first round,1,16.0,22.0,Fred Dehnert,1,3,grass,Howard Walton,wimbledon,3
7062,16,1952,first round,1,3.0,18.0,Pedro Guimaraes,0,3,grass,Grant Golden,wimbledon,3
7341,17,1952,first round,1,3.0,18.0,Naresh Kumar,0,3,grass,Dick Savitt,wimbledon,3
7546,18,1952,first round,1,17.0,25.0,Cecil Irvine,1,3,grass,Gerry Oakley,wimbledon,3
7747,19,1952,first round,1,17.0,27.0,Milan Matous,1,3,grass,Luis Ayala,wimbledon,3
7954,20,1952,first round,1,10.0,18.0,Peter Cawthorn,1,3,grass,Harry Likas,wimbledon,3
8160,21,1952,first round,1,7.0,18.0,Don Butler,0,3,grass,Jacques Brichant,wimbledon,3
8362,22,1952,first round,1,18.0,26.0,Philippe Chatrier,2,3,grass,Ignacy Tloczynski,wimbledon,3
8565,23,1952,first round,1,7.0,22.0,John Ager,1,3,grass,Derek Capell,wimbledon,3
8765,24,1952,first round,1,16.0,23.0,Matthew Mohtadi,1,3,grass,Bryan Woodroffe,wimbledon,3
8967,25,1952,first round,1,16.0,22.0,Ian Ayre,0,3,grass,Mervyn Rose,wimbledon,3
9169,26,1952,first round,1,21.0,25.0,Pablo Eisenberg,2,3,grass,Horst Hermann,wimbledon,3
9371,27,1952,first round,1,5.0,18.0,Bernard Destremau,0,3,grass,Kurt Nielsen,wimbledon,3
9574,28,1952,first round,1,10.0,18.0,Martin Hime,0,3,grass,Josip Palada,wimbledon,3
9772,29,1952,first round,1,11.0,21.0,Erwin Balestra,1,3,grass,Clive Bernstein,wimbledon,3
9974,30,1952,first round,1,13.0,20.0,Eugenio Saller,0,3,grass,Fausto Gardini,wimbledon,3
10171,31,1952,first round,1,7.0,18.0,Gustav Specht,0,3,grass,Ivo Rinkel,wimbledon,3
10370,32,1952,first round,1,8.0,19.0,Dragutin Mitic,0,3,grass,Straight Clark,wimbledon,3
10536,33,1952,first round,1,10.0,22.0,Ismail Adel,1,3,grass,Marcello del Bello,wimbledon,3
10630,34,1952,first round,1,15.0,22.0,Salvador Soriano,1,3,grass,Staffan Stockenberg,wimbledon,3
10727,35,1952,first round,1,4.0,18.0,John Barrett,0,3,grass,Ken Rosewall,wimbledon,3
10820,36,1952,first round,1,10.0,20.0,Wladyslaw Skonecki,0,3,grass,Gardnar Mulloy,wimbledon,3
10917,37,1952,first round,1,3.0,18.0,Cyril Kemp,0,3,grass,Gene Garrett,wimbledon,3
11015,38,1952,first round,1,5.0,18.0,Jose Aguero,0,3,grass,Torben Ulrich,wimbledon,3
11110,39,1952,first round,1,6.0,18.0,Derek Bull,0,3,grass,Geoffrey Paish,wimbledon,3
11205,40,1952,first round,1,13.0,20.0,Owen Williams,0,3,grass,Herbie Flam,wimbledon,3
11301,41,1952,first round,1,17.0,22.0,Jacques Peten,1,3,grass,Trevor Fancutt,wimbledon,3
11393,42,1952,first round,1,6.0,18.0,Petko Milojkovic,0,3,grass,John Horn,wimbledon,3
11484,43,1952,first round,1,17.0,23.0,Carlos Sanhueza,1,3,grass,Leon Norgarb,wimbledon,3
11578,44,1952,first round,1,4.0,18.0,Athol Tills,0,3,grass,Budge Patty,wimbledon,3
11672,45,1952,first round,1,25.0,28.0,Edwin Tsai,2,3,grass,Robert Haillet,wimbledon,3
11767,46,1952,first round,1,3.0,18.0,Steve Potts,0,3,grass,Alejo Russell,wimbledon,3
11860,47,1952,first round,1,13.0,21.0,Douglas Snart,1,3,grass,Ernst Buchholz,wimbledon,3
11955,48,1952,first round,1,9.0,19.0,Narendra Nath,0,3,grass,Vic Seixas,wimbledon,3
12049,49,1952,first round,1,6.0,18.0,Peter Hare,0,3,grass,JeanClaude Molinari,wimbledon,3
12144,50,1952,first round,1,11.0,18.0,Nils Rohlsson,0,3,grass,Armando Vieira,wimbledon,3
12236,51,1952,first round,1,9.0,18.0,Don Tregonning,0,3,grass,Doug Scharenguivel,wimbledon,3
12332,52,1952,first round,1,10.0,18.0,Stan Clark,0,3,grass,Irvin Dorfman,wimbledon,3
12424,53,1952,first round,1,17.0,27.0,Darrell Shaw,1,3,grass,Edmund David,wimbledon,3
12517,54,1952,first round,1,4.0,18.0,Roger Becker,0,3,grass,Nigel Cockburn,wimbledon,3
12609,55,1952,first round,1,10.0,18.0,George Godsell,0,3,grass,Enrique Morea,wimbledon,3
12702,56,1952,first round,1,4.0,18.0,Tony Starte,0,3,grass,Ken McGregor,wimbledon,3
12794,57,1952,first round,1,19.0,25.0,Jost Spitzer,1,3,grass,Guy Jackson,wimbledon,3
12887,58,1952,first round,1,16.0,19.0,Marcelo Taverne,1,3,grass,Freddie Huber,wimbledon,3
12982,59,1952,first round,1,7.0,18.0,Tommy Anderson,0,3,grass,Rolando del Bello,wimbledon,3
13074,60,1952,first round,1,21.0,25.0,Giuseppe Merlo,2,3,grass,Lew Hoad,wimbledon,3
13167,61,1952,first round,1,9.0,19.0,Harry Hopman,0,3,grass,Hans van Swol,wimbledon,3
13262,62,1952,first round,1,13.0,21.0,Eric Bulmer,1,3,grass,Czeslaw Spychala,wimbledon,3
13354,63,1952,first round,1,11.0,19.0,Jean Moreau,0,3,grass,Bobby Wilson,wimbledon,3
13448,64,1952,first round,1,4.0,18.0,Billy Knight,0,3,grass,Jaroslav Drobny,wimbledon,3
404,1,1952,second round,2,4.0,18.0,B Katz,0,3,grass,F Sedgman,wimbledon,3
1202,2,1952,second round,2,8.0,18.0,H Billington,0,3,grass,P Washer,wimbledon,3
1878,3,1952,second round,2,20.0,24.0,F Ampon,1,3,grass,D Candy,wimbledon,3
2477,4,1952,second round,2,9.0,20.0,C Lister,0,3,grass,R Balbiers,wimbledon,3
3015,5,1952,second round,2,2.0,18.0,R Mayers,0,3,grass,E Sturgess,wimbledon,3
3482,6,1952,second round,2,13.0,21.0,G Cucelli,0,3,grass,A Mottram,wimbledon,3
3939,7,1952,second round,2,7.0,18.0,P Brophy,0,3,grass,T Johansson,wimbledon,3
4387,8,1952,second round,2,6.0,19.0,H Walton,0,3,grass,G Golden,wimbledon,3
4788,9,1952,second round,2,11.0,20.0,G Oakley,0,3,grass,R Savitt,wimbledon,3
5120,10,1952,second round,2,13.0,19.0,L Ayala,0,3,grass,H Likas,wimbledon,3
5450,11,1952,second round,2,17.0,22.0,I Tloczynski,1,3,grass,J Brichant,wimbledon,3
5775,12,1952,second round,2,19.0,23.0,B Woodroffe,2,3,grass,D Capell,wimbledon,3
6099,13,1952,second round,2,14.0,25.0,H Hermann,1,3,grass,M Rose,wimbledon,3
6419,14,1952,second round,2,11.0,18.0,J Palada,0,3,grass,K Nielsen,wimbledon,3
6742,15,1952,second round,2,6.0,18.0,C Bernstein,0,3,grass,F Gardini,wimbledon,3
7063,16,1952,second round,2,2.0,18.0,I Rinkel,0,3,grass,S Clark,wimbledon,3
7342,17,1952,second round,2,15.0,21.0,M del Bello,0,3,grass,S Stockenberg,wimbledon,3
7547,18,1952,second round,2,16.0,23.0,K Rosewall,0,3,grass,G Mulloy,wimbledon,3
7748,19,1952,second round,2,7.0,18.0,E Garrett,0,3,grass,T Ulrich,wimbledon,3
7955,20,1952,second round,2,13.0,21.0,G Paish,0,3,grass,H Flam,wimbledon,3
8161,21,1952,second round,2,19.0,25.0,T Fancutt,1,3,grass,J Horn,wimbledon,3
8363,22,1952,second round,2,11.0,18.0,L Norgarb,0,3,grass,J Patty,wimbledon,3
8566,23,1952,second round,2,24.0,26.0,R Haillet,2,3,grass,A Russell,wimbledon,3
8766,24,1952,second round,2,7.0,18.0,E Buchholz,0,3,grass,V Seixas,wimbledon,3
8968,25,1952,second round,2,11.0,18.0,JC Molinari,0,3,grass,A Vieira,wimbledon,3
9170,26,1952,second round,2,8.0,20.0,D Scharenguivel,0,3,grass,I Dorfman,wimbledon,3
9372,27,1952,second round,2,8.0,18.0,E David,0,3,grass,N Cockburn,wimbledon,3
9575,28,1952,second round,2,13.0,19.0,E Morea,0,3,grass,K McGregor,wimbledon,3
9773,29,1952,second round,2,18.0,26.0,G Jackson,1,3,grass,A Huber,wimbledon,3
9975,30,1952,second round,2,13.0,20.0,R del Bello,0,3,grass,L Hoad,wimbledon,3
10172,31,1952,second round,2,16.0,28.0,C Spychala,1,3,grass,A van Swol,wimbledon,3
10371,32,1952,second round,2,4.0,18.0,R Wilson,0,3,grass,J Drobny,wimbledon,3
406,1,1952,third round,3,15.0,22.0,P Washer,1,3,grass,F Sedgman,wimbledon,3
1204,2,1952,third round,3,5.0,18.0,R Balbiers,0,3,grass,D Candy,wimbledon,3
1879,3,1952,third round,3,11.0,18.0,A Mottram,0,3,grass,E Sturgess,wimbledon,3
2478,4,1952,third round,3,17.0,26.0,T Johansson,2,3,grass,G Golden,wimbledon,3
3016,5,1952,third round,3,13.0,21.0,H Likas,1,3,grass,R Savitt,wimbledon,3
3483,6,1952,third round,3,23.0,27.0,D Capell,2,3,grass,J Brichant,wimbledon,3
3940,7,1952,third round,3,13.0,20.0,K Nielsen,0,3,grass,M Rose,wimbledon,3
4388,8,1952,third round,3,4.0,18.0,F Gardini,0,3,grass,S Clark,wimbledon,3
4789,9,1952,third round,3,21.0,24.0,S Stockenberg,2,3,grass,G Mulloy,wimbledon,3
5121,10,1952,third round,3,13.0,21.0,T Ulrich,0,3,grass,H Flam,wimbledon,3
5451,11,1952,third round,3,3.0,18.0,J Horn,0,3,grass,J Patty,wimbledon,3
5776,12,1952,third round,3,9.0,18.0,A Russell,0,3,grass,V Seixas,wimbledon,3
6100,13,1952,third round,3,15.0,24.0,I Dorfman,0,3,grass,A Vieira,wimbledon,3
6420,14,1952,third round,3,13.0,22.0,N Cockburn,1,3,grass,K McGregor,wimbledon,3
6743,15,1952,third round,3,12.0,22.0,A Huber,1,3,grass,L Hoad,wimbledon,3
7064,16,1952,third round,3,5.0,18.0,A van Swol,0,3,grass,J Drobny,wimbledon,3
402,1,1952,fourth round,4,3.0,18.0,D Candy,0,3,grass,F Sedgman,wimbledon,3
1200,2,1952,fourth round,4,23.0,29.0,G Golden,2,3,grass,E Sturgess,wimbledon,3
1876,3,1952,fourth round,4,9.0,18.0,J Brichant,0,3,grass,R Savitt,wimbledon,3
2475,4,1952,fourth round,4,8.0,18.0,S Clark,0,3,grass,M Rose,wimbledon,3
3014,5,1952,fourth round,4,10.0,19.0,G Mulloy,0,3,grass,H Flam,wimbledon,3
3481,6,1952,fourth round,4,19.0,24.0,J Patty,1,3,grass,V Seixas,wimbledon,3
3938,7,1952,fourth round,4,14.0,23.0,A Vieira,1,3,grass,K McGregor,wimbledon,3
4386,8,1952,fourth round,4,18.0,23.0,L Hoad,1,3,grass,J Drobny,wimbledon,3
403,1,1952,quarterfinals,5,6.0,19.0,Eric Sturgess,0,3,grass,Frank Sedgman,wimbledon,3
1201,2,1952,quarterfinals,5,22.0,25.0,Dick Savitt,2,3,grass,Mervyn Rose,wimbledon,3
1877,3,1952,quarterfinals,5,18.0,22.0,Vic Seixas,1,3,grass,Herbie Flam,wimbledon,3
2476,4,1952,quarterfinals,5,22.0,25.0,Ken McGregor,2,3,grass,Jaroslav Drobny,wimbledon,3
405,1,1952,semifinals,6,13.0,19.0,Mervyn Rose,0,3,grass,Frank Sedgman,wimbledon,3
1203,2,1952,semifinals,6,26.0,26.0,Herbie Flam,2,3,grass,Jaroslav Drobny,wimbledon,3
400,1,1952,final,7,13.0,22.0,Jaroslav Drobny,1,3,grass,Frank Sedgman,wimbledon,3
408,1,1953,first round,1,4.0,18.0,Bob Lee,0,3,grass,Vic Seixas,wimbledon,3
1205,2,1953,first round,1,8.0,18.0,Robin Kipping,0,3,grass,Wladyslaw Skonecki,wimbledon,3
1880,3,1953,first round,1,22.0,24.0,Doug Scharenguivel,2,3,grass,LiepTjiauw Tan,wimbledon,3
2479,4,1953,first round,1,7.0,18.0,Jim McArdle,0,3,grass,Philippe Washer,wimbledon,3
3017,5,1953,first round,1,9.0,23.0,Armando Vieira,1,3,grass,George Worthington,wimbledon,3
3484,6,1953,first round,1,11.0,19.0,Jorgen Ulrich,0,3,grass,Lennart Bergelin,wimbledon,3
3941,7,1953,first round,1,15.0,24.0,Boebi van Meegeren,1,3,grass,Zoltan Katona,wimbledon,3
4389,8,1953,first round,1,3.0,18.0,Gerard Pilet,0,3,grass,Felicisimo Ampon,wimbledon,3
4790,9,1953,first round,1,11.0,19.0,Russell Seymour,0,3,grass,Lew Hoad,wimbledon,3
5122,10,1953,first round,1,11.0,19.0,Clive Bernstein,0,3,grass,Narendra Nath,wimbledon,3
5452,11,1953,first round,1,20.0,26.0,Gianni Clerici,1,3,grass,Stefan Laszlo,wimbledon,3
5777,12,1953,first round,1,8.0,18.0,Ron Reeve,0,3,grass,John Barrett,wimbledon,3
6101,13,1953,first round,1,15.0,24.0,Douglas Snart,1,3,grass,Sima Nikolic,wimbledon,3
6421,14,1953,first round,1,23.0,25.0,Tony Mottram,2,3,grass,Hugh Stewart,wimbledon,3
6744,15,1953,first round,1,9.0,18.0,Edmund David,0,3,grass,Bernard Crouch,wimbledon,3
7065,16,1953,first round,1,9.0,20.0,Peter Hare,0,3,grass,Hans Redl,wimbledon,3
7343,17,1953,first round,1,17.0,24.0,Ramanathan Krishnan,1,3,grass,Mervyn Rose,wimbledon,3
7548,18,1953,first round,1,17.0,22.0,Colin Hannam,1,3,grass,Tim Lewis,wimbledon,3
7749,19,1953,first round,1,5.0,18.0,Robin Condy,0,3,grass,Jacques Peten,wimbledon,3
7956,20,1953,first round,1,13.0,22.0,Geoff Ward,0,3,grass,JeanClaude Molinari,wimbledon,3
8162,21,1953,first round,1,2.0,18.0,Gheorghe Sturdza,0,3,grass,John Horn,wimbledon,3
8364,22,1953,first round,1,10.0,21.0,Czeslaw Spychala,0,3,grass,Don Black,wimbledon,3
8567,23,1953,first round,1,20.0,24.0,Roger Becker,1,3,grass,Jacques Brichant,wimbledon,3
8767,24,1953,first round,1,10.0,18.0,Horst Hermann,0,3,grass,Claude Lister,wimbledon,3
8969,25,1953,first round,1,12.0,20.0,Antal Jancso,0,3,grass,Art Larsen,wimbledon,3
9171,26,1953,first round,1,16.0,21.0,Carlos Ferrer,1,3,grass,Don Butler,wimbledon,3
9373,27,1953,first round,1,15.0,22.0,Ralph Oliver,0,3,grass,Jeffrey Michelmore,wimbledon,3
9576,28,1953,first round,1,9.0,19.0,Billy Knight,0,3,grass,Josip Palada,wimbledon,3
9774,29,1953,first round,1,11.0,19.0,Johann Kupferburger,0,3,grass,JeanNoel Grinda,wimbledon,3
9976,30,1953,first round,1,3.0,18.0,Philippe Chatrier,0,3,grass,Torsten Johansson,wimbledon,3
10173,31,1953,first round,1,5.0,18.0,Laurie Proctor,0,3,grass,Torben Ulrich,wimbledon,3
10372,32,1953,first round,1,13.0,19.0,Guy Jackson,0,3,grass,Giuseppe Merlo,wimbledon,3
10537,33,1953,first round,1,8.0,18.0,Cliff Hovell,0,3,grass,Bobby Wilson,wimbledon,3
10631,34,1953,first round,1,17.0,19.0,Hans van Dalsum,1,3,grass,Rene Buser,wimbledon,3
10728,35,1953,first round,1,16.0,24.0,Darrell Shaw,0,3,grass,Sven Davidson,wimbledon,3
10821,36,1953,first round,1,7.0,19.0,Vladimir Petrovic,0,3,grass,Grant Golden,wimbledon,3
10918,37,1953,first round,1,10.0,18.0,Ernst Buchholz,0,3,grass,Clive Wilderspin,wimbledon,3
11016,38,1953,first round,1,4.0,18.0,Vivian Gotto,0,3,grass,Eric Bulmer,wimbledon,3
11111,39,1953,first round,1,17.0,25.0,Jozsef Asboth,1,3,grass,Ian Ayre,wimbledon,3
11206,40,1953,first round,1,10.0,20.0,Ian McDonald,0,3,grass,Enrique Morea,wimbledon,3
11302,41,1953,first round,1,6.0,18.0,Wayne Van Voorhees,0,3,grass,Rex Hartwig,wimbledon,3
11394,42,1953,first round,1,11.0,18.0,Ian Vermaak,0,3,grass,Geoffrey Paish,wimbledon,3
11485,43,1953,first round,1,13.0,21.0,Eduardo Argon,1,3,grass,Ignacy Tloczynski,wimbledon,3
11579,44,1953,first round,1,14.0,23.0,Soren Hojberg,1,3,grass,Tony Starte,wimbledon,3
11673,45,1953,first round,1,10.0,18.0,Jacques Thomas,0,3,grass,Budge Patty,wimbledon,3
11768,46,1953,first round,1,15.0,24.0,Headley Baxter,1,3,grass,Edwin Tsai,wimbledon,3
11861,47,1953,first round,1,4.0,18.0,Howard Walton,0,3,grass,Tut Bartzen,wimbledon,3
11956,48,1953,first round,1,3.0,18.0,Bernard Destremau,0,3,grass,Jaroslav Drobny,wimbledon,3
12050,49,1953,first round,1,16.0,23.0,Barry Green,1,3,grass,Kurt Nielsen,wimbledon,3
12145,50,1953,first round,1,18.0,20.0,Joe Hackett,1,3,grass,Keith Malcolm,wimbledon,3
12237,51,1953,first round,1,7.0,18.0,Gerry Oakley,0,3,grass,Brian Woodroffe,wimbledon,3
12333,52,1953,first round,1,9.0,19.0,Fausto Gardini,0,3,grass,Istvan Sikorszki,wimbledon,3
12425,53,1953,first round,1,8.0,18.0,Matthew Mohtadi,0,3,grass,Staffan Stockenberg,wimbledon,3
12518,54,1953,first round,1,14.0,21.0,Gil de Kermadec,1,3,grass,John Ager,wimbledon,3
12610,55,1953,first round,1,21.0,25.0,Gino Mezzi,1,3,grass,Freddie Huber,wimbledon,3
12703,56,1953,first round,1,15.0,23.0,Malcolm Fox,0,3,grass,Gardnar Mulloy,wimbledon,3
12795,57,1953,first round,1,19.0,25.0,Naresh Kumar,2,3,grass,Jack Arkinstall,wimbledon,3
12888,58,1953,first round,1,17.0,21.0,Ilija Panajotovic,1,3,grass,Fred Dehnert,wimbledon,3
12983,59,1953,first round,1,25.0,29.0,Cyril Kemp,2,3,grass,Tony Pickard,wimbledon,3
13075,60,1953,first round,1,12.0,22.0,Henry Billington,0,3,grass,Raymundo Deyro,wimbledon,3
13168,61,1953,first round,1,7.0,18.0,Ivan Devroe,0,3,grass,Jaime Bartroli,wimbledon,3
13263,62,1953,first round,1,15.0,22.0,Alexander Wellford,1,3,grass,Ivor Warwick,wimbledon,3
13355,63,1953,first round,1,11.0,18.0,Malcolm Gracie,0,3,grass,Robert Abdesselam,wimbledon,3
13449,64,1953,first round,1,8.0,18.0,Mike Davies,0,3,grass,Ken Rosewall,wimbledon,3
411,1,1953,second round,2,9.0,19.0,W Skonecki,0,3,grass,V Seixas,wimbledon,3
1208,2,1953,second round,2,6.0,18.0,LT Tan,0,3,grass,P Washer,wimbledon,3
1883,3,1953,second round,2,11.0,20.0,L Bergelin,1,3,grass,G Worthington,wimbledon,3
2482,4,1953,second round,2,8.0,18.0,Z Katona,0,3,grass,F Ampon,wimbledon,3
3019,5,1953,second round,2,5.0,18.0,N Nath,0,3,grass,L Hoad,wimbledon,3
3486,6,1953,second round,2,24.0,32.0,S Laszlo,1,3,grass,J Barrett,wimbledon,3
3943,7,1953,second round,2,8.0,18.0,S Nikolic,0,3,grass,H Stewart,wimbledon,3
4391,8,1953,second round,2,16.0,23.0,B Crouch,1,3,grass,H Redl,wimbledon,3
4791,9,1953,second round,2,8.0,18.0,N Lewis,0,3,grass,M Rose,wimbledon,3
5123,10,1953,second round,2,7.0,21.0,J Peten,1,3,grass,JC Molinari,wimbledon,3
5453,11,1953,second round,2,28.0,29.0,J Horn,2,3,grass,D Black,wimbledon,3
5778,12,1953,second round,2,9.0,20.0,C Lister,0,3,grass,J Brichant,wimbledon,3
6102,13,1953,second round,2,11.0,19.0,D Butler,0,3,grass,A Larsen,wimbledon,3
6422,14,1953,second round,2,5.0,18.0,J Michelmore,0,3,grass,J Palada,wimbledon,3
6745,15,1953,second round,2,13.0,21.0,JN Grinda,1,3,grass,T Johansson,wimbledon,3
7066,16,1953,second round,2,15.0,21.0,G Merlo,1,3,grass,T Ulrich,wimbledon,3
7344,17,1953,second round,2,10.0,18.0,Rene Buser,0,3,grass,R Wilson,wimbledon,3
7549,18,1953,second round,2,11.0,18.0,G Golden,0,3,grass,S Davidson,wimbledon,3
7750,19,1953,second round,2,10.0,19.0,E Bulmer,0,3,grass,C Wilderspin,wimbledon,3
7957,20,1953,second round,2,23.0,29.0,E Morea,1,3,grass,I Ayre,wimbledon,3
8163,21,1953,second round,2,16.0,24.0,G Paish,1,3,grass,R Hartwig,wimbledon,3
8365,22,1953,second round,2,19.0,23.0,A Starte,1,3,grass,I Tloczynski,wimbledon,3
8568,23,1953,second round,2,7.0,19.0,E Tsai,0,3,grass,J Patty,wimbledon,3
8768,24,1953,second round,2,10.0,18.0,B Bartzen,0,3,grass,J Drobny,wimbledon,3
8970,25,1953,second round,2,8.0,20.0,R Malcolm,0,3,grass,K Nielsen,wimbledon,3
9172,26,1953,second round,2,11.0,23.0,I Sikorszki,1,3,grass,B Woodroffe,wimbledon,3
9374,27,1953,second round,2,15.0,21.0,J Ager,0,3,grass,S Stockenberg,wimbledon,3
9577,28,1953,second round,2,14.0,21.0,A Huber,1,3,grass,G Mulloy,wimbledon,3
9775,29,1953,second round,2,5.0,18.0,A Dehnert,0,3,grass,J Arkinstall,wimbledon,3
9977,30,1953,second round,2,5.0,18.0,A Pickard,0,3,grass,R Deyro,wimbledon,3
10174,31,1953,second round,2,33.0,36.0,J Bartroli,2,3,grass,I Warwick,wimbledon,3
10373,32,1953,second round,2,12.0,22.0,R Abdesselam,1,3,grass,K Rosewall,wimbledon,3
413,1,1953,third round,3,7.0,18.0,P Washer,0,3,grass,V Seixas,wimbledon,3
1210,2,1953,third round,3,10.0,20.0,F Ampon,0,3,grass,G Worthington,wimbledon,3
1884,3,1953,third round,3,5.0,18.0,J Barrett,0,3,grass,L Hoad,wimbledon,3
2483,4,1953,third round,3,4.0,18.0,H Redl,0,3,grass,H Stewart,wimbledon,3
3020,5,1953,third round,3,8.0,18.0,JC Molinari,0,3,grass,M Rose,wimbledon,3
3487,6,1953,third round,3,16.0,23.0,D Black,0,3,grass,J Brichant,wimbledon,3
