,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
1719,3,1955,fourth round,4,8.0,18.0,Hartwig,0,3,grass,Flam,usopen,4
2256,4,1955,fourth round,4,7.0,18.0,Morea,0,3,grass,Trabert,usopen,4
2724,5,1955,fourth round,4,7.0,18.0,Moylan,0,3,grass,Rosewall,usopen,4
3125,6,1955,fourth round,4,17.0,21.0,Reed,1,3,grass,Richardson,usopen,4
3519,7,1955,fourth round,4,3.0,18.0,Burrows,0,3,grass,Bartzen,usopen,4
3917,8,1955,fourth round,4,11.0,19.0,Fraser,0,3,grass,Seixas,usopen,4
376,1,1955,quarterfinals,5,15.0,23.0,Sam Giammalva,1,3,grass,Lew Hoad,usopen,4
1117,2,1955,quarterfinals,5,9.0,18.0,Herbie Flam,0,3,grass,Tony Trabert,usopen,4
1720,3,1955,quarterfinals,5,20.0,23.0,Ham Richardson,1,3,grass,Ken Rosewall,usopen,4
2257,4,1955,quarterfinals,5,15.0,25.0,Tut Bartzen,0,3,grass,Vic Seixas,usopen,4
378,1,1955,semifinals,6,7.0,18.0,Lew Hoad,0,3,grass,Tony Trabert,usopen,4
1119,2,1955,semifinals,6,13.0,19.0,Vic Seixas,0,3,grass,Ken Rosewall,usopen,4
373,1,1955,final,7,13.0,21.0,Ken Rosewall,0,3,grass,Tony Trabert,usopen,4
381,1,1956,first round,1,11.0,19.0,Daniels,0,3,grass,Mendel,usopen,4
1121,2,1956,first round,1,7.0,18.0,Sledge,0,3,grass,Shea,usopen,4
1723,3,1956,first round,1,23.0,28.0,Morgan,2,3,grass,Meyer,usopen,4
2260,4,1956,first round,1,5.0,18.0,Rochon,0,3,grass,Frost,usopen,4
2727,5,1956,first round,1,12.0,20.0,Furlong,0,3,grass,Gaines,usopen,4
3128,6,1956,first round,1,3.0,18.0,Vincent,0,3,grass,Dorfman,usopen,4
3522,7,1956,first round,1,7.0,18.0,Wood,0,3,grass,Kupferburger,usopen,4
3920,8,1956,first round,1,8.0,18.0,Maccracken,0,3,grass,Fraser,usopen,4
4273,9,1956,first round,1,9.0,18.0,Anderson,0,3,grass,Green,usopen,4
4561,10,1956,first round,1,8.0,19.0,Powless,0,3,grass,Llamas,usopen,4
4852,11,1956,first round,1,7.0,20.0,Gori,0,3,grass,Olmedo,usopen,4
5140,12,1956,first round,1,20.0,27.0,Ball,2,3,grass,Quay,usopen,4
5431,13,1956,first round,1,4.0,18.0,Leslie,0,3,grass,Mackay,usopen,4
5715,14,1956,first round,1,13.0,21.0,Garcia,0,3,grass,Quillian,usopen,4
5995,15,1956,first round,1,4.0,18.0,Main,0,3,grass,Becker,usopen,4
6275,16,1956,first round,1,6.0,18.0,Laver,0,3,grass,Richardson,usopen,4
6519,17,1956,first round,1,10.0,18.0,Haillet,0,3,grass,Flam,usopen,4
6700,18,1956,first round,1,16.0,21.0,Fox,1,3,grass,Fontana,usopen,4
6880,19,1956,first round,1,7.0,18.0,Thompson,0,3,grass,Emerson,usopen,4
7059,20,1956,first round,1,35.0,37.0,Dell,2,3,grass,Knight,usopen,4
7237,21,1956,first round,1,16.0,26.0,Farrin,1,3,grass,Perry,usopen,4
7413,22,1956,first round,1,8.0,18.0,Buchholz,0,3,grass,Segal,usopen,4
7591,23,1956,first round,1,7.0,18.0,Platt,0,3,grass,Cranston,usopen,4
7765,24,1956,first round,1,9.0,18.0,Morris,0,3,grass,Schmidt,usopen,4
7940,25,1956,first round,1,9.0,18.0,Cranis,0,3,grass,Clark,usopen,4
8111,26,1956,first round,1,2.0,18.0,Harit,0,3,grass,Golden,usopen,4
8281,27,1956,first round,1,10.0,19.0,Neely,0,3,grass,Schmidt,usopen,4
8442,28,1956,first round,1,11.0,22.0,Krais,1,3,grass,Moss,usopen,4
8605,29,1956,first round,1,7.0,18.0,Crawford,0,3,grass,Mulloy,usopen,4
8771,30,1956,first round,1,11.0,23.0,Grant,1,3,grass,Moylan,usopen,4
8940,31,1956,first round,1,4.0,18.0,Gan,0,3,grass,Dodson,usopen,4
9104,32,1956,first round,1,2.0,18.0,Walraven,0,3,grass,Hoad,usopen,4
9243,33,1956,first round,1,9.0,18.0,Walraven,0,3,grass,Henry,usopen,4
9321,34,1956,first round,1,10.0,18.0,Holmberg,0,3,grass,Giammalva,usopen,4
9397,35,1956,first round,1,6.0,18.0,Freeman,0,3,grass,Geller,usopen,4
9472,36,1956,first round,1,12.0,21.0,Jordan,0,3,grass,Schwartz,usopen,4
9547,37,1956,first round,1,17.0,24.0,Schoonmaker,1,3,grass,Davis,usopen,4
9622,38,1956,first round,1,17.0,26.0,Noble,1,3,grass,Franks,usopen,4
9693,39,1956,first round,1,8.0,18.0,Paton,0,3,grass,Bartzen,usopen,4
9766,40,1956,first round,1,8.0,18.0,Dailey,0,3,grass,Cooper,usopen,4
9837,41,1956,first round,1,25.0,28.0,Brown,2,3,grass,Perry,usopen,4
9904,42,1956,first round,1,11.0,21.0,Eltzholtz,0,3,grass,Ulrich,usopen,4
9972,43,1956,first round,1,22.0,27.0,Van Rensselaer,1,3,grass,Garrido,usopen,4
10042,44,1956,first round,1,9.0,18.0,Freeman,0,3,grass,Harum,usopen,4
10110,45,1956,first round,1,13.0,21.0,Raskind,1,3,grass,Vieira,usopen,4
10180,46,1956,first round,1,6.0,18.0,Boys,0,3,grass,Ayala,usopen,4
10249,47,1956,first round,1,4.0,18.0,Lerque,0,3,grass,Darmon,usopen,4
10317,48,1956,first round,1,27.0,30.0,Davies,2,3,grass,Seixas,usopen,4
10387,49,1956,first round,1,20.0,26.0,Clayton,2,3,grass,Reed,usopen,4
10453,50,1956,first round,1,9.0,20.0,BuenoNete,0,3,grass,Steele Jr,usopen,4
10521,51,1956,first round,1,17.0,20.0,Wood,1,3,grass,Barker,usopen,4
10588,52,1956,first round,1,22.0,27.0,Tully,1,3,grass,Contreras,usopen,4
10654,53,1956,first round,1,9.0,18.0,Ter Borg,0,3,grass,Sorlein,usopen,4
10720,54,1956,first round,1,11.0,22.0,Ogden,1,3,grass,Coss,usopen,4
10785,55,1956,first round,1,11.0,19.0,Longshore,0,3,grass,Harum,usopen,4
10849,56,1956,first round,1,8.0,19.0,Snyder,1,3,grass,Savitt,usopen,4
10912,57,1956,first round,1,12.0,19.0,Andrews,0,3,grass,Mayne,usopen,4
10975,58,1956,first round,1,6.0,19.0,Freedman,0,3,grass,Bedard,usopen,4
11037,59,1956,first round,1,11.0,19.0,Stern,0,3,grass,Stewart,usopen,4
11099,60,1956,first round,1,13.0,19.0,Owen,0,3,grass,Cullen,usopen,4
11160,61,1956,first round,1,5.0,18.0,Lesch,0,3,grass,Kuross,usopen,4
11220,62,1956,first round,1,14.0,22.0,Mark,1,3,grass,Larsen,usopen,4
11281,63,1956,first round,1,4.0,18.0,Land,0,3,grass,Remy,usopen,4
11341,64,1956,first round,1,2.0,18.0,Robinson,0,3,grass,Rosewall,usopen,4
384,1,1956,second round,2,6.0,18.0,Mendel,0,3,grass,Shea,usopen,4
1124,2,1956,second round,2,5.0,18.0,Meyer,0,3,grass,Frost,usopen,4
1726,3,1956,second round,2,9.0,19.0,Gaines,0,3,grass,Dorfman,usopen,4
2263,4,1956,second round,2,21.0,26.0,Kupferburger,1,3,grass,Fraser,usopen,4
2729,5,1956,second round,2,8.0,18.0,Llamas,0,3,grass,Green,usopen,4
3130,6,1956,second round,2,9.0,20.0,Quay,0,3,grass,Olmedo,usopen,4
3524,7,1956,second round,2,15.0,22.0,Mackay,1,3,grass,Quillian,usopen,4
3922,8,1956,second round,2,6.0,18.0,Becker,0,3,grass,Richardson,usopen,4
4274,9,1956,second round,2,4.0,18.0,Fontana,0,3,grass,Flam,usopen,4
4562,10,1956,second round,2,19.0,23.0,Knight,1,3,grass,Emerson,usopen,4
4853,11,1956,second round,2,8.0,19.0,Perry,0,3,grass,Segal,usopen,4
5141,12,1956,second round,2,6.0,18.0,Cranston,0,3,grass,Schmidt,usopen,4
5432,13,1956,second round,2,18.0,27.0,Clark,1,3,grass,Golden,usopen,4
5716,14,1956,second round,2,29.0,31.0,Schmidt,2,3,grass,Moss,usopen,4
5996,15,1956,second round,2,10.0,18.0,Mulloy,0,3,grass,Moylan,usopen,4
6276,16,1956,second round,2,10.0,21.0,Dodson,1,3,grass,Hoad,usopen,4
6520,17,1956,second round,2,22.0,28.0,Henry,1,3,grass,Giammalva,usopen,4
6701,18,1956,second round,2,10.0,20.0,Geller,1,3,grass,Schwartz,usopen,4
6881,19,1956,second round,2,10.0,21.0,Davis,1,3,grass,Franks,usopen,4
7060,20,1956,second round,2,24.0,29.0,Bartzen,1,3,grass,Cooper,usopen,4
7238,21,1956,second round,2,3.0,18.0,Perry,0,3,grass,Ulrich,usopen,4
7414,22,1956,second round,2,25.0,30.0,Harum,1,3,grass,Garrido,usopen,4
7592,23,1956,second round,2,7.0,18.0,Vieira,0,3,grass,Ayala,usopen,4
7766,24,1956,second round,2,17.0,22.0,Darmon,1,3,grass,Seixas,usopen,4
7941,25,1956,second round,2,13.0,24.0,Steele Jr,1,3,grass,Reed,usopen,4
8112,26,1956,second round,2,5.0,18.0,Barker,0,3,grass,Contreras,usopen,4
8282,27,1956,second round,2,26.0,27.0,Sorlein,2,3,grass,Coss,usopen,4
8443,28,1956,second round,2,1.0,18.0,Harum,0,3,grass,Savitt,usopen,4
8606,29,1956,second round,2,20.0,25.0,Mayne,1,3,grass,Bedard,usopen,4
8772,30,1956,second round,2,7.0,18.0,Cullen,0,3,grass,Stewart,usopen,4
8941,31,1956,second round,2,18.0,26.0,Kuross,0,3,grass,Larsen,usopen,4
9105,32,1956,second round,2,7.0,18.0,Remy,0,3,grass,Rosewall,usopen,4
386,1,1956,third round,3,14.0,22.0,Frost,0,3,grass,Shea,usopen,4
1126,2,1956,third round,3,12.0,18.0,Dorfman,0,3,grass,Fraser,usopen,4
1727,3,1956,third round,3,11.0,18.0,Green,0,3,grass,Olmedo,usopen,4
2264,4,1956,third round,3,12.0,22.0,Quillian,1,3,grass,Richardson,usopen,4
2730,5,1956,third round,3,13.0,22.0,Flam,1,3,grass,Emerson,usopen,4
3131,6,1956,third round,3,25.0,29.0,Schmidt,1,3,grass,Segal,usopen,4
3525,7,1956,third round,3,16.0,20.0,Moss,1,3,grass,Golden,usopen,4
3923,8,1956,third round,3,16.0,23.0,Moylan,0,3,grass,Hoad,usopen,4
4275,9,1956,third round,3,10.0,19.0,Schwartz,0,3,grass,Giammalva,usopen,4
4563,10,1956,third round,3,24.0,27.0,Franks,2,3,grass,Cooper,usopen,4
4854,11,1956,third round,3,8.0,18.0,Garrido,0,3,grass,Ulrich,usopen,4
5142,12,1956,third round,3,34.0,35.0,Ayala,2,3,grass,Seixas,usopen,4
5433,13,1956,third round,3,18.0,22.0,Reed,1,3,grass,Contreras,usopen,4
5717,14,1956,third round,3,6.0,18.0,Coss,0,3,grass,Savitt,usopen,4
5997,15,1956,third round,3,21.0,27.0,Bedard,1,3,grass,Stewart,usopen,4
6277,16,1956,third round,3,7.0,18.0,Larsen,0,3,grass,Rosewall,usopen,4
382,1,1956,fourth round,4,21.0,27.0,Shea,1,3,grass,Fraser,usopen,4
1122,2,1956,fourth round,4,7.0,19.0,Olmedo,0,3,grass,Richardson,usopen,4
1724,3,1956,fourth round,4,19.0,28.0,Segal,1,3,grass,Emerson,usopen,4
2261,4,1956,fourth round,4,10.0,19.0,Golden,0,3,grass,Hoad,usopen,4
2728,5,1956,fourth round,4,24.0,25.0,Giammalva,2,3,grass,Cooper,usopen,4
3129,6,1956,fourth round,4,16.0,21.0,Ulrich,1,3,grass,Seixas,usopen,4
3523,7,1956,fourth round,4,7.0,18.0,Contreras,0,3,grass,Savitt,usopen,4
3921,8,1956,fourth round,4,16.0,23.0,Stewart,1,3,grass,Rosewall,usopen,4
383,1,1956,quarterfinals,5,15.0,21.0,Ham Richardson,1,3,grass,Neale Fraser,usopen,4
1123,2,1956,quarterfinals,5,14.0,21.0,Roy Emerson,0,3,grass,Lew Hoad,usopen,4
1725,3,1956,quarterfinals,5,36.0,37.0,Ashley Cooper,2,3,grass,Vic Seixas,usopen,4
2262,4,1956,quarterfinals,5,26.0,31.0,Dick Savitt,2,3,grass,Ken Rosewall,usopen,4
385,1,1956,semifinals,6,19.0,27.0,Neale Fraser,0,3,grass,Lew Hoad,usopen,4
1125,2,1956,semifinals,6,11.0,22.0,Vic Seixas,0,3,grass,Ken Rosewall,usopen,4
380,1,1956,final,7,14.0,22.0,Lew Hoad,1,3,grass,Ken Rosewall,usopen,4
388,1,1957,first round,1,11.0,18.0,Brownlow,0,3,grass,Cooper,usopen,4
1127,2,1957,first round,1,4.0,18.0,Lyman,0,3,grass,Dorfman,usopen,4
1728,3,1957,first round,1,2.0,18.0,Harris,0,3,grass,Bartzen,usopen,4
2265,4,1957,first round,1,6.0,18.0,Erickson,0,3,grass,Holmberg,usopen,4
2731,5,1957,first round,1,18.0,23.0,Wood,1,3,grass,McKinley,usopen,4
3132,6,1957,first round,1,9.0,19.0,McClung,0,3,grass,Vincent,usopen,4
3526,7,1957,first round,1,21.0,26.0,Cranis,2,3,grass,Perry,usopen,4
3924,8,1957,first round,1,7.0,18.0,Scarlett,0,3,grass,Coss,usopen,4
4276,9,1957,first round,1,11.0,18.0,Schaffer,0,3,grass,Patty,usopen,4
4564,10,1957,first round,1,16.0,23.0,Stewart,0,3,grass,Moody,usopen,4
5143,12,1957,first round,1,27.0,30.0,Werksman,2,3,grass,Nagler,usopen,4
5434,13,1957,first round,1,9.0,19.0,Howe,0,3,grass,Raskind,usopen,4
5718,14,1957,first round,1,10.0,18.0,Boys,0,3,grass,Fontana,usopen,4
5998,15,1957,first round,1,8.0,18.0,Longshore,0,3,grass,Clark,usopen,4
6278,16,1957,first round,1,11.0,19.0,Atkinson,1,3,grass,Farrin,usopen,4
6521,17,1957,first round,1,4.0,18.0,Roberts,0,3,grass,Seixas,usopen,4
6702,18,1957,first round,1,7.0,18.0,McNair,0,3,grass,Reed,usopen,4
6882,19,1957,first round,1,11.0,21.0,Scott,1,3,grass,Reyes,usopen,4
7061,20,1957,first round,1,19.0,25.0,Morgan,1,3,grass,Vieira,usopen,4
7239,21,1957,first round,1,12.0,19.0,Dubitsky,0,3,grass,Leslie,usopen,4
7415,22,1957,first round,1,5.0,18.0,Alger,0,3,grass,Emerson,usopen,4
7767,24,1957,first round,1,39.0,46.0,Delgado,2,3,grass,Schwartz,usopen,4
7942,25,1957,first round,1,19.0,24.0,Olmedo,1,3,grass,Flam,usopen,4
8113,26,1957,first round,1,10.0,19.0,Mangan,0,3,grass,Fox,usopen,4
8283,27,1957,first round,1,15.0,23.0,Brown,0,3,grass,Green,usopen,4
8444,28,1957,first round,1,8.0,18.0,Stern,0,3,grass,Mulloy,usopen,4
8607,29,1957,first round,1,20.0,26.0,Ball,2,3,grass,Cranston,usopen,4
8773,30,1957,first round,1,10.0,21.0,Crawford,0,3,grass,Giammalva,usopen,4
8942,31,1957,first round,1,5.0,18.0,Shakespeare,0,3,grass,Howe,usopen,4
9106,32,1957,first round,1,18.0,27.0,Bowditch,1,3,grass,Davies,usopen,4
9244,33,1957,first round,1,5.0,18.0,Maccracken,0,3,grass,Savitt,usopen,4
9322,34,1957,first round,1,4.0,18.0,Davis,0,3,grass,Kupferburger,usopen,4
9398,35,1957,first round,1,25.0,29.0,Cullen,2,3,grass,Hoffman,usopen,4
9473,36,1957,first round,1,8.0,18.0,Harum,0,3,grass,Krishnan,usopen,4
9548,37,1957,first round,1,14.0,22.0,Rodriguez,0,3,grass,Van Rensselaer,usopen,4
9623,38,1957,first round,1,12.0,21.0,Kamo,0,3,grass,Anderson,usopen,4
9694,39,1957,first round,1,8.0,19.0,Barker,0,3,grass,Grant,usopen,4
9767,40,1957,first round,1,11.0,20.0,Schoonmaker,0,3,grass,Corley,usopen,4
9838,41,1957,first round,1,2.0,18.0,Gottlieb,0,3,grass,Richardson,usopen,4
9905,42,1957,first round,1,11.0,19.0,Henry,0,3,grass,Nielsen,usopen,4
9973,43,1957,first round,1,8.0,18.0,Nelson,0,3,grass,Franks,usopen,4
10043,44,1957,first round,1,20.0,24.0,Tully,1,3,grass,Dailey,usopen,4
10111,45,1957,first round,1,4.0,18.0,Tierney,0,3,grass,Buchholz,usopen,4
10181,46,1957,first round,1,6.0,18.0,Walraven,0,3,grass,Shea,usopen,4
10250,47,1957,first round,1,15.0,22.0,Bank,1,3,grass,Potthast,usopen,4
10318,48,1957,first round,1,9.0,18.0,Sorlein,0,3,grass,Ayala,usopen,4
10388,49,1957,first round,1,9.0,21.0,Masterson,0,3,grass,Davidson,usopen,4
10454,50,1957,first round,1,10.0,20.0,Walraven,0,3,grass,Quillian,usopen,4
10522,51,1957,first round,1,16.0,23.0,Sledge,0,3,grass,Rochon,usopen,4
10589,52,1957,first round,1,9.0,18.0,Ogden,0,3,grass,Dell,usopen,4
10655,53,1957,first round,1,4.0,18.0,Freeman,0,3,grass,Mark,usopen,4
10721,54,1957,first round,1,5.0,18.0,Rubell,0,3,grass,Mackay,usopen,4
10786,55,1957,first round,1,15.0,23.0,Willey,1,3,grass,Wilson,usopen,4
10850,56,1957,first round,1,10.0,18.0,Hobbs,0,3,grass,Lesch,usopen,4
10913,57,1957,first round,1,1.0,18.0,Estin,0,3,grass,Fraser,usopen,4
10976,58,1957,first round,1,16.0,23.0,Andrews,1,3,grass,Bedard,usopen,4
11038,59,1957,first round,1,7.0,19.0,Mendel,0,3,grass,Mayne,usopen,4
11100,60,1957,first round,1,5.0,18.0,Meyer,0,3,grass,Brechner,usopen,4
11161,61,1957,first round,1,7.0,18.0,Moglen,0,3,grass,Shaffer,usopen,4
11221,62,1957,first round,1,8.0,18.0,Harit,0,3,grass,Noble,usopen,4
11282,63,1957,first round,1,8.0,20.0,Freeman,0,3,grass,Thompson,usopen,4
11342,64,1957,first round,1,7.0,18.0,Trevenen,0,3,grass,Stewart,usopen,4
391,1,1957,second round,2,5.0,18.0,Dorfman,0,3,grass,Cooper,usopen,4
1130,2,1957,second round,2,28.0,32.0,Bartzen,2,3,grass,Holmberg,usopen,4
1731,3,1957,second round,2,6.0,18.0,McKinley,0,3,grass,Vincent,usopen,4
2268,4,1957,second round,2,25.0,25.0,Perry,2,3,grass,Coss,usopen,4
2733,5,1957,second round,2,9.0,18.0,Moody,0,3,grass,Patty,usopen,4
3134,6,1957,second round,2,8.0,18.0,Nagler,0,3,grass,Golden,usopen,4
3528,7,1957,second round,2,17.0,24.0,Raskind,1,3,grass,Fontana,usopen,4
3926,8,1957,second round,2,15.0,20.0,Clark,1,3,grass,Farrin,usopen,4
4277,9,1957,second round,2,21.0,25.0,Reed,2,3,grass,Seixas,usopen,4
4565,10,1957,second round,2,11.0,20.0,Reyes,0,3,grass,Vieira,usopen,4
4855,11,1957,second round,2,6.0,18.0,Leslie,0,3,grass,Emerson,usopen,4
5144,12,1957,second round,2,1.0,18.0,Gould,0,3,grass,Schwartz,usopen,4
5435,13,1957,second round,2,7.0,18.0,Fox,0,3,grass,Flam,usopen,4
5719,14,1957,second round,2,9.0,19.0,Mulloy,0,3,grass,Green,usopen,4
5999,15,1957,second round,2,31.0,33.0,Giammalva,2,3,grass,Cranston,usopen,4
6279,16,1957,second round,2,20.0,24.0,Davies,2,3,grass,Howe,usopen,4
6522,17,1957,second round,2,9.0,18.0,Kupferburger,0,3,grass,Savitt,usopen,4
6703,18,1957,second round,2,2.0,18.0,Hoffman,0,3,grass,Krishnan,usopen,4
6883,19,1957,second round,2,6.0,18.0,Van Rensselaer,0,3,grass,Anderson,usopen,4
7062,20,1957,second round,2,16.0,24.0,Corley,1,3,grass,Grant,usopen,4
7240,21,1957,second round,2,31.0,33.0,Richardson,2,3,grass,Nielsen,usopen,4
7416,22,1957,second round,2,11.0,18.0,Dailey,0,3,grass,Franks,usopen,4
7593,23,1957,second round,2,20.0,24.0,Buchholz,1,3,grass,Shea,usopen,4
7768,24,1957,second round,2,9.0,19.0,Potthast,0,3,grass,Ayala,usopen,4
7943,25,1957,second round,2,32.0,34.0,Quillian,2,3,grass,Davidson,usopen,4
8114,26,1957,second round,2,4.0,18.0,Rochon,0,3,grass,Dell,usopen,4
8284,27,1957,second round,2,10.0,19.0,Mark,0,3,grass,Mackay,usopen,4
8445,28,1957,second round,2,12.0,21.0,Lesch,1,3,grass,Wilson,usopen,4
8608,29,1957,second round,2,15.0,21.0,Bedard,1,3,grass,Fraser,usopen,4
8774,30,1957,second round,2,7.0,18.0,Brechner,0,3,grass,Mayne,usopen,4
8943,31,1957,second round,2,20.0,26.0,Noble,1,3,grass,Shaffer,usopen,4
9107,32,1957,second round,2,12.0,19.0,Stewart,0,3,grass,Thompson,usopen,4
393,1,1957,third round,3,18.0,25.0,Holmberg,0,3,grass,Cooper,usopen,4
1132,2,1957,third round,3,9.0,19.0,Coss,0,3,grass,Vincent,usopen,4
1732,3,1957,third round,3,28.0,32.0,Golden,2,3,grass,Patty,usopen,4
2269,4,1957,third round,3,12.0,19.0,Farrin,0,3,grass,Fontana,usopen,4
2734,5,1957,third round,3,9.0,18.0,Vieira,0,3,grass,Seixas,usopen,4
3135,6,1957,third round,3,5.0,18.0,Schwartz,0,3,grass,Emerson,usopen,4
3529,7,1957,third round,3,18.0,23.0,Green,1,3,grass,Flam,usopen,4
3927,8,1957,third round,3,12.0,19.0,Cranston,0,3,grass,Howe,usopen,4
4278,9,1957,third round,3,12.0,21.0,Krishnan,0,3,grass,Savitt,usopen,4
4566,10,1957,third round,3,7.0,18.0,Grant,0,3,grass,Anderson,usopen,4
4856,11,1957,third round,3,19.0,28.0,Franks,1,3,grass,Nielsen,usopen,4
5145,12,1957,third round,3,14.0,23.0,Shea,1,3,grass,Ayala,usopen,4
5436,13,1957,third round,3,8.0,18.0,Dell,0,3,grass,Davidson,usopen,4
5720,14,1957,third round,3,30.0,35.0,Mackay,1,3,grass,Wilson,usopen,4
6000,15,1957,third round,3,14.0,21.0,Fraser,0,3,grass,Mayne,usopen,4
6280,16,1957,third round,3,23.0,27.0,Shaffer,1,3,grass,Thompson,usopen,4
389,1,1957,fourth round,4,7.0,18.0,Vincent,0,3,grass,Cooper,usopen,4
1128,2,1957,fourth round,4,13.0,21.0,Fontana,0,3,grass,Patty,usopen,4
1729,3,1957,fourth round,4,9.0,18.0,Emerson,0,3,grass,Seixas,usopen,4
2266,4,1957,fourth round,4,12.0,18.0,Howe,0,3,grass,Flam,usopen,4
2732,5,1957,fourth round,4,8.0,18.0,Savitt,0,3,grass,Anderson,usopen,4
3133,6,1957,fourth round,4,14.0,20.0,Nielsen,0,3,grass,Ayala,usopen,4
3527,7,1957,fourth round,4,17.0,24.0,Wilson,1,3,grass,Davidson,usopen,4
3925,8,1957,fourth round,4,12.0,19.0,Thompson,0,3,grass,Mayne,usopen,4
390,1,1957,quarterfinals,5,10.0,18.0,JE Patty,0,3,grass,Ashley Cooper,usopen,4
1129,2,1957,quarterfinals,5,21.0,25.0,Vic Seixas,2,3,grass,Herbie Flam,usopen,4
1730,3,1957,quarterfinals,5,5.0,18.0,Luis Ayala,0,3,grass,Mal Anderson,usopen,4
2267,4,1957,quarterfinals,5,18.0,22.0,Clifton Mayne,1,3,grass,Sven Davidson,usopen,4
392,1,1957,semifinals,6,10.0,19.0,Herbie Flam,0,3,grass,Ashley Cooper,usopen,4
1131,2,1957,semifinals,6,22.0,27.0,Sven Davidson,2,3,grass,Mal Anderson,usopen,4
387,1,1957,final,7,17.0,23.0,Ashley Cooper,0,3,grass,Mal Anderson,usopen,4
395,1,1958,first round,1,11.0,20.0,Kamo,1,3,grass,Bartzen,usopen,4
1133,2,1958,first round,1,21.0,21.0,Beck,2,3,grass,Rios,usopen,4
1733,3,1958,first round,1,18.0,28.0,Howe,0,3,grass,Kearney,usopen,4
2270,4,1958,first round,1,8.0,18.0,Stewart,0,3,grass,Flam,usopen,4
2735,5,1958,first round,1,21.0,23.0,Stoesser,2,3,grass,Brechner,usopen,4
3136,6,1958,first round,1,20.0,27.0,Nagler,2,3,grass,Mark,usopen,4
3530,7,1958,first round,1,17.0,20.0,Mulloy,1,3,grass,Crawford,usopen,4
3928,8,1958,first round,1,5.0,18.0,Shakespeare,0,3,grass,Mackay,usopen,4
4279,9,1958,first round,1,13.0,22.0,Fleitz,1,3,grass,Nelson,usopen,4
4567,10,1958,first round,1,10.0,18.0,Ogden,0,3,grass,Schmidt,usopen,4
4857,11,1958,first round,1,7.0,18.0,Gentry,0,3,grass,Cullen,usopen,4
5146,12,1958,first round,1,13.0,23.0,Cranston,1,3,grass,Buchholz,usopen,4
5437,13,1958,first round,1,13.0,22.0,Brownlow,1,3,grass,Giammalva,usopen,4
5721,14,1958,first round,1,13.0,19.0,Scott,0,3,grass,Bedard,usopen,4
6001,15,1958,first round,1,27.0,33.0,Junta,0,3,grass,Bond,usopen,4
6281,16,1958,first round,1,6.0,18.0,Vincent,0,3,grass,Richardson,usopen,4
6523,17,1958,first round,1,10.0,19.0,Froehling,0,3,grass,Laver,usopen,4
6704,18,1958,first round,1,5.0,19.0,Neely,0,3,grass,Morea,usopen,4
6884,19,1958,first round,1,13.0,20.0,Rubell,1,3,grass,Werksman,usopen,4
7063,20,1958,first round,1,15.0,23.0,Buck,1,3,grass,Hettleman,usopen,4
7241,21,1958,first round,1,9.0,18.0,Harit,0,3,grass,Harum,usopen,4
7417,22,1958,first round,1,6.0,18.0,Jenkins,0,3,grass,Hoehn,usopen,4
7594,23,1958,first round,1,11.0,22.0,Moss,1,3,grass,Henry,usopen,4
7769,24,1958,first round,1,8.0,18.0,Main,0,3,grass,Savitt,usopen,4
7944,25,1958,first round,1,15.0,21.0,Senkowski,1,3,grass,Fox,usopen,4
8115,26,1958,first round,1,25.0,29.0,Frost,2,3,grass,Knight,usopen,4
8285,27,1958,first round,1,21.0,23.0,Ralston,2,3,grass,Sledge,usopen,4
8446,28,1958,first round,1,14.0,23.0,Patty,1,3,grass,Reed,usopen,4
8609,29,1958,first round,1,5.0,18.0,Sample,0,3,grass,McKinley,usopen,4
8775,30,1958,first round,1,5.0,18.0,Perry,0,3,grass,Quillian,usopen,4
8944,31,1958,first round,1,19.0,24.0,Atkinson,2,3,grass,Buse,usopen,4
9108,32,1958,first round,1,10.0,22.0,Perry,1,3,grass,Anderson,usopen,4
9245,33,1958,first round,1,10.0,20.0,Quesada,0,3,grass,Longshore,usopen,4
9323,34,1958,first round,1,12.0,22.0,Hobbs,1,3,grass,Schmidt,usopen,4
9399,35,1958,first round,1,8.0,18.0,Johnson,0,3,grass,Capell,usopen,4
9474,36,1958,first round,1,5.0,18.0,Wood,0,3,grass,Palmer,usopen,4
9624,38,1958,first round,1,6.0,18.0,Ottum,0,3,grass,Brown,usopen,4
9695,39,1958,first round,1,33.0,37.0,OKane,1,3,grass,Grant,usopen,4
9768,40,1958,first round,1,6.0,18.0,Sorlein,0,3,grass,Olmedo,usopen,4
9839,41,1958,first round,1,3.0,18.0,AvidanWeiss,0,3,grass,Golden,usopen,4
9906,42,1958,first round,1,17.0,22.0,Susman,1,3,grass,Davis,usopen,4
9974,43,1958,first round,1,1.0,18.0,Gilmore,0,3,grass,Andrews,usopen,4
10044,44,1958,first round,1,9.0,18.0,Clark,0,3,grass,Soriano,usopen,4
10112,45,1958,first round,1,7.0,18.0,Corley,0,3,grass,Dell,usopen,4
10182,46,1958,first round,1,10.0,18.0,Cranis,0,3,grass,Fontana,usopen,4
10251,47,1958,first round,1,8.0,19.0,Roberts,0,3,grass,Davies,usopen,4
10319,48,1958,first round,1,8.0,20.0,Henderson,0,3,grass,Fraser,usopen,4
10389,49,1958,first round,1,21.0,24.0,Wertheimer,2,3,grass,Thompson,usopen,4
