,match,year,round,round_number,games_loser,games_winner,loser,sets_loser,sets_winner,surface,winner,tourney_name,tourney_order
2063,4,1891,first round,1,15.0,24.0,W Hoopes,1,3,grass,S McCormick,usopen,4
2592,5,1891,first round,1,6.0,18.0,S Woodward,0,3,grass,WV Johnson,usopen,4
2994,6,1891,first round,1,12.0,20.0,TP Borden,0,3,grass,C Hobart,usopen,4
3392,7,1891,first round,1,27.0,29.0,JA Hovey,2,3,grass,C Bunting,usopen,4
3787,8,1891,first round,1,8.0,18.0,ML Pratt,0,3,grass,J Ryerson,usopen,4
4179,9,1891,first round,1,2.0,18.0,H Satterlee,0,3,grass,CT Lee,usopen,4
4468,10,1891,first round,1,7.0,21.0,JF Turrill,0,3,grass,WP Jenks,usopen,4
4755,11,1891,first round,1,23.0,28.0,BJ Carroll,1,3,grass,E Colby,usopen,4
5045,12,1891,first round,1,16.0,22.0,H McCormick,0,3,grass,W Larned,usopen,4
5334,13,1891,first round,1,3.0,18.0,FM Pile,0,3,grass,VG Hall,usopen,4
5625,14,1891,first round,1,18.0,24.0,B Lamb,2,3,grass,R Stevens,usopen,4
5909,15,1891,first round,1,5.0,18.0,G Herrick,0,3,grass,ST Chase,usopen,4
6464,17,1891,first round,1,5.0,18.0,LR Parker,0,3,grass,F Hovey,usopen,4
6646,18,1891,first round,1,9.0,18.0,J Nichols,0,3,grass,HG Bixby,usopen,4
6827,19,1891,first round,1,15.0,27.0,D Miller,1,3,grass,PS Sears,usopen,4
7006,20,1891,first round,1,12.0,22.0,EW Gould,0,3,grass,W Orcutt,usopen,4
7185,21,1891,first round,1,17.0,20.0,WK Fowler,1,3,grass,HI Wilcox,usopen,4
7364,22,1891,first round,1,15.0,21.0,ES Rushmore,1,3,grass,CR Budlong,usopen,4
7540,23,1891,first round,1,8.0,18.0,GT Scott,0,3,grass,AWS Post,usopen,4
7715,24,1891,first round,1,2.0,18.0,CA Brown,0,3,grass,GF Fearing,usopen,4
7890,25,1891,first round,1,8.0,19.0,DW Candler,0,3,grass,M Smith,usopen,4
8066,26,1891,first round,1,7.0,20.0,BS de Garmendia,0,3,grass,G Brown,usopen,4
8237,27,1891,first round,1,11.0,21.0,GN Notion,0,3,grass,B OConnor,usopen,4
8406,28,1891,first round,1,15.0,22.0,E Stille,1,3,grass,PS Oscanyan,usopen,4
8568,29,1891,first round,1,6.0,18.0,EA Thompson,0,3,grass,T Horton,usopen,4
8730,30,1891,first round,1,11.0,22.0,ES White,1,3,grass,J Clark,usopen,4
8897,31,1891,first round,1,8.0,18.0,AWS Post,0,3,grass,JHF Hunt,usopen,4
52,1,1891,second round,2,28.0,27.0,FLV Hoppin,2,3,grass,H Colby,usopen,4
862,2,1891,second round,2,15.0,24.0,S McCormick,1,3,grass,EL Hall,usopen,4
1529,3,1891,second round,2,8.0,18.0,WV Johnson,0,3,grass,C Hobart,usopen,4
2065,4,1891,second round,2,7.0,18.0,C Bunting,0,3,grass,J Ryerson,usopen,4
2593,5,1891,second round,2,4.0,18.0,WP Jenks,0,3,grass,CT Lee,usopen,4
2995,6,1891,second round,2,3.0,18.0,E Colby,0,3,grass,W Larned,usopen,4
3393,7,1891,second round,2,13.0,20.0,R Stevens,1,3,grass,VG Hall,usopen,4
3788,8,1891,second round,2,16.0,21.0,B Huntington,1,3,grass,ST Chase,usopen,4
4180,9,1891,second round,2,17.0,20.0,HG Bixby,1,3,grass,F Hovey,usopen,4
4469,10,1891,second round,2,18.0,21.0,W Orcutt,1,3,grass,PS Sears,usopen,4
4756,11,1891,second round,2,8.0,18.0,CR Budlong,0,3,grass,HI Wilcox,usopen,4
5046,12,1891,second round,2,16.0,22.0,GF Fearing,1,3,grass,AWS Post,usopen,4
5335,13,1891,second round,2,6.0,18.0,G Brown,0,3,grass,M Smith,usopen,4
5626,14,1891,second round,2,6.0,18.0,PS Oscanyan,0,3,grass,B OConnor,usopen,4
5910,15,1891,second round,2,4.0,18.0,T Horton,0,3,grass,J Clark,usopen,4
54,1,1891,third round,3,10.0,21.0,H Colby,1,3,grass,EL Hall,usopen,4
1530,3,1891,third round,3,8.0,18.0,W Larned,0,3,grass,CT Lee,usopen,4
2066,4,1891,third round,3,15.0,20.0,ST Chase,1,3,grass,VG Hall,usopen,4
2594,5,1891,third round,3,28.0,33.0,PS Sears,2,3,grass,F Hovey,usopen,4
2996,6,1891,third round,3,12.0,18.0,HI Wilcox,1,3,grass,AWS Post,usopen,4
3394,7,1891,third round,3,7.0,18.0,B OConnor,0,3,grass,M Smith,usopen,4
3789,8,1891,third round,3,10.0,18.0,JHF Hunt,0,3,grass,J Clark,usopen,4
51,1,1891,quarterfinals,5,23.0,26.0,EL Hall,1,3,grass,C Hobart,usopen,4
861,2,1891,quarterfinals,5,14.0,18.0,CT Lee,1,3,grass,VG Hall,usopen,4
1528,3,1891,quarterfinals,5,19.0,24.0,AWS Post,2,3,grass,F Hovey,usopen,4
2064,4,1891,quarterfinals,5,5.0,18.0,J Clark,0,3,grass,M Smith,usopen,4
53,1,1891,semifinals,6,8.0,18.0,VG Hall,0,3,grass,C Hobart,usopen,4
863,2,1891,semifinals,6,22.0,22.0,M Smith,2,3,grass,F Hovey,usopen,4
49,1,1891,final,7,22.0,27.0,F Hovey,2,3,grass,C Hobart,usopen,4
8731,30,1892,first round,1,6.0,19.0,EB Stevens,0,3,grass,W McKittrick,usopen,4
8898,31,1892,first round,1,12.0,21.0,HW Cozzens,0,3,grass,KS Green,usopen,4
9064,32,1892,first round,1,26.0,29.0,HG Bixby,2,3,grass,AWS Post,usopen,4
9229,33,1892,first round,1,11.0,18.0,HH Pigott,0,3,grass,BB Manchester,usopen,4
9306,34,1892,first round,1,6.0,18.0,E Stille,0,3,grass,T Horton,usopen,4
58,1,1892,second round,2,10.0,22.0,A Empie Wright,0,3,grass,R Wrenn,usopen,4
866,2,1892,second round,2,21.0,24.0,M Chace,2,3,grass,P Knapp,usopen,4
1533,3,1892,second round,2,23.0,25.0,J Clark,2,3,grass,CR Budlong,usopen,4
2069,4,1892,second round,2,9.0,18.0,GH Pratt,0,3,grass,HD Betts,usopen,4
2596,5,1892,second round,2,17.0,23.0,GT Scott,1,3,grass,RM Thomas,usopen,4
2998,6,1892,second round,2,2.0,18.0,ED Hewins,0,3,grass,M Fielding,usopen,4
3396,7,1892,second round,2,26.0,26.0,CR Wyokoff,2,3,grass,NH Emmons,usopen,4
4181,9,1892,second round,2,6.0,18.0,TP Borden,0,3,grass,R Stevens,usopen,4
4470,10,1892,second round,2,6.0,18.0,EK Rowland,0,3,grass,H McCormick,usopen,4
4757,11,1892,second round,2,15.0,21.0,AN Winslow,0,3,grass,W Ames,usopen,4
5336,13,1892,second round,2,23.0,26.0,S Howland,2,3,grass,A Codman,usopen,4
5627,14,1892,second round,2,4.0,18.0,GS Bryan,0,3,grass,F Hovey,usopen,4
5911,15,1892,second round,2,17.0,24.0,W McKittrick,1,3,grass,HM Billings,usopen,4
6189,16,1892,second round,2,2.0,18.0,KS Green,0,3,grass,AWS Post,usopen,4
6465,17,1892,second round,2,9.0,19.0,BB Manchester,0,3,grass,T Horton,usopen,4
6647,18,1892,second round,2,10.0,18.0,JC Davidson,0,3,grass,EL Hall,usopen,4
6828,19,1892,second round,2,5.0,18.0,GC Thomas,0,3,grass,C Hobart,usopen,4
7007,20,1892,second round,2,9.0,18.0,M Bruce,0,3,grass,C Hubbard,usopen,4
7186,21,1892,second round,2,8.0,18.0,GT Rice,0,3,grass,QA Shaw,usopen,4
7365,22,1892,second round,2,28.0,34.0,DW Candler,2,3,grass,ST Chase,usopen,4
7541,23,1892,second round,2,9.0,19.0,B Huntington,0,3,grass,M Smith,usopen,4
7891,25,1892,second round,2,0.0,18.0,J Ryerson,0,3,grass,H Slocum,usopen,4
8067,26,1892,second round,2,9.0,19.0,GF Fearing,0,3,grass,W Larned,usopen,4
8407,28,1892,second round,2,10.0,18.0,WR Roberts,0,3,grass,WD Goforth,usopen,4
8569,29,1892,second round,2,19.0,23.0,PS Sears,1,3,grass,VG Hall,usopen,4
8732,30,1892,second round,2,9.0,18.0,C Tete,0,3,grass,RN Dana,usopen,4
8899,31,1892,second round,2,15.0,23.0,HE Woodworth,0,3,grass,AB Emmons,usopen,4
9065,32,1892,second round,2,14.0,25.0,WF Metcalfe,1,3,grass,FB Winslow,usopen,4
60,1,1892,third round,3,30.0,37.0,P Knapp,2,3,grass,R Wrenn,usopen,4
868,2,1892,third round,3,7.0,18.0,HD Betts,0,3,grass,CR Budlong,usopen,4
2070,4,1892,third round,3,9.0,19.0,NH Emmons,0,3,grass,G Herrick,usopen,4
2597,5,1892,third round,3,12.0,23.0,H McCormick,1,3,grass,R Stevens,usopen,4
2999,6,1892,third round,3,17.0,24.0,J Nichols,1,3,grass,W Ames,usopen,4
3397,7,1892,third round,3,7.0,18.0,A Codman,0,3,grass,F Hovey,usopen,4
3791,8,1892,third round,3,9.0,19.0,HM Billings,0,3,grass,AWS Post,usopen,4
4182,9,1892,third round,3,8.0,18.0,T Horton,0,3,grass,EL Hall,usopen,4
4471,10,1892,third round,3,4.0,18.0,C Hubbard,0,3,grass,C Hobart,usopen,4
4758,11,1892,third round,3,13.0,20.0,QA Shaw,0,3,grass,ST Chase,usopen,4
5047,12,1892,third round,3,8.0,19.0,W Floyd,0,3,grass,M Smith,usopen,4
5337,13,1892,third round,3,14.0,21.0,H Slocum,1,3,grass,W Larned,usopen,4
5628,14,1892,third round,3,8.0,18.0,WH Barnes,0,3,grass,WD Goforth,usopen,4
5912,15,1892,third round,3,7.0,18.0,RN Dana,0,3,grass,VG Hall,usopen,4
6190,16,1892,third round,3,6.0,18.0,AB Emmons,0,3,grass,FB Winslow,usopen,4
56,1,1892,fourth round,4,11.0,20.0,CR Budlong,0,3,grass,R Wrenn,usopen,4
864,2,1892,fourth round,4,21.0,24.0,G Herrick,2,3,grass,M Fielding,usopen,4
1531,3,1892,fourth round,4,4.0,18.0,W Ames,0,3,grass,R Stevens,usopen,4
2067,4,1892,fourth round,4,13.0,23.0,AWS Post,1,3,grass,F Hovey,usopen,4
2595,5,1892,fourth round,4,23.0,28.0,C Hobart,2,3,grass,EL Hall,usopen,4
2997,6,1892,fourth round,4,26.0,27.0,ST Chase,2,3,grass,M Smith,usopen,4
3395,7,1892,fourth round,4,6.0,18.0,WD Goforth,0,3,grass,W Larned,usopen,4
3790,8,1892,fourth round,4,11.0,18.0,FB Winslow,0,3,grass,VG Hall,usopen,4
57,1,1892,quarterfinals,5,14.0,25.0,M Fielding,1,3,grass,R Wrenn,usopen,4
865,2,1892,quarterfinals,5,5.0,18.0,R Stevens,0,3,grass,F Hovey,usopen,4
1532,3,1892,quarterfinals,5,20.0,23.0,ST Chase,2,3,grass,EL Hall,usopen,4
2068,4,1892,quarterfinals,5,12.0,19.0,VG Hall,0,3,grass,W Larned,usopen,4
59,1,1892,semifinals,6,12.0,19.0,R Wrenn,0,3,grass,F Hovey,usopen,4
867,2,1892,semifinals,6,22.0,24.0,EL Hall,2,3,grass,W Larned,usopen,4
55,1,1892,final,7,7.0,19.0,W Larned,0,3,grass,F Hovey,usopen,4
8068,26,1893,first round,1,6.0,18.0,AW Cobb,0,3,grass,E Colby,usopen,4
8238,27,1893,first round,1,1.0,18.0,EA Wilkie,0,3,grass,OM Bostwick,usopen,4
8408,28,1893,first round,1,8.0,18.0,P Frazer,0,3,grass,JB Read,usopen,4
8733,30,1893,first round,1,16.0,24.0,P Wright,0,3,grass,AWS Post,usopen,4
8900,31,1893,first round,1,3.0,18.0,H Bruen,0,3,grass,J Talmage,usopen,4
9066,32,1893,first round,1,12.0,21.0,ES Rushmore,1,3,grass,DW Candler,usopen,4
9230,33,1893,first round,1,1.0,18.0,A Codman,0,3,grass,FK Ward,usopen,4
9307,34,1893,first round,1,17.0,23.0,AB Emmons,1,3,grass,G Herrick,usopen,4
9383,35,1893,first round,1,22.0,23.0,GC Hetz,2,3,grass,M Bruce,usopen,4
9609,38,1893,first round,1,18.0,27.0,KS Green,2,3,grass,C Bunting,usopen,4
9685,39,1893,first round,1,11.0,18.0,JC Davidson,0,3,grass,W Larned,usopen,4
871,2,1893,second round,2,0.0,18.0,FM Pile,0,3,grass,MR Wright,usopen,4
1536,3,1893,second round,2,1.0,18.0,HH Dickey,0,3,grass,R Wrenn,usopen,4
2599,5,1893,second round,2,9.0,18.0,SVR Thayer,0,3,grass,RC Thomas,usopen,4
3001,6,1893,second round,2,9.0,18.0,HC Clews,0,3,grass,C Tete,usopen,4
3399,7,1893,second round,2,16.0,22.0,H McCormick,1,3,grass,R Stevens,usopen,4
4759,11,1893,second round,2,6.0,18.0,SG Thompson,0,3,grass,D Miller,usopen,4
5338,13,1893,second round,2,9.0,19.0,WHA Willing,0,3,grass,E Colby,usopen,4
5629,14,1893,second round,2,8.0,19.0,OM Bostwick,0,3,grass,JB Read,usopen,4
5913,15,1893,second round,2,18.0,20.0,AWS Post,1,2,grass,H Colby,usopen,4
6191,16,1893,second round,2,13.0,22.0,J Talmage,1,3,grass,DW Candler,usopen,4
6466,17,1893,second round,2,13.0,20.0,G Herrick,1,3,grass,FK Ward,usopen,4
6829,19,1893,second round,2,8.0,18.0,C Bunting,0,3,grass,W Ames,usopen,4
7008,20,1893,second round,2,15.0,20.0,M Chace,1,3,grass,W Larned,usopen,4
7187,21,1893,second round,2,2.0,18.0,NNH Lord,0,3,grass,C Hobart,usopen,4
7366,22,1893,second round,2,7.0,18.0,JA Fowler,0,3,grass,W Parker,usopen,4
7542,23,1893,second round,2,7.0,19.0,GS Bryan,0,3,grass,CR Budlong,usopen,4
7716,24,1893,second round,2,18.0,24.0,SL Smith,0,3,grass,AP Simmonds,usopen,4
7892,25,1893,second round,2,10.0,20.0,QA Shaw,0,3,grass,F Hovey,usopen,4
8069,26,1893,second round,2,2.0,18.0,HS Russell,0,3,grass,AE Foote,usopen,4
8239,27,1893,second round,2,15.0,22.0,J Clark,1,3,grass,CE Sands,usopen,4
8409,28,1893,second round,2,9.0,18.0,J Howland,0,3,grass,EL Hall,usopen,4
8570,29,1893,second round,2,4.0,18.0,HB Bartow,0,3,grass,VG Hall,usopen,4
8901,31,1893,second round,2,11.0,21.0,GT Rice,0,3,grass,F Whitall,usopen,4
9067,32,1893,second round,2,6.0,18.0,GT Rice,0,3,grass,WW Reece,usopen,4
65,1,1893,third round,3,14.0,22.0,GI Willis,1,3,grass,MR Wright,usopen,4
873,2,1893,third round,3,2.0,18.0,S Reed,0,3,grass,R Wrenn,usopen,4
1537,3,1893,third round,3,17.0,18.0,RC Thomas,1,3,grass,C Tete,usopen,4
2073,4,1893,third round,3,4.0,18.0,JS Morris,0,3,grass,R Stevens,usopen,4
2600,5,1893,third round,3,4.0,18.0,HD Cleveland,0,3,grass,ST Chase,usopen,4
3002,6,1893,third round,3,8.0,19.0,HH Pigott,0,3,grass,D Miller,usopen,4
3400,7,1893,third round,3,23.0,29.0,JB Read,1,3,grass,E Colby,usopen,4
3793,8,1893,third round,3,22.0,24.0,H Colby,2,3,grass,DW Candler,usopen,4
4183,9,1893,third round,3,9.0,19.0,M Bruce,0,3,grass,FK Ward,usopen,4
4472,10,1893,third round,3,15.0,24.0,W Ames,0,3,grass,W Larned,usopen,4
4760,11,1893,third round,3,11.0,20.0,W Parker,0,3,grass,C Hobart,usopen,4
5048,12,1893,third round,3,4.0,18.0,AP Simmonds,0,3,grass,CR Budlong,usopen,4
5339,13,1893,third round,3,13.0,22.0,AE Foote,1,3,grass,F Hovey,usopen,4
5630,14,1893,third round,3,23.0,29.0,CE Sands,2,3,grass,EL Hall,usopen,4
5914,15,1893,third round,3,9.0,19.0,E Hewitt,0,3,grass,VG Hall,usopen,4
6192,16,1893,third round,3,22.0,28.0,WW Reece,2,3,grass,F Whitall,usopen,4
62,1,1893,fourth round,4,27.0,30.0,MR Wright,2,3,grass,R Wrenn,usopen,4
869,2,1893,fourth round,4,3.0,18.0,C Tete,0,3,grass,R Stevens,usopen,4
1534,3,1893,fourth round,4,10.0,18.0,D Miller,0,3,grass,ST Chase,usopen,4
2071,4,1893,fourth round,4,9.0,18.0,E Colby,0,3,grass,DW Candler,usopen,4
2598,5,1893,fourth round,4,8.0,18.0,FK Ward,0,3,grass,W Larned,usopen,4
3000,6,1893,fourth round,4,6.0,18.0,CR Budlong,0,3,grass,C Hobart,usopen,4
3398,7,1893,fourth round,4,6.0,18.0,EL Hall,0,3,grass,F Hovey,usopen,4
3792,8,1893,fourth round,4,7.0,18.0,F Whitall,0,3,grass,VG Hall,usopen,4
63,1,1893,quarterfinals,5,11.0,20.0,R Stevens,1,3,grass,R Wrenn,usopen,4
870,2,1893,quarterfinals,5,9.0,18.0,DW Candler,0,3,grass,ST Chase,usopen,4
1535,3,1893,quarterfinals,5,22.0,26.0,W Larned,2,3,grass,C Hobart,usopen,4
2072,4,1893,quarterfinals,5,17.0,25.0,VG Hall,1,3,grass,F Hovey,usopen,4
64,1,1893,semifinals,6,9.0,20.0,ST Chase,0,3,grass,R Wrenn,usopen,4
872,2,1893,semifinals,6,8.0,19.0,C Hobart,0,3,grass,F Hovey,usopen,4
61,1,1893,final,7,18.0,21.0,F Hovey,1,3,grass,R Wrenn,usopen,4
874,2,1894,first round,1,11.0,18.0,HW Warner,1,3,grass,S Thomson,usopen,4
2074,4,1894,first round,1,6.0,18.0,WW Reece,0,3,grass,S Howland,usopen,4
3401,7,1894,first round,1,8.0,19.0,A Thomas,0,3,grass,JB Read,usopen,4
3794,8,1894,first round,1,10.0,18.0,Mantle,0,3,grass,G Crocker,usopen,4
4184,9,1894,first round,1,8.0,18.0,QA Shaw,0,3,grass,AE Foote,usopen,4
4473,10,1894,first round,1,22.0,29.0,GC Hinckley,2,3,grass,J Howland,usopen,4
4761,11,1894,first round,1,4.0,18.0,S Reed,0,3,grass,C Hobart,usopen,4
5049,12,1894,first round,1,8.0,19.0,J Terry,0,3,grass,EP Fischer,usopen,4
5340,13,1894,first round,1,7.0,18.0,E Stille,0,3,grass,AWS Post,usopen,4
5631,14,1894,first round,1,3.0,18.0,R Sands,0,3,grass,F Hovey,usopen,4
6193,16,1894,first round,1,6.0,18.0,R Rowan,0,3,grass,MF Goodbody,usopen,4
6648,18,1894,first round,1,5.0,18.0,HH Dickey,0,3,grass,G Herrick,usopen,4
6830,19,1894,first round,1,7.0,18.0,LE Ware,0,3,grass,GW Lee,usopen,4
7009,20,1894,first round,1,21.0,22.0,EL Hall,2,3,grass,VG Hall,usopen,4
7188,21,1894,first round,1,11.0,18.0,FW Taylor,0,3,grass,RB Cutting,usopen,4
7367,22,1894,first round,1,1.0,18.0,A Codman,0,3,grass,C Neel,usopen,4
7543,23,1894,first round,1,10.0,18.0,OM Bostwick,0,3,grass,W Larned,usopen,4
7717,24,1894,first round,1,12.0,22.0,WC Grant,1,3,grass,NNH Lord,usopen,4
7893,25,1894,first round,1,13.0,19.0,H Kendall,1,3,grass,B Watson,usopen,4
8070,26,1894,first round,1,7.0,18.0,F Donahue,0,3,grass,D Miller,usopen,4
8240,27,1894,first round,1,3.0,18.0,R Hickox,0,3,grass,CE Sands,usopen,4
8410,28,1894,first round,1,2.0,18.0,LJ Grant,0,3,grass,SL Smith,usopen,4
8734,30,1894,first round,1,18.0,24.0,E Wrenn,1,3,grass,AL Williston,usopen,4
8902,31,1894,first round,1,7.0,18.0,F Morgan,0,3,grass,M Chace,usopen,4
68,1,1894,second round,2,21.0,31.0,JC Davidson,2,3,grass,S Thomson,usopen,4
876,2,1894,second round,2,11.0,18.0,S Howland,0,3,grass,W Parker,usopen,4
1539,3,1894,second round,2,5.0,18.0,C Bradley,0,3,grass,C Cragin,usopen,4
2076,4,1894,second round,2,25.0,24.0,G Crocker,2,3,grass,JB Read,usopen,4
2601,5,1894,second round,2,7.0,18.0,J Howland,0,3,grass,AE Foote,usopen,4
3003,6,1894,second round,2,13.0,19.0,EP Fischer,0,3,grass,C Hobart,usopen,4
3402,7,1894,second round,2,5.0,18.0,AWS Post,0,3,grass,F Hovey,usopen,4
3795,8,1894,second round,2,6.0,18.0,G Brown,0,3,grass,MF Goodbody,usopen,4
4185,9,1894,second round,2,8.0,18.0,G Herrick,0,3,grass,R Stevens,usopen,4
4474,10,1894,second round,2,15.0,23.0,GW Lee,1,3,grass,VG Hall,usopen,4
4762,11,1894,second round,2,5.0,18.0,RB Cutting,0,3,grass,C Neel,usopen,4
5050,12,1894,second round,2,3.0,18.0,NNH Lord,0,3,grass,W Larned,usopen,4
5341,13,1894,second round,2,10.0,20.0,B Watson,0,3,grass,D Miller,usopen,4
5632,14,1894,second round,2,12.0,22.0,SL Smith,1,3,grass,CE Sands,usopen,4
5915,15,1894,second round,2,17.0,21.0,W McKittrick,1,3,grass,AL Williston,usopen,4
6194,16,1894,second round,2,16.0,23.0,H Avery,1,3,grass,M Chace,usopen,4
70,1,1894,third round,3,25.0,28.0,W Parker,2,3,grass,S Thomson,usopen,4
878,2,1894,third round,3,18.0,23.0,C Cragin,1,3,grass,JB Read,usopen,4
1540,3,1894,third round,3,13.0,20.0,AE Foote,1,3,grass,C Hobart,usopen,4
2077,4,1894,third round,3,19.0,24.0,F Hovey,2,3,grass,MF Goodbody,usopen,4
2602,5,1894,third round,3,7.0,18.0,VG Hall,0,3,grass,R Stevens,usopen,4
3004,6,1894,third round,3,22.0,23.0,C Neel,2,3,grass,W Larned,usopen,4
3403,7,1894,third round,3,5.0,18.0,D Miller,0,3,grass,CE Sands,usopen,4
3796,8,1894,third round,3,3.0,18.0,AL Williston,0,3,grass,M Chace,usopen,4
67,1,1894,quarterfinals,5,6.0,18.0,S Thomson,0,3,grass,JB Read,usopen,4
875,2,1894,quarterfinals,5,22.0,25.0,C Hobart,2,3,grass,MF Goodbody,usopen,4
1538,3,1894,quarterfinals,5,17.0,24.0,R Stevens,1,3,grass,W Larned,usopen,4
2075,4,1894,quarterfinals,5,12.0,20.0,CE Sands,0,3,grass,M Chace,usopen,4
69,1,1894,semifinals,6,7.0,21.0,JB Read,1,3,grass,MF Goodbody,usopen,4
877,2,1894,semifinals,6,12.0,20.0,M Chace,0,3,grass,W Larned,usopen,4
66,1,1894,final,7,20.0,26.0,W Larned,2,3,grass,MF Goodbody,usopen,4
7894,25,1895,first round,1,16.0,22.0,FM Scudder,1,3,grass,J Talmage,usopen,4
8241,27,1895,first round,1,17.0,25.0,D Davis,1,3,grass,JC Davidson,usopen,4
8411,28,1895,first round,1,14.0,20.0,G Herrick,0,3,grass,F Wise,usopen,4
8571,29,1895,first round,1,7.0,18.0,AS Lewis,0,3,grass,GW Lee,usopen,4
8735,30,1895,first round,1,25.0,25.0,FW Taylor,2,3,grass,JA Hovey,usopen,4
8903,31,1895,first round,1,9.0,18.0,CE Sands,0,3,grass,M Chace,usopen,4
9068,32,1895,first round,1,12.0,19.0,A Jones,0,3,grass,VO Matthews,usopen,4
9231,33,1895,first round,1,6.0,18.0,C Hale,0,3,grass,A Codman,usopen,4
9308,34,1895,first round,1,25.0,28.0,FM Pile,2,3,grass,AP Hawes,usopen,4
9384,35,1895,first round,1,7.0,18.0,WH Barnes,0,3,grass,S Ward,usopen,4
9460,36,1895,first round,1,24.0,27.0,JRB Willing,2,3,grass,J Terry,usopen,4
9535,37,1895,first round,1,5.0,18.0,NNH Lord,0,3,grass,E Wrenn,usopen,4
9610,38,1895,first round,1,17.0,24.0,R Davis,1,3,grass,S Millett,usopen,4
9686,39,1895,first round,1,10.0,19.0,G Beaman,0,3,grass,J Parmly Paret,usopen,4
9755,40,1895,first round,1,6.0,18.0,CW Brooks,0,3,grass,S Howland,usopen,4
9828,41,1895,first round,1,22.0,22.0,W Herrick,2,3,grass,RH Palmer,usopen,4
74,1,1895,second round,2,5.0,18.0,C Bradley,0,3,grass,GC Hinckley,usopen,4
881,2,1895,second round,2,13.0,20.0,CH Hatch,0,3,grass,JW Wear,usopen,4
2080,4,1895,second round,2,15.0,21.0,A Taylor,1,3,grass,M Baker,usopen,4
2604,5,1895,second round,2,16.0,23.0,BS de Garmendia,1,3,grass,S Griffin,usopen,4
3006,6,1895,second round,2,14.0,21.0,WL Jennings,1,3,grass,F Hovey,usopen,4
3405,7,1895,second round,2,16.0,22.0,R Sands,0,3,grass,HB Bartow,usopen,4
3798,8,1895,second round,2,16.0,24.0,J Hobart,1,3,grass,EA Crowninshield,usopen,4
4186,9,1895,second round,2,12.0,21.0,E Stille,1,3,grass,CF Waltz,usopen,4
4475,10,1895,second round,2,4.0,18.0,C Tete,0,3,grass,JDE Jones,usopen,4
4763,11,1895,second round,2,13.0,22.0,H Avery,1,3,grass,C Neel,usopen,4
5051,12,1895,second round,2,13.0,20.0,B Needham,1,3,grass,HC Clews,usopen,4
5342,13,1895,second round,2,12.0,18.0,J Talmage,0,3,grass,EP Fischer,usopen,4
5633,14,1895,second round,2,20.0,25.0,F Wise,2,3,grass,JC Davidson,usopen,4
5916,15,1895,second round,2,6.0,18.0,JA Hovey,0,3,grass,GW Lee,usopen,4
6195,16,1895,second round,2,3.0,18.0,VO Matthews,0,3,grass,M Chace,usopen,4
6467,17,1895,second round,2,7.0,18.0,AP Hawes,0,3,grass,A Codman,usopen,4
6649,18,1895,second round,2,21.0,20.0,J Terry,2,2,grass,S Ward,usopen,4
6831,19,1895,second round,2,9.0,19.0,E Wrenn,0,3,grass,S Millett,usopen,4
7010,20,1895,second round,2,11.0,19.0,J Parmly Paret,0,3,grass,S Howland,usopen,4
7368,22,1895,second round,2,6.0,18.0,SA Cushman,0,3,grass,J Ryerson,usopen,4
7544,23,1895,second round,2,9.0,19.0,CC Stillman,0,3,grass,S Reed,usopen,4
8071,26,1895,second round,2,19.0,24.0,AWS Post,2,3,grass,W Larned,usopen,4
8242,27,1895,second round,2,19.0,24.0,HD Cleveland,2,3,grass,SP Henshaw,usopen,4
8572,29,1895,second round,2,5.0,18.0,WG Herrick,0,3,grass,LE Ware,usopen,4
8736,30,1895,second round,2,9.0,18.0,W Boag,0,3,grass,AL Williston,usopen,4
8904,31,1895,second round,2,12.0,24.0,GL Wrenn,1,3,grass,AE Foote,usopen,4
9069,32,1895,second round,2,8.0,18.0,H Masson,0,3,grass,CA Gould,usopen,4
76,1,1895,third round,3,6.0,18.0,JW Wear,0,3,grass,GC Hinckley,usopen,4
883,2,1895,third round,3,14.0,23.0,M Baker,1,3,grass,SL Smith,usopen,4
1543,3,1895,third round,3,3.0,18.0,S Griffin,0,3,grass,F Hovey,usopen,4
2081,4,1895,third round,3,17.0,22.0,HB Bartow,1,3,grass,EA Crowninshield,usopen,4
2605,5,1895,third round,3,9.0,19.0,CF Waltz,0,3,grass,JDE Jones,usopen,4
3007,6,1895,third round,3,5.0,18.0,HC Clews,0,3,grass,C Neel,usopen,4
3406,7,1895,third round,3,4.0,18.0,JC Davidson,0,3,grass,EP Fischer,usopen,4
3799,8,1895,third round,3,16.0,22.0,GW Lee,0,3,grass,M Chace,usopen,4
4187,9,1895,third round,3,20.0,27.0,A Codman,2,3,grass,J Terry,usopen,4
4476,10,1895,third round,3,14.0,19.0,S Millett,1,3,grass,S Howland,usopen,4
4764,11,1895,third round,3,15.0,21.0,RH Palmer,1,3,grass,J Ryerson,usopen,4
5052,12,1895,third round,3,6.0,18.0,S Reed,0,3,grass,CR Budlong,usopen,4
5343,13,1895,third round,3,5.0,12.0,A Thomson,0,2,grass,W Larned,usopen,4
5634,14,1895,third round,3,6.0,18.0,WH Brown,0,3,grass,SP Henshaw,usopen,4
5917,15,1895,third round,3,6.0,18.0,AL Williston,0,3,grass,LE Ware,usopen,4
6196,16,1895,third round,3,5.0,18.0,CA Gould,0,3,grass,AE Foote,usopen,4
72,1,1895,fourth round,4,21.0,24.0,SL Smith,2,3,grass,GC Hinckley,usopen,4
