,match,year,round,round_number,winner,loser,sets_winner,sets_loser,games_winner,games_loser,surface,tourney_name,tourney_order
1064,3,1957,quarterfinals,5,Lorraine Coghlan,Mary Carter,2.0,1.0,20.0,15.0,grass,ausopen,1
1414,4,1957,quarterfinals,5,Althea Gibson,Loris Southam,2.0,0.0,12.0,4.0,grass,ausopen,1
147,1,1957,semifinals,6,Shirley Fry,Beryl Penrose,2.0,0.0,12.0,7.0,grass,ausopen,1
651,2,1957,semifinals,6,Althea Gibson,Lorraine Coghlan,2.0,0.0,13.0,8.0,grass,ausopen,1
143,1,1957,final,7,Shirley Fry,Althea Gibson,2.0,0.0,12.0,7.0,grass,ausopen,1
149,1,1958,first round,1,Mortimer,McCamley,2.0,0.0,12.0,2.0,grass,ausopen,1
652,2,1958,first round,1,Hellyer,Hopman,2.0,1.0,19.0,15.0,grass,ausopen,1
1066,3,1958,first round,1,Muller,Turner,2.0,0.0,12.0,6.0,grass,ausopen,1
1416,4,1958,first round,1,Hattersley,Tegart,2.0,1.0,16.0,10.0,grass,ausopen,1
1734,5,1958,first round,1,Hawton,Lehane,2.0,0.0,13.0,7.0,grass,ausopen,1
1986,6,1958,first round,1,Fenton,Court,2.0,1.0,16.0,14.0,grass,ausopen,1
2488,8,1958,first round,1,Holstein,Langley,2.0,0.0,12.0,5.0,grass,ausopen,1
2709,9,1958,first round,1,Jones,Thiele,2.0,0.0,15.0,7.0,grass,ausopen,1
2865,10,1958,first round,1,Long,Leonard,2.0,0.0,12.0,5.0,grass,ausopen,1
3021,11,1958,first round,1,Bowden,Roberts,2.0,0.0,12.0,6.0,grass,ausopen,1
3179,12,1958,first round,1,Carter,Duldig,2.0,0.0,16.0,10.0,grass,ausopen,1
3331,13,1958,first round,1,Rayson,Parmenter,2.0,1.0,15.0,9.0,grass,ausopen,1
3483,14,1958,first round,1,McCalman,Ferguson,2.0,0.0,12.0,4.0,grass,ausopen,1
3634,15,1958,first round,1,Marsh,Wells,2.0,0.0,12.0,5.0,grass,ausopen,1
3782,16,1958,first round,1,Coghlan,Shearer,2.0,0.0,12.0,6.0,grass,ausopen,1
151,1,1958,second round,2,Mortimer,Hellyer,2.0,0.0,12.0,2.0,grass,ausopen,1
654,2,1958,second round,2,Muller,Hattersley,2.0,0.0,14.0,7.0,grass,ausopen,1
1068,3,1958,second round,2,Hawton,Fenton,2.0,0.0,12.0,2.0,grass,ausopen,1
1418,4,1958,second round,2,Holstein,Gibson,2.0,0.0,12.0,3.0,grass,ausopen,1
1987,6,1958,second round,2,Carter,Bowden,2.0,0.0,16.0,10.0,grass,ausopen,1
2239,7,1958,second round,2,Rayson,McCalman,2.0,0.0,12.0,8.0,grass,ausopen,1
2489,8,1958,second round,2,Coghlan,Marsh,2.0,0.0,13.0,7.0,grass,ausopen,1
150,1,1958,quarterfinals,5,Angela Mortimer,Fay Muller,2.0,0.0,12.0,3.0,grass,ausopen,1
653,2,1958,quarterfinals,5,Betty Holstein,Mary Hawton,2.0,1.0,19.0,17.0,grass,ausopen,1
1067,3,1958,quarterfinals,5,Mary Carter,Beth Jones,2.0,0.0,14.0,7.0,grass,ausopen,1
1417,4,1958,quarterfinals,5,Lorraine Coghlan,Margot Rayson,2.0,0.0,12.0,4.0,grass,ausopen,1
152,1,1958,semifinals,6,Angela Mortimer,Betty Holstein,2.0,0.0,12.0,3.0,grass,ausopen,1
655,2,1958,semifinals,6,Lorraine Coghlan,Mary Carter,2.0,0.0,12.0,2.0,grass,ausopen,1
148,1,1958,final,7,Angela Mortimer,Lorraine Coghlan,2.0,0.0,12.0,7.0,grass,ausopen,1
154,1,1959,first round,1,S Reynolds,R Lesh,2.0,0.0,12.0,4.0,grass,ausopen,1
656,2,1959,first round,1,J Shearer,K Newcombe,2.0,0.0,13.0,6.0,grass,ausopen,1
1069,3,1959,first round,1,J Lehane,E Court,2.0,0.0,12.0,3.0,grass,ausopen,1
1419,4,1959,first round,1,G Thiele,L Bowden,2.0,0.0,12.0,4.0,grass,ausopen,1
1735,5,1959,first round,1,M Reitano,J OBrien,2.0,0.0,13.0,5.0,grass,ausopen,1
1988,6,1959,first round,1,M Smith,C Astley,2.0,0.0,12.0,2.0,grass,ausopen,1
2240,7,1959,first round,1,B Holstein,F Grant,2.0,1.0,16.0,9.0,grass,ausopen,1
2490,8,1959,first round,1,B Rae,Miller,2.0,0.0,12.0,4.0,grass,ausopen,1
2710,9,1959,first round,1,N Hopman,Y Johnson,2.0,0.0,14.0,9.0,grass,ausopen,1
2866,10,1959,first round,1,M Hawton,Marie Burke,2.0,0.0,12.0,3.0,grass,ausopen,1
3022,11,1959,first round,1,D Robberds,K Le Mercier,2.0,0.0,12.0,3.0,grass,ausopen,1
3180,12,1959,first round,1,L Coghlan,B Tyson,2.0,0.0,12.0,1.0,grass,ausopen,1
3332,13,1959,first round,1,L Turner,J Nitschke,2.0,0.0,12.0,0.0,grass,ausopen,1
3484,14,1959,first round,1,E Duldig,T Long,2.0,0.0,12.0,7.0,grass,ausopen,1
3635,15,1959,first round,1,J Gray,J Tegart,2.0,1.0,14.0,10.0,grass,ausopen,1
3783,16,1959,first round,1,R Schuurman,M Ferguson,2.0,0.0,12.0,2.0,grass,ausopen,1
156,1,1959,second round,2,S Reynolds,J Shearer,2.0,0.0,12.0,4.0,grass,ausopen,1
658,2,1959,second round,2,J Lehane,G Thiele,2.0,0.0,12.0,2.0,grass,ausopen,1
1071,3,1959,second round,2,M Reitano,M Smith,2.0,0.0,13.0,9.0,grass,ausopen,1
1421,4,1959,second round,2,B Rae,B Holstein,2.0,1.0,15.0,10.0,grass,ausopen,1
1736,5,1959,second round,2,M Hawton,N Hopman,2.0,0.0,12.0,0.0,grass,ausopen,1
1989,6,1959,second round,2,L Coghlan,D Robberds,2.0,0.0,12.0,4.0,grass,ausopen,1
2241,7,1959,second round,2,L Turner,E Duldig,2.0,0.0,14.0,8.0,grass,ausopen,1
2491,8,1959,second round,2,R Schuurman,J Gray,2.0,0.0,12.0,4.0,grass,ausopen,1
155,1,1959,quarterfinals,5,Jan Lehane,Sandra Reynolds,2.0,0.0,12.0,7.0,grass,ausopen,1
657,2,1959,quarterfinals,5,Mary Reitano,Beverley Rae,2.0,0.0,14.0,10.0,grass,ausopen,1
1070,3,1959,quarterfinals,5,Mary Hawton,Lorraine Coghlan,2.0,1.0,16.0,10.0,grass,ausopen,1
1420,4,1959,quarterfinals,5,Renee Schuurman,Lesley Turner,2.0,0.0,12.0,2.0,grass,ausopen,1
157,1,1959,semifinals,6,Mary Reitano,Jan Lehane,2.0,0.0,12.0,3.0,grass,ausopen,1
659,2,1959,semifinals,6,Renee Schuurman,Mary Hawton,2.0,0.0,12.0,3.0,grass,ausopen,1
153,1,1959,final,7,Mary Reitano,Renee Schuurman,2.0,0.0,12.0,5.0,grass,ausopen,1
159,1,1960,first round,1,Bueno,Craig,2.0,0.0,12.0,3.0,grass,ausopen,1
660,2,1960,first round,1,Robberds,Thiele,2.0,1.0,16.0,9.0,grass,ausopen,1
1072,3,1960,first round,1,Smith,Linde,2.0,0.0,12.0,1.0,grass,ausopen,1
1422,4,1960,first round,1,Shearer,Ebbern,2.0,1.0,15.0,11.0,grass,ausopen,1
1737,5,1960,first round,1,Carter Reitano,Duff,2.0,0.0,12.0,3.0,grass,ausopen,1
1990,6,1960,first round,1,Schacht,Nitschke,2.0,0.0,12.0,0.0,grass,ausopen,1
2242,7,1960,first round,1,Rae,Harris,2.0,0.0,12.0,5.0,grass,ausopen,1
2492,8,1960,first round,1,Bevis Hawton,Gray,2.0,0.0,12.0,3.0,grass,ausopen,1
2867,10,1960,first round,1,Coghlan,Whitely,2.0,0.0,12.0,4.0,grass,ausopen,1
3023,11,1960,first round,1,Blackman,Hall Hopman,2.0,1.0,15.0,8.0,grass,ausopen,1
3181,12,1960,first round,1,Lehane,McLean,2.0,0.0,12.0,2.0,grass,ausopen,1
3333,13,1960,first round,1,Muller,Astley,2.0,0.0,12.0,1.0,grass,ausopen,1
3485,14,1960,first round,1,Holstein,White,2.0,0.0,12.0,1.0,grass,ausopen,1
3636,15,1960,first round,1,Turner Bowrey,Shipton,2.0,0.0,12.0,1.0,grass,ausopen,1
3784,16,1960,first round,1,Truman,Wicks,2.0,0.0,12.0,3.0,grass,ausopen,1
161,1,1960,second round,2,Bueno,Robberds,2.0,0.0,12.0,1.0,grass,ausopen,1
662,2,1960,second round,2,Smith,Shearer,2.0,0.0,12.0,5.0,grass,ausopen,1
1074,3,1960,second round,2,Carter Reitano,Schacht,2.0,0.0,15.0,11.0,grass,ausopen,1
1424,4,1960,second round,2,Bevis Hawton,Rae,2.0,0.0,12.0,3.0,grass,ausopen,1
1738,5,1960,second round,2,Coghlan,Turner,2.0,0.0,12.0,5.0,grass,ausopen,1
1991,6,1960,second round,2,Lehane,Blackman,2.0,0.0,12.0,2.0,grass,ausopen,1
2243,7,1960,second round,2,Muller,Holstein,2.0,0.0,12.0,5.0,grass,ausopen,1
2493,8,1960,second round,2,Truman,Turner,2.0,1.0,15.0,9.0,grass,ausopen,1
160,1,1960,quarterfinals,5,Margaret Smith,Maria Bueno,2.0,1.0,16.0,15.0,grass,ausopen,1
661,2,1960,quarterfinals,5,Mary Carter Reitano,Mary Bevis Hawton,2.0,0.0,14.0,8.0,grass,ausopen,1
1073,3,1960,quarterfinals,5,Jan Lehane,Lorraine Coghlan,2.0,0.0,12.0,2.0,grass,ausopen,1
1423,4,1960,quarterfinals,5,Christine Truman,Fay Muller,2.0,0.0,12.0,0.0,grass,ausopen,1
162,1,1960,semifinals,6,Margaret Smith,Mary Carter Reitano,2.0,1.0,15.0,13.0,grass,ausopen,1
663,2,1960,semifinals,6,Jan Lehane,Christine Truman,2.0,1.0,17.0,16.0,grass,ausopen,1
158,1,1960,final,7,Margaret Smith,Jan Lehane,2.0,0.0,13.0,7.0,grass,ausopen,1
164,1,1961,first round,1,Wicks,Paterson,2.0,0.0,12.0,1.0,grass,ausopen,1
664,2,1961,first round,1,Rayson,McKee,2.0,1.0,13.0,10.0,grass,ausopen,1
1075,3,1961,first round,1,Pratt,Gibson,2.0,0.0,12.0,2.0,grass,ausopen,1
1425,4,1961,first round,1,Ross,Craig,2.0,0.0,12.0,6.0,grass,ausopen,1
1739,5,1961,first round,1,N Turner,McArthur,2.0,0.0,12.0,2.0,grass,ausopen,1
1992,6,1961,first round,1,Ebbern,Cox,2.0,0.0,12.0,3.0,grass,ausopen,1
2244,7,1961,first round,1,Southam,Plaisted,2.0,1.0,16.0,12.0,grass,ausopen,1
2494,8,1961,first round,1,Robberds,Hicks,2.0,0.0,12.0,3.0,grass,ausopen,1
2711,9,1961,first round,1,Schacht,Slattery,2.0,0.0,12.0,1.0,grass,ausopen,1
2868,10,1961,first round,1,Bevis Hawton,Buck,2.0,0.0,12.0,3.0,grass,ausopen,1
3024,11,1961,first round,1,Thiele,Ockerby,2.0,0.0,12.0,4.0,grass,ausopen,1
3182,12,1961,first round,1,Blackman,Duldig,2.0,0.0,12.0,6.0,grass,ausopen,1
166,1,1961,second round,2,Smith,McLean,2.0,0.0,12.0,0.0,grass,ausopen,1
666,2,1961,second round,2,Whitely,Astley,2.0,1.0,18.0,8.0,grass,ausopen,1
1077,3,1961,second round,2,Rae,Toyne,2.0,0.0,13.0,7.0,grass,ausopen,1
1427,4,1961,second round,2,Dening,Hall Hopman,2.0,0.0,12.0,2.0,grass,ausopen,1
1740,5,1961,second round,2,L Turner,Robinson,2.0,0.0,12.0,5.0,grass,ausopen,1
1993,6,1961,second round,2,Wicks,Rayson,2.0,1.0,15.0,15.0,grass,ausopen,1
2245,7,1961,second round,2,Pratt,Ross,2.0,0.0,12.0,7.0,grass,ausopen,1
2495,8,1961,second round,2,Ebbern,N Turner,2.0,0.0,12.0,4.0,grass,ausopen,1
2712,9,1961,second round,2,Robberds,Southam,2.0,0.0,12.0,8.0,grass,ausopen,1
2869,10,1961,second round,2,Bevis Hawton,Schacht,2.0,0.0,12.0,5.0,grass,ausopen,1
3025,11,1961,second round,2,Blackman,Thiele,2.0,0.0,14.0,10.0,grass,ausopen,1
3183,12,1961,second round,2,Carter Reitano,Lesh,2.0,0.0,12.0,6.0,grass,ausopen,1
3334,13,1961,second round,2,Tegart,Gugeri,2.0,0.0,12.0,2.0,grass,ausopen,1
3486,14,1961,second round,2,Coghlan,Toohey,2.0,0.0,12.0,4.0,grass,ausopen,1
3637,15,1961,second round,2,Shipton,Harris,2.0,1.0,16.0,11.0,grass,ausopen,1
3785,16,1961,second round,2,Lehane,Marie Burke,2.0,0.0,12.0,0.0,grass,ausopen,1
168,1,1961,third round,3,Smith,Whitely,2.0,0.0,12.0,6.0,grass,ausopen,1
668,2,1961,third round,3,Dening,Rae,2.0,1.0,15.0,9.0,grass,ausopen,1
1428,4,1961,third round,3,Ebbern,Pratt,2.0,1.0,15.0,14.0,grass,ausopen,1
1741,5,1961,third round,3,Bevis Hawton,Robberds,2.0,1.0,16.0,8.0,grass,ausopen,1
1994,6,1961,third round,3,Carter Reitano,Blackman,2.0,1.0,18.0,15.0,grass,ausopen,1
2246,7,1961,third round,3,Coghlan,Tegart,2.0,1.0,18.0,16.0,grass,ausopen,1
2496,8,1961,third round,3,Lehane,Shipton,2.0,0.0,12.0,3.0,grass,ausopen,1
165,1,1961,quarterfinals,5,Margaret Smith,Kaye Dening,2.0,0.0,12.0,7.0,grass,ausopen,1
665,2,1961,quarterfinals,5,Robyn Ebbern,Val Wicks,2.0,0.0,12.0,6.0,grass,ausopen,1
1076,3,1961,quarterfinals,5,Mary Carter Reitano,Mary Bevis Hawton,2.0,0.0,12.0,6.0,grass,ausopen,1
1426,4,1961,quarterfinals,5,Jan Lehane,Lorraine Coghlan,2.0,0.0,12.0,4.0,grass,ausopen,1
167,1,1961,semifinals,6,Margaret Smith,Robyn Ebbern,2.0,0.0,12.0,2.0,grass,ausopen,1
667,2,1961,semifinals,6,Jan Lehane,Mary Carter Reitano,2.0,1.0,16.0,10.0,grass,ausopen,1
163,1,1961,final,7,Margaret Smith,Jan Lehane,2.0,0.0,12.0,5.0,grass,ausopen,1
170,1,1962,first round,1,Robinson,McClenaughan,2.0,0.0,12.0,7.0,grass,ausopen,1
669,2,1962,first round,1,Fenton,Wrench,2.0,0.0,12.0,5.0,grass,ausopen,1
1078,3,1962,first round,1,Thiele,Sherriff,2.0,0.0,12.0,5.0,grass,ausopen,1
1429,4,1962,first round,1,Bellamy,Paterson,2.0,1.0,19.0,15.0,grass,ausopen,1
1742,5,1962,first round,1,McLean,Thomas,2.0,0.0,12.0,6.0,grass,ausopen,1
1995,6,1962,first round,1,Hopman,Easy,2.0,0.0,14.0,9.0,grass,ausopen,1
2247,7,1962,first round,1,Harris,Gibson,2.0,1.0,16.0,13.0,grass,ausopen,1
2497,8,1962,first round,1,Ross,Sherriff,2.0,0.0,12.0,4.0,grass,ausopen,1
2713,9,1962,first round,1,Starr,Melrose,2.0,0.0,12.0,2.0,grass,ausopen,1
2870,10,1962,first round,1,Newman,Don,2.0,1.0,17.0,14.0,grass,ausopen,1
3026,11,1962,first round,1,Trewby,Schofield,2.0,0.0,12.0,2.0,grass,ausopen,1
3184,12,1962,first round,1,Plummer,Pinch,2.0,0.0,13.0,8.0,grass,ausopen,1
3335,13,1962,first round,1,Dening,Craig,2.0,0.0,12.0,8.0,grass,ausopen,1
3487,14,1962,first round,1,Wicks,Blackburne,2.0,0.0,12.0,2.0,grass,ausopen,1
3638,15,1962,first round,1,Plaisted,ONeill,2.0,0.0,12.0,8.0,grass,ausopen,1
3786,16,1962,first round,1,Toohey,Searston,2.0,0.0,12.0,5.0,grass,ausopen,1
172,1,1962,second round,2,Smith,Robinson,2.0,0.0,12.0,2.0,grass,ausopen,1
671,2,1962,second round,2,Fenton,Whitely,2.0,0.0,15.0,11.0,grass,ausopen,1
1080,3,1962,second round,2,Ebbern,Thiele,2.0,0.0,12.0,6.0,grass,ausopen,1
1431,4,1962,second round,2,Tegart,Bellamy,2.0,0.0,12.0,6.0,grass,ausopen,1
1743,5,1962,second round,2,Ramirez,McLean,2.0,0.0,12.0,1.0,grass,ausopen,1
1996,6,1962,second round,2,Blackman,Hopman,2.0,0.0,12.0,4.0,grass,ausopen,1
2248,7,1962,second round,2,Schacht,Harris,2.0,0.0,12.0,4.0,grass,ausopen,1
2498,8,1962,second round,2,Marsh,Ross,2.0,0.0,12.0,6.0,grass,ausopen,1
2714,9,1962,second round,2,Coghlan,Starr,2.0,0.0,15.0,11.0,grass,ausopen,1
2871,10,1962,second round,2,Reitano,Newman,2.0,1.0,16.0,13.0,grass,ausopen,1
3027,11,1962,second round,2,Toyne,Trewby,2.0,1.0,14.0,12.0,grass,ausopen,1
3185,12,1962,second round,2,Turner,Plummer,2.0,0.0,12.0,0.0,grass,ausopen,1
3336,13,1962,second round,2,Hawton,Dening,2.0,1.0,12.0,13.0,grass,ausopen,1
3488,14,1962,second round,2,Lehane,Wicks,2.0,0.0,14.0,7.0,grass,ausopen,1
3639,15,1962,second round,2,Rae,Plaisted,2.0,0.0,12.0,6.0,grass,ausopen,1
3787,16,1962,second round,2,Hard,Toohey,2.0,0.0,12.0,3.0,grass,ausopen,1
174,1,1962,third round,3,Smith,Fenton,2.0,0.0,12.0,2.0,grass,ausopen,1
673,2,1962,third round,3,Tegart,Ebbern,2.0,0.0,13.0,9.0,grass,ausopen,1
1081,3,1962,third round,3,Ramirez,Blackman,2.0,0.0,14.0,8.0,grass,ausopen,1
1432,4,1962,third round,3,Marsh,Schacht,2.0,1.0,20.0,17.0,grass,ausopen,1
1744,5,1962,third round,3,Reitano,Coghlan,2.0,0.0,12.0,4.0,grass,ausopen,1
1997,6,1962,third round,3,Turner,Toyne,2.0,1.0,17.0,11.0,grass,ausopen,1
2249,7,1962,third round,3,Lehane,Hawton,2.0,0.0,12.0,1.0,grass,ausopen,1
2499,8,1962,third round,3,Hard,Rae,2.0,0.0,12.0,5.0,grass,ausopen,1
171,1,1962,quarterfinals,5,Margaret Smith,Judy Tegart,2.0,0.0,13.0,7.0,grass,ausopen,1
670,2,1962,quarterfinals,5,Yola Ramirez,Norma Marsh,2.0,1.0,17.0,10.0,grass,ausopen,1
1079,3,1962,quarterfinals,5,Mary Reitano,Lesley Turner,2.0,1.0,13.0,9.0,grass,ausopen,1
1430,4,1962,quarterfinals,5,Jan Lehane,Darlene Hard,2.0,0.0,13.0,9.0,grass,ausopen,1
173,1,1962,semifinals,6,Margaret Smith,Yola Ramirez,2.0,0.0,12.0,3.0,grass,ausopen,1
672,2,1962,semifinals,6,Jan Lehane,Mary Reitano,2.0,1.0,14.0,12.0,grass,ausopen,1
169,1,1962,final,7,Margaret Smith,Jan Lehane,2.0,0.0,12.0,2.0,grass,ausopen,1
176,1,1963,first round,1,Ebbern,Easy,2.0,0.0,13.0,8.0,grass,ausopen,1
674,2,1963,first round,1,Begbie,Wicks,2.0,1.0,17.0,11.0,grass,ausopen,1
1082,3,1963,first round,1,Toohey,Boucaut,2.0,0.0,12.0,2.0,grass,ausopen,1
1433,4,1963,first round,1,McClenaughan,Hart,2.0,1.0,14.0,9.0,grass,ausopen,1
1745,5,1963,first round,1,Bevis Hawton,Paterson,2.0,0.0,12.0,5.0,grass,ausopen,1
1998,6,1963,first round,1,Don,Serrurier,2.0,0.0,12.0,4.0,grass,ausopen,1
2250,7,1963,first round,1,Harris,Pinch,2.0,0.0,12.0,3.0,grass,ausopen,1
178,1,1963,second round,2,Smith,Ebbern,2.0,0.0,12.0,0.0,grass,ausopen,1
676,2,1963,second round,2,Gibson,Muller,2.0,0.0,14.0,8.0,grass,ausopen,1
1084,3,1963,second round,2,Bentley,Schacht,2.0,0.0,12.0,4.0,grass,ausopen,1
1435,4,1963,second round,2,A Jenkins,Marsh,2.0,1.0,16.0,16.0,grass,ausopen,1
2251,7,1963,second round,2,Ebbern,Toohey,2.0,1.0,15.0,9.0,grass,ausopen,1
2500,8,1963,second round,2,Blackman,Nette,2.0,0.0,12.0,2.0,grass,ausopen,1
2715,9,1963,second round,2,Ross,Plaisted,2.0,0.0,15.0,8.0,grass,ausopen,1
2872,10,1963,second round,2,Schacht,McClenaughan,2.0,0.0,12.0,6.0,grass,ausopen,1
3028,11,1963,second round,2,Sherriff,Tegart,2.0,0.0,12.0,4.0,grass,ausopen,1
3186,12,1963,second round,2,Lehane,Bevis Hawton,2.0,0.0,12.0,2.0,grass,ausopen,1
3337,13,1963,second round,2,Toyne,Newman,1.0,1.0,9.0,8.0,grass,ausopen,1
3489,14,1963,second round,2,Starkie,Don,2.0,0.0,12.0,5.0,grass,ausopen,1
3788,16,1963,second round,2,Turner,Harris,2.0,0.0,12.0,5.0,grass,ausopen,1
180,1,1963,third round,3,Smith,Gibson,2.0,0.0,12.0,5.0,grass,ausopen,1
678,2,1963,third round,3,Bentley,A Jenkins,2.0,0.0,15.0,8.0,grass,ausopen,1
1085,3,1963,third round,3,Dening,Begbie,2.0,1.0,16.0,10.0,grass,ausopen,1
1436,4,1963,third round,3,Ebbern,Blackman,2.0,0.0,12.0,6.0,grass,ausopen,1
1746,5,1963,third round,3,Schacht,Ross,2.0,0.0,12.0,4.0,grass,ausopen,1
1999,6,1963,third round,3,Lehane,Sherriff,2.0,0.0,12.0,3.0,grass,ausopen,1
2252,7,1963,third round,3,Starkie,Newman,2.0,1.0,15.0,9.0,grass,ausopen,1
2501,8,1963,third round,3,Turner,Melville,2.0,0.0,12.0,3.0,grass,ausopen,1
177,1,1963,quarterfinals,5,Margaret Smith,Rita Bentley,2.0,0.0,12.0,4.0,grass,ausopen,1
675,2,1963,quarterfinals,5,Robyn Ebbern,Kaye Dening,2.0,0.0,12.0,6.0,grass,ausopen,1
1083,3,1963,quarterfinals,5,Jan Lehane,Madonna Schacht,2.0,0.0,12.0,5.0,grass,ausopen,1
1434,4,1963,quarterfinals,5,Lesley Turner,Elizabeth Starkie,2.0,1.0,13.0,10.0,grass,ausopen,1
179,1,1963,semifinals,6,Margaret Smith,Robyn Ebbern,2.0,0.0,12.0,4.0,grass,ausopen,1
677,2,1963,semifinals,6,Jan Lehane,Lesley Turner,2.0,1.0,17.0,12.0,grass,ausopen,1
175,1,1963,final,7,Margaret Smith,Jan Lehane,2.0,0.0,12.0,4.0,grass,ausopen,1
182,1,1964,first round,1,Hawton,Krantzcke,2.0,0.0,12.0,6.0,grass,ausopen,1
679,2,1964,first round,1,Schacht,Boucaut,2.0,0.0,12.0,1.0,grass,ausopen,1
1086,3,1964,first round,1,Whitely,Sherriff,2.0,0.0,12.0,3.0,grass,ausopen,1
1437,4,1964,first round,1,Melville,Van Haren,2.0,0.0,12.0,6.0,grass,ausopen,1
1747,5,1964,first round,1,Dening,Bentley,2.0,1.0,14.0,10.0,grass,ausopen,1
2000,6,1964,first round,1,Gourlay,Starr,2.0,1.0,15.0,9.0,grass,ausopen,1
2253,7,1964,first round,1,Sherriff,Toyne,2.0,0.0,12.0,1.0,grass,ausopen,1
2502,8,1964,first round,1,Gibson,Miyagi,2.0,0.0,13.0,7.0,grass,ausopen,1
2716,9,1964,first round,1,Jenkins,Turner,2.0,1.0,17.0,14.0,grass,ausopen,1
2873,10,1964,first round,1,Blackman,Bellamy,2.0,0.0,12.0,4.0,grass,ausopen,1
3029,11,1964,first round,1,Kynaston,Eastburn,2.0,0.0,12.0,4.0,grass,ausopen,1
184,1,1964,second round,2,Smith,Hawton,2.0,0.0,12.0,1.0,grass,ausopen,1
681,2,1964,second round,2,Schacht,Whitely,2.0,1.0,17.0,15.0,grass,ausopen,1
1088,3,1964,second round,2,Lehane,Melville,2.0,0.0,12.0,2.0,grass,ausopen,1
1439,4,1964,second round,2,Gourlay,Dening,2.0,0.0,12.0,8.0,grass,ausopen,1
1748,5,1964,second round,2,Tegart,Sherriff,2.0,1.0,15.0,11.0,grass,ausopen,1
2001,6,1964,second round,2,Ebbern,Gibson,2.0,1.0,18.0,16.0,grass,ausopen,1
2254,7,1964,second round,2,Blackman,Jenkins,2.0,0.0,12.0,6.0,grass,ausopen,1
2503,8,1964,second round,2,Turner,Kynaston,2.0,0.0,12.0,3.0,grass,ausopen,1
183,1,1964,quarterfinals,5,Margaret Smith,Madonna Schacht,2.0,1.0,16.0,8.0,grass,ausopen,1
680,2,1964,quarterfinals,5,Jan Lehane,Helen Gourlay,2.0,0.0,12.0,2.0,grass,ausopen,1
1087,3,1964,quarterfinals,5,Robyn Ebbern,Judy Tegart,2.0,0.0,12.0,6.0,grass,ausopen,1
1438,4,1964,quarterfinals,5,Lesley Turner,Jill Blackman,2.0,0.0,12.0,4.0,grass,ausopen,1
185,1,1964,semifinals,6,Margaret Smith,Jan Lehane,2.0,0.0,12.0,6.0,grass,ausopen,1
682,2,1964,semifinals,6,Lesley Turner,Robyn Ebbern,2.0,0.0,12.0,4.0,grass,ausopen,1
181,1,1964,final,7,Margaret Smith,Lesley Turner,2.0,0.0,12.0,5.0,grass,ausopen,1
187,1,1965,first round,1,A Jenkins,Marriott,2.0,0.0,12.0,7.0,grass,ausopen,1
683,2,1965,first round,1,Baylon,Lesh,2.0,1.0,16.0,9.0,grass,ausopen,1
1089,3,1965,first round,1,Pratt,Kuromatsu,2.0,0.0,12.0,3.0,grass,ausopen,1
1440,4,1965,first round,1,Durr,Dening,2.0,0.0,12.0,1.0,grass,ausopen,1
1749,5,1965,first round,1,Pericoli,Vukovich,2.0,1.0,18.0,13.0,grass,ausopen,1
2002,6,1965,first round,1,Kynaston,Matsumori,2.0,0.0,12.0,2.0,grass,ausopen,1
2255,7,1965,first round,1,Melville,Schildknecht,2.0,0.0,18.0,14.0,grass,ausopen,1
2504,8,1965,first round,1,Krantzcke,Schwartz,2.0,0.0,14.0,7.0,grass,ausopen,1
2717,9,1965,first round,1,Truman,Rae,2.0,0.0,12.0,3.0,grass,ausopen,1
2874,10,1965,first round,1,Terry,Somoza,2.0,1.0,21.0,19.0,grass,ausopen,1
3030,11,1965,first round,1,Starr,Niessen,2.0,1.0,14.0,8.0,grass,ausopen,1
3187,12,1965,first round,1,Hawton,Nette,2.0,1.0,16.0,14.0,grass,ausopen,1
3338,13,1965,first round,1,Whitely,Allan,2.0,1.0,17.0,14.0,grass,ausopen,1
3490,14,1965,first round,1,Van Zyl,Harris,2.0,0.0,13.0,7.0,grass,ausopen,1
3640,15,1965,first round,1,Southcombe,Trewby,2.0,0.0,12.0,8.0,grass,ausopen,1
3789,16,1965,first round,1,MorrisonDavy,Obata,2.0,0.0,12.0,3.0,grass,ausopen,1
3922,17,1965,first round,1,Keller,Twitt,2.0,0.0,12.0,7.0,grass,ausopen,1
4000,18,1965,first round,1,Darmon,Hunt,2.0,0.0,13.0,6.0,grass,ausopen,1
4078,19,1965,first round,1,Lieffrig,Schacht,2.0,0.0,12.0,6.0,grass,ausopen,1
4156,20,1965,first round,1,Begbie,Gordigiani,2.0,0.0,12.0,8.0,grass,ausopen,1
189,1,1965,second round,2,Smith,A Jenkins,2.0,0.0,12.0,1.0,grass,ausopen,1
685,2,1965,second round,2,Baylon,Pratt,2.0,0.0,12.0,3.0,grass,ausopen,1
1091,3,1965,second round,2,Durr,Jones,2.0,0.0,12.0,3.0,grass,ausopen,1
1750,5,1965,second round,2,Moffitt,Kynaston,2.0,0.0,12.0,5.0,grass,ausopen,1
2003,6,1965,second round,2,Melville,Sherriff,2.0,0.0,16.0,12.0,grass,ausopen,1
2256,7,1965,second round,2,Ebbern,Krantzcke,2.0,0.0,15.0,9.0,grass,ausopen,1
2505,8,1965,second round,2,Truman,Terry,2.0,0.0,12.0,4.0,grass,ausopen,1
2718,9,1965,second round,2,Starr,Schacht,2.0,1.0,16.0,15.0,grass,ausopen,1
