,match,year,round,round_number,winner,loser,sets_winner,sets_loser,games_winner,games_loser,surface,tourney_name,tourney_order
308,1,1978,semifinals,6,Pam Shriver,Martina Navratilova,2.0,0.0,14.0,12.0,hard,usopen,4
810,2,1978,semifinals,6,Chris Evert,Wendy Turnbull,2.0,0.0,12.0,3.0,hard,usopen,4
303,1,1978,final,7,Chris Evert,Pam Shriver,2.0,0.0,13.0,9.0,hard,usopen,4
311,1,1979,first round,1,Chris Evert,Iris Riedel,2.0,0.0,12.0,0.0,hard,usopen,4
812,2,1979,first round,1,Renee Richards,Mary Carillo,2.0,0.0,13.0,8.0,hard,usopen,4
1183,3,1979,first round,1,Sherry Acker,Dana Gilbert,2.0,0.0,12.0,6.0,hard,usopen,4
1510,4,1979,first round,1,Kelly Henry,Emilse Raponi,2.0,0.0,12.0,7.0,hard,usopen,4
1750,5,1979,first round,1,Julie Harrington,Pam Shriver,2.0,0.0,12.0,5.0,hard,usopen,4
1949,6,1979,first round,1,Jeanne DuVall,Bettina Bunge,2.0,0.0,13.0,9.0,hard,usopen,4
2149,7,1979,first round,1,Trey Lewis,Renee Blount,2.0,1.0,18.0,17.0,hard,usopen,4
2348,8,1979,first round,1,Evonne Goolagong,Kay McDaniel,2.0,1.0,18.0,15.0,hard,usopen,4
2537,9,1979,first round,1,Virginia Wade,Paula Smith,2.0,0.0,12.0,6.0,hard,usopen,4
2685,10,1979,first round,1,Diane Morrison,Linda Siegel,2.0,0.0,12.0,1.0,hard,usopen,4
2833,11,1979,first round,1,Barbara Jordan,Susan Mascarin,2.0,0.0,12.0,3.0,hard,usopen,4
2981,12,1979,first round,1,Mima Jausovec,Elly Vessies,2.0,1.0,18.0,11.0,hard,usopen,4
3127,13,1979,first round,1,Billie Jean King,Zenda Liess,2.0,0.0,13.0,8.0,hard,usopen,4
3273,14,1979,first round,1,Tanya Harford,Marita Redondo,2.0,0.0,13.0,7.0,hard,usopen,4
3421,15,1979,first round,1,Kathy May Teacher,Heather Ludloff,2.0,0.0,13.0,7.0,hard,usopen,4
3568,16,1979,first round,1,Wendy Turnbull,Marie Neumannova Pinterova,2.0,1.0,16.0,13.0,hard,usopen,4
3705,17,1979,first round,1,Dianne Fromholtz,Diane Evers,2.0,0.0,12.0,5.0,hard,usopen,4
3801,18,1979,first round,1,Leslie Allen,Sandy Collins,2.0,0.0,12.0,7.0,hard,usopen,4
3897,19,1979,first round,1,Sylvia Hanika,Betsy Nagelsen,2.0,1.0,13.0,11.0,hard,usopen,4
3992,20,1979,first round,1,,,,,,,,usopen,4
4088,21,1979,first round,1,Kathy Jordan,BettyAnn Stuart,2.0,0.0,12.0,4.0,hard,usopen,4
4184,22,1979,first round,1,Florenta Mihai,Mimmi Wikstedt,2.0,0.0,13.0,8.0,hard,usopen,4
4280,23,1979,first round,1,Kate Latham,Pam Teeguarden,2.0,0.0,12.0,6.0,hard,usopen,4
4376,24,1979,first round,1,Tracy Austin,Ivanna Madruga,2.0,0.0,12.0,4.0,hard,usopen,4
4472,25,1979,first round,1,Kerry Melville Reid,Rosemary Casals,2.0,0.0,12.0,3.0,hard,usopen,4
4568,26,1979,first round,1,Ilana Kloss,Cynthia Doerner,2.0,1.0,15.0,14.0,hard,usopen,4
4664,27,1979,first round,1,Anne Smith,Gail Lovera,2.0,0.0,12.0,5.0,hard,usopen,4
4760,28,1979,first round,1,Barbara Potter,Diane Desfor,2.0,0.0,12.0,7.0,hard,usopen,4
4856,29,1979,first round,1,Rosalyn Fairbank,Marcie Louie,2.0,1.0,16.0,10.0,hard,usopen,4
4951,30,1979,first round,1,Terry Holladay,Sharon Walsh,2.0,0.0,12.0,5.0,hard,usopen,4
5046,31,1979,first round,1,Hana Mandlikova,Francoise Durr,2.0,0.0,12.0,2.0,hard,usopen,4
5142,32,1979,first round,1,Alycia Moulton,Brigitte Cuypers,2.0,1.0,17.0,14.0,hard,usopen,4
314,1,1979,second round,2,Evert,JoAnne Russell,2.0,0.0,12.0,2.0,hard,usopen,4
815,2,1979,second round,2,Richards,Yvonne Vermaak,2.0,1.0,14.0,12.0,hard,usopen,4
1185,3,1979,second round,2,Acker,Lele Forood,2.0,1.0,16.0,15.0,hard,usopen,4
1513,4,1979,second round,2,Henry,Betty Stove,2.0,0.0,11.0,7.0,hard,usopen,4
1752,5,1979,second round,2,Harrington,Peanut Louie Harper,2.0,0.0,12.0,4.0,hard,usopen,4
1951,6,1979,second round,2,DuVall,Nancy Yeargin,2.0,0.0,12.0,2.0,hard,usopen,4
2151,7,1979,second round,2,Sabina Simmonds,Lewis,2.0,0.0,14.0,12.0,hard,usopen,4
2350,8,1979,second round,2,Goolagong,Rayni Fox,2.0,0.0,12.0,5.0,hard,usopen,4
2538,9,1979,second round,2,Wade,Janet Newberry,2.0,0.0,12.0,5.0,hard,usopen,4
2686,10,1979,second round,2,Morrison,Amanda Tobin,2.0,0.0,12.0,4.0,hard,usopen,4
2834,11,1979,second round,2,B Jordan,Julie Anthony,2.0,0.0,13.0,9.0,hard,usopen,4
2982,12,1979,second round,2,Regina Marsikova,Jausovec,2.0,0.0,12.0,6.0,hard,usopen,4
3128,13,1979,second round,2,King,Chris ONeil,2.0,0.0,12.0,3.0,hard,usopen,4
3274,14,1979,second round,2,Stacy Margolin,Harford,2.0,0.0,12.0,4.0,hard,usopen,4
3422,15,1979,second round,2,May Teacher,Daniela Porzio,2.0,0.0,12.0,3.0,hard,usopen,4
3569,16,1979,second round,2,Turnbull,AnnaMaria Fernandez,2.0,0.0,12.0,6.0,hard,usopen,4
3706,17,1979,second round,2,Fromholtz,Kathy Horvath,2.0,0.0,13.0,8.0,hard,usopen,4
3802,18,1979,second round,2,Allen,Ruta Gerulaitis,2.0,0.0,13.0,10.0,hard,usopen,4
3898,19,1979,second round,2,Hanika,Lea Antonoplis,2.0,1.0,18.0,13.0,hard,usopen,4
3993,20,1979,second round,2,Kiyomura,Beth Norton,2.0,0.0,9.0,5.0,hard,usopen,4
4089,21,1979,second round,2,K Jordan,Andrea Whitmore,2.0,1.0,17.0,11.0,hard,usopen,4
4185,22,1979,second round,2,Wendy White,Mihai,1.0,1.0,7.0,7.0,hard,usopen,4
4281,23,1979,second round,2,Latham,Karen Hantze Susman,2.0,1.0,18.0,13.0,hard,usopen,4
4377,24,1979,second round,2,Austin,Andrea Jaeger,2.0,0.0,12.0,4.0,hard,usopen,4
4473,25,1979,second round,2,Melville Reid,Anne Hobbs,2.0,0.0,12.0,4.0,hard,usopen,4
4569,26,1979,second round,2,MaryLou Piatek,Kloss,2.0,0.0,12.0,5.0,hard,usopen,4
4665,27,1979,second round,2,A Smith,Renata Tomanova,2.0,0.0,12.0,6.0,hard,usopen,4
4761,28,1979,second round,2,Potter,Sue Barker,2.0,1.0,16.0,9.0,hard,usopen,4
4857,29,1979,second round,2,Greer Stevens,Fairbank,2.0,1.0,15.0,8.0,hard,usopen,4
4952,30,1979,second round,2,Holladay,Barbara Hallquist,2.0,1.0,16.0,12.0,hard,usopen,4
5047,31,1979,second round,2,Caroline Stoll,Mandlikova,2.0,0.0,13.0,10.0,hard,usopen,4
5143,32,1979,second round,2,Martina Navratilova,Moulton,2.0,0.0,12.0,4.0,hard,usopen,4
316,1,1979,third round,3,Evert,Richards,2.0,0.0,12.0,3.0,hard,usopen,4
817,2,1979,third round,3,Acker,Henry,2.0,0.0,12.0,5.0,hard,usopen,4
1186,3,1979,third round,3,DuVall,Harrington,2.0,1.0,15.0,12.0,hard,usopen,4
1514,4,1979,third round,3,Goolagong,Simmonds,2.0,0.0,13.0,6.0,hard,usopen,4
1753,5,1979,third round,3,Wade,Morrison,2.0,0.0,13.0,7.0,hard,usopen,4
1952,6,1979,third round,3,Marsikova,B Jordan,2.0,1.0,16.0,11.0,hard,usopen,4
2152,7,1979,third round,3,King,Margolin,2.0,0.0,12.0,6.0,hard,usopen,4
2351,8,1979,third round,3,May Teacher,Turnbull,2.0,0.0,13.0,7.0,hard,usopen,4
2539,9,1979,third round,3,Fromholtz,Allen,2.0,1.0,18.0,12.0,hard,usopen,4
2687,10,1979,third round,3,,,,,,,,usopen,4
2835,11,1979,third round,3,K Jordan,White,2.0,0.0,12.0,3.0,hard,usopen,4
2983,12,1979,third round,3,Austin,Latham,2.0,0.0,12.0,3.0,hard,usopen,4
3129,13,1979,third round,3,Melville Reid,Piatek,2.0,1.0,16.0,13.0,hard,usopen,4
3275,14,1979,third round,3,A Smith,Potter,2.0,1.0,15.0,14.0,hard,usopen,4
3423,15,1979,third round,3,Stevens,Holladay,2.0,0.0,12.0,4.0,hard,usopen,4
3570,16,1979,third round,3,Navratilova,Stoll,2.0,0.0,12.0,4.0,hard,usopen,4
312,1,1979,fourth round,4,Evert,Acker,2.0,1.0,16.0,8.0,hard,usopen,4
813,2,1979,fourth round,4,Goolagong,DuVall,2.0,1.0,15.0,9.0,hard,usopen,4
1511,4,1979,fourth round,4,King,May Teacher,2.0,0.0,12.0,3.0,hard,usopen,4
1751,5,1979,fourth round,4,Hanika,Fromholtz,2.0,1.0,18.0,15.0,hard,usopen,4
1950,6,1979,fourth round,4,Austin,K Jordan,2.0,1.0,17.0,13.0,hard,usopen,4
2150,7,1979,fourth round,4,Melville Reid,A Smith,2.0,1.0,18.0,17.0,hard,usopen,4
2349,8,1979,fourth round,4,Navratilova,Stevens,2.0,0.0,12.0,4.0,hard,usopen,4
313,1,1979,quarterfinals,5,Chris Evert,Evonne Goolagong,2.0,0.0,13.0,7.0,hard,usopen,4
814,2,1979,quarterfinals,5,Billie Jean King,Virginia Wade,2.0,0.0,13.0,9.0,hard,usopen,4
1184,3,1979,quarterfinals,5,Tracy Austin,Sylvia Hanika,2.0,0.0,12.0,2.0,hard,usopen,4
1512,4,1979,quarterfinals,5,Martina Navratilova,Kerry Melville Reid,2.0,0.0,12.0,5.0,hard,usopen,4
315,1,1979,semifinals,6,Chris Evert,Billie Jean King,2.0,0.0,12.0,1.0,hard,usopen,4
816,2,1979,semifinals,6,Tracy Austin,Martina Navratilova,2.0,0.0,14.0,10.0,hard,usopen,4
310,1,1979,final,7,Tracy Austin,Chris Evert,2.0,0.0,12.0,7.0,hard,usopen,4
318,1,1980,first round,1,Tracy Austin,Anne Smith,2.0,0.0,13.0,7.0,hard,usopen,4
818,2,1980,first round,1,MaryLou Piatek,Ann Kiyomura,2.0,0.0,13.0,6.0,hard,usopen,4
1187,3,1980,first round,1,Lea Antonoplis,Jane Stratton,2.0,0.0,12.0,8.0,hard,usopen,4
1515,4,1980,first round,1,Virginia Ruzici,Sherry Acker,2.0,0.0,12.0,3.0,hard,usopen,4
1754,5,1980,first round,1,Pam Shriver,Alycia Moulton,2.0,0.0,12.0,3.0,hard,usopen,4
1953,6,1980,first round,1,Bettina Bunge,AnnaMaria Fernandez,2.0,0.0,12.0,5.0,hard,usopen,4
2153,7,1980,first round,1,Susan Leo,Marita Redondo,2.0,0.0,12.0,2.0,hard,usopen,4
2352,8,1980,first round,1,Dianne Fromholtz,Julie Harrington,2.0,0.0,13.0,10.0,hard,usopen,4
2540,9,1980,first round,1,Chris Evert,Kim Sands,2.0,0.0,12.0,0.0,hard,usopen,4
2688,10,1980,first round,1,Sue Saliba,Elisabeth Ekblom,2.0,0.0,12.0,5.0,hard,usopen,4
2836,11,1980,first round,1,Susan Mascarin,Lisa Doherty,2.0,0.0,12.0,1.0,hard,usopen,4
2984,12,1980,first round,1,Regina Marsikova,Anthea Cooper,2.0,0.0,12.0,2.0,hard,usopen,4
3130,13,1980,first round,1,Kathy Jordan,Kate Gompert,2.0,0.0,12.0,5.0,hard,usopen,4
3276,14,1980,first round,1,Kathy Horvath,Trey Lewis,2.0,1.0,15.0,12.0,hard,usopen,4
3424,15,1980,first round,1,Mima Jausovec,Marcella Mesker,2.0,0.0,12.0,2.0,hard,usopen,4
3571,16,1980,first round,1,Kate Latham,Greer Stevens,2.0,0.0,13.0,10.0,hard,usopen,4
3707,17,1980,first round,1,Jeanne DuVall,Hana Strachonova,2.0,0.0,12.0,3.0,hard,usopen,4
3803,18,1980,first round,1,Betsy Nagelsen,Deborah Jevans,2.0,0.0,12.0,2.0,hard,usopen,4
3899,19,1980,first round,1,Stacy Margolin,Lele Forood,2.0,1.0,17.0,9.0,hard,usopen,4
3994,20,1980,first round,1,Anne Hobbs,Betty Stove,2.0,0.0,12.0,4.0,hard,usopen,4
4090,21,1980,first round,1,Ivanna Madruga,Joyce Portman,2.0,0.0,12.0,2.0,hard,usopen,4
4186,22,1980,first round,1,Karen Hantze Susman,Tanya Harford,2.0,1.0,15.0,12.0,hard,usopen,4
4282,23,1980,first round,1,Candy Reynolds,Diane Desfor,2.0,0.0,12.0,5.0,hard,usopen,4
4378,24,1980,first round,1,Susie Jaeger,Glynis Coles,2.0,0.0,12.0,5.0,hard,usopen,4
4474,25,1980,first round,1,Renee Richards,Zenda Liess,2.0,1.0,15.0,12.0,hard,usopen,4
4570,26,1980,first round,1,Roberta McCallum,Nancy Yeargin,2.0,0.0,13.0,9.0,hard,usopen,4
4666,27,1980,first round,1,Frederique Thibault,Christiane Jolissaint,2.0,0.0,13.0,6.0,hard,usopen,4
4762,28,1980,first round,1,Virginia Wade,Dana Gilbert,2.0,1.0,18.0,13.0,hard,usopen,4
4858,29,1980,first round,1,Hana Mandlikova,Sandy Collins,2.0,0.0,12.0,7.0,hard,usopen,4
4953,30,1980,first round,1,Paula Smith,Caroline Stoll,2.0,0.0,13.0,10.0,hard,usopen,4
5048,31,1980,first round,1,Lindsay Morse,Mariana Simionescu,2.0,0.0,12.0,2.0,hard,usopen,4
5144,32,1980,first round,1,Martina Navratilova,Lena Sandin,2.0,1.0,16.0,12.0,hard,usopen,4
321,1,1980,second round,2,Austin,Rosemary Casals,2.0,0.0,12.0,0.0,hard,usopen,4
821,2,1980,second round,2,Sylvia Hanika,Piatek,2.0,0.0,13.0,9.0,hard,usopen,4
1190,3,1980,second round,2,Pam Teeguarden,Antonoplis,2.0,1.0,16.0,14.0,hard,usopen,4
1518,4,1980,second round,2,Ruzici,Nina Bohm,2.0,0.0,12.0,3.0,hard,usopen,4
1756,5,1980,second round,2,Shriver,Renee Blount,2.0,0.0,12.0,3.0,hard,usopen,4
1955,6,1980,second round,2,Bunge,Diane Morrison,2.0,0.0,12.0,4.0,hard,usopen,4
2155,7,1980,second round,2,Leo,Elise Burgin,2.0,0.0,12.0,7.0,hard,usopen,4
2354,8,1980,second round,2,Fromholtz,Zina Garrison,2.0,1.0,14.0,13.0,hard,usopen,4
2541,9,1980,second round,2,Evert,Mareen Louie Harper,2.0,0.0,12.0,4.0,hard,usopen,4
2689,10,1980,second round,2,Wendy White,Saliba,2.0,0.0,12.0,2.0,hard,usopen,4
2837,11,1980,second round,2,Mascarin,Nanette Schutte,2.0,0.0,12.0,6.0,hard,usopen,4
2985,12,1980,second round,2,JoAnne Russell,Marsikova,2.0,0.0,12.0,5.0,hard,usopen,4
3131,13,1980,second round,2,K Jordan,Sharon Walsh,2.0,0.0,12.0,5.0,hard,usopen,4
3277,14,1980,second round,2,Barbara Potter,Horvath,2.0,0.0,12.0,3.0,hard,usopen,4
3425,15,1980,second round,2,Jausovec,Beth Norton,2.0,0.0,12.0,5.0,hard,usopen,4
3572,16,1980,second round,2,Latham,Kathy May Fritz,2.0,0.0,12.0,4.0,hard,usopen,4
3708,17,1980,second round,2,Andrea Jaeger,DuVall,2.0,0.0,12.0,2.0,hard,usopen,4
3804,18,1980,second round,2,Nagelsen,Barbara Jordan,2.0,0.0,12.0,6.0,hard,usopen,4
3900,19,1980,second round,2,Margolin,Anne White,2.0,0.0,12.0,4.0,hard,usopen,4
3995,20,1980,second round,2,Renata Tomanova,Hobbs,2.0,0.0,12.0,3.0,hard,usopen,4
4091,21,1980,second round,2,Madruga,Kimberly Jones,2.0,0.0,12.0,6.0,hard,usopen,4
4187,22,1980,second round,2,Hantze Susman,Janet Newberry,2.0,0.0,13.0,6.0,hard,usopen,4
4283,23,1980,second round,2,Reynolds,Lee Dukhee,2.0,0.0,12.0,7.0,hard,usopen,4
4379,24,1980,second round,2,Laura duPont,S Jaeger,2.0,0.0,12.0,3.0,hard,usopen,4
4475,25,1980,second round,2,Wendy Turnbull,Richards,2.0,0.0,13.0,9.0,hard,usopen,4
4571,26,1980,second round,2,Barbara Hallquist,McCallum,2.0,0.0,12.0,4.0,hard,usopen,4
4667,27,1980,second round,2,Lucia Romanov,Thibault,2.0,0.0,13.0,9.0,hard,usopen,4
4763,28,1980,second round,2,Wade,Claudia Casabianca,2.0,1.0,17.0,14.0,hard,usopen,4
4859,29,1980,second round,2,Mandlikova,Liliana Giussani,2.0,0.0,12.0,4.0,hard,usopen,4
4954,30,1980,second round,2,Smith,Rosalyn Fairbank,2.0,1.0,17.0,15.0,hard,usopen,4
5049,31,1980,second round,2,Morse,Felicia Hutnick,2.0,0.0,12.0,5.0,hard,usopen,4
5145,32,1980,second round,2,Navratilova,Leslie Allen,2.0,1.0,16.0,9.0,hard,usopen,4
323,1,1980,third round,3,Austin,Hanika,2.0,0.0,12.0,8.0,hard,usopen,4
823,2,1980,third round,3,Ruzici,Teeguarden,2.0,1.0,14.0,11.0,hard,usopen,4
1191,3,1980,third round,3,Shriver,Bunge,2.0,0.0,12.0,6.0,hard,usopen,4
1519,4,1980,third round,3,Fromholtz,Leo,2.0,0.0,12.0,3.0,hard,usopen,4
1757,5,1980,third round,3,Evert,W White,2.0,0.0,12.0,2.0,hard,usopen,4
1956,6,1980,third round,3,Russell,Mascarin,2.0,1.0,15.0,10.0,hard,usopen,4
2156,7,1980,third round,3,K Jordan,Potter,2.0,0.0,13.0,9.0,hard,usopen,4
2355,8,1980,third round,3,Jausovec,Latham,2.0,0.0,12.0,8.0,hard,usopen,4
2542,9,1980,third round,3,A Jaeger,Nagelsen,2.0,0.0,12.0,6.0,hard,usopen,4
2690,10,1980,third round,3,Tomanova,Margolin,2.0,0.0,12.0,6.0,hard,usopen,4
2838,11,1980,third round,3,Madruga,Hantze Susman,2.0,0.0,12.0,4.0,hard,usopen,4
2986,12,1980,third round,3,Reynolds,DuPont,2.0,1.0,14.0,15.0,hard,usopen,4
3132,13,1980,third round,3,Hallquist,Turnbull,2.0,0.0,13.0,6.0,hard,usopen,4
3278,14,1980,third round,3,Romanov,Wade,2.0,1.0,16.0,8.0,hard,usopen,4
3426,15,1980,third round,3,Mandlikova,Smith,2.0,0.0,12.0,5.0,hard,usopen,4
3573,16,1980,third round,3,Navratilova,Morse,2.0,0.0,12.0,5.0,hard,usopen,4
319,1,1980,fourth round,4,Austin,Ruzici,2.0,0.0,12.0,4.0,hard,usopen,4
819,2,1980,fourth round,4,Shriver,Fromholtz,2.0,1.0,15.0,8.0,hard,usopen,4
1188,3,1980,fourth round,4,Evert,Russell,2.0,0.0,12.0,3.0,hard,usopen,4
1516,4,1980,fourth round,4,Jausovec,K Jordan,2.0,0.0,13.0,8.0,hard,usopen,4
1755,5,1980,fourth round,4,A Jaeger,Tomanova,2.0,0.0,12.0,3.0,hard,usopen,4
1954,6,1980,fourth round,4,Madruga,Reynolds,2.0,1.0,17.0,13.0,hard,usopen,4
2154,7,1980,fourth round,4,Hallquist,Romanov,2.0,1.0,15.0,12.0,hard,usopen,4
2353,8,1980,fourth round,4,Mandlikova,Navratilova,2.0,0.0,13.0,10.0,hard,usopen,4
320,1,1980,quarterfinals,5,Tracy Austin,Pam Shriver,2.0,0.0,12.0,5.0,hard,usopen,4
820,2,1980,quarterfinals,5,Chris Evert,Mima Jausovec,2.0,0.0,13.0,8.0,hard,usopen,4
1189,3,1980,quarterfinals,5,Andrea Jaeger,Ivanna Madruga,2.0,0.0,12.0,4.0,hard,usopen,4
1517,4,1980,quarterfinals,5,Hana Mandlikova,Barbara Hallquist,2.0,0.0,12.0,4.0,hard,usopen,4
322,1,1980,semifinals,6,Chris Evert,Tracy Austin,2.0,1.0,16.0,8.0,hard,usopen,4
822,2,1980,semifinals,6,Hana Mandlikova,Andrea Jaeger,2.0,1.0,16.0,13.0,hard,usopen,4
317,1,1980,final,7,Chris Evert,Hana Mandlikova,2.0,1.0,17.0,9.0,hard,usopen,4
325,1,1981,first round,1,Evert,Keil,2.0,0.0,12.0,2.0,hard,usopen,4
824,2,1981,first round,1,Latham,Saliba,2.0,0.0,12.0,3.0,hard,usopen,4
1192,3,1981,first round,1,Louie,Jevans,2.0,0.0,12.0,3.0,hard,usopen,4
1520,4,1981,first round,1,Moulton,Stove,2.0,0.0,12.0,2.0,hard,usopen,4
1758,5,1981,first round,1,Jones,Pinterova,2.0,0.0,12.0,7.0,hard,usopen,4
1957,6,1981,first round,1,Thompson,Collins,2.0,0.0,12.0,7.0,hard,usopen,4
2157,7,1981,first round,1,Kiyomura,Van der Torre,2.0,0.0,14.0,10.0,hard,usopen,4
2356,8,1981,first round,1,Bunge,Louie,2.0,0.0,12.0,3.0,hard,usopen,4
2543,9,1981,first round,1,Ruzici,White,2.0,0.0,12.0,3.0,hard,usopen,4
2691,10,1981,first round,1,Burgin,Antonoplis,2.0,0.0,12.0,6.0,hard,usopen,4
2839,11,1981,first round,1,Mascarin,Yeargin,2.0,1.0,15.0,12.0,hard,usopen,4
2987,12,1981,first round,1,Lee,Leo,2.0,0.0,12.0,7.0,hard,usopen,4
3133,13,1981,first round,1,Jordan,Hutnick,2.0,0.0,13.0,6.0,hard,usopen,4
3279,14,1981,first round,1,Coles,McInerney,2.0,0.0,12.0,3.0,hard,usopen,4
3427,15,1981,first round,1,Reynolds,Sands,2.0,0.0,12.0,3.0,hard,usopen,4
3574,16,1981,first round,1,Mandlikova,Piatek,2.0,1.0,19.0,16.0,hard,usopen,4
3709,17,1981,first round,1,Navratilova,Gregory,2.0,0.0,12.0,1.0,hard,usopen,4
3805,18,1981,first round,1,White,Pasquale,2.0,1.0,16.0,9.0,hard,usopen,4
3901,19,1981,first round,1,Blackwood,Steinmetz,2.0,0.0,12.0,8.0,hard,usopen,4
3996,20,1981,first round,1,Russell,Bonder,2.0,1.0,13.0,12.0,hard,usopen,4
4092,21,1981,first round,1,Harford,Brzakova,2.0,0.0,12.0,6.0,hard,usopen,4
4188,22,1981,first round,1,Vanier,Allen,2.0,1.0,13.0,11.0,hard,usopen,4
4284,23,1981,first round,1,Tanvier,Vasquez,2.0,1.0,17.0,10.0,hard,usopen,4
4380,24,1981,first round,1,Jordan,Little,2.0,0.0,12.0,1.0,hard,usopen,4
4476,25,1981,first round,1,Smith,Fromholtz,2.0,0.0,12.0,6.0,hard,usopen,4
4572,26,1981,first round,1,McCallum,Preyer,2.0,0.0,12.0,5.0,hard,usopen,4
4668,27,1981,first round,1,Doherty,Sato,2.0,0.0,13.0,6.0,hard,usopen,4
4764,28,1981,first round,1,Portman,Davis,2.0,0.0,13.0,7.0,hard,usopen,4
4860,29,1981,first round,1,Tomanova,Forood,2.0,0.0,12.0,6.0,hard,usopen,4
4955,30,1981,first round,1,Nelson,Herr,2.0,1.0,14.0,14.0,hard,usopen,4
5050,31,1981,first round,1,DuVall,Margolin,2.0,1.0,15.0,10.0,hard,usopen,4
5146,32,1981,first round,1,Shriver,Gilbert,2.0,0.0,12.0,1.0,hard,usopen,4
5224,33,1981,first round,1,Hanika,Remilton,2.0,0.0,12.0,4.0,hard,usopen,4
5263,34,1981,first round,1,Blount,Gordon,2.0,0.0,12.0,2.0,hard,usopen,4
5302,35,1981,first round,1,Mesker,Skronska,2.0,0.0,12.0,5.0,hard,usopen,4
5341,36,1981,first round,1,Vessies,Fernandez,2.0,0.0,12.0,8.0,hard,usopen,4
5380,37,1981,first round,1,Mundel,Hepner,2.0,0.0,13.0,6.0,hard,usopen,4
5419,38,1981,first round,1,Wade,Teeguarden,2.0,1.0,18.0,12.0,hard,usopen,4
5458,39,1981,first round,1,Walsh,Cummings,2.0,0.0,12.0,4.0,hard,usopen,4
5497,40,1981,first round,1,Barker,DuPont,2.0,1.0,16.0,13.0,hard,usopen,4
5536,41,1981,first round,1,Casals,Marsikova,2.0,0.0,12.0,4.0,hard,usopen,4
5574,42,1981,first round,1,Appelbaum,Sayers,2.0,1.0,16.0,11.0,hard,usopen,4
5612,43,1981,first round,1,Morrison,Minter,2.0,1.0,12.0,12.0,hard,usopen,4
5650,44,1981,first round,1,Acker,Dent,2.0,0.0,13.0,10.0,hard,usopen,4
5688,45,1981,first round,1,Casale,Budarova,2.0,0.0,12.0,3.0,hard,usopen,4
5726,46,1981,first round,1,Gompert,Medrado,2.0,0.0,13.0,8.0,hard,usopen,4
5764,47,1981,first round,1,Nagelsen,Baily,2.0,0.0,13.0,8.0,hard,usopen,4
5802,48,1981,first round,1,Austin,Hobbs,2.0,0.0,12.0,3.0,hard,usopen,4
5840,49,1981,first round,1,Turnbull,Garrison,2.0,1.0,15.0,11.0,hard,usopen,4
5878,50,1981,first round,1,Romanov,Mochizuki,2.0,1.0,14.0,7.0,hard,usopen,4
5916,51,1981,first round,1,Gerken,Fairbank,2.0,0.0,12.0,7.0,hard,usopen,4
5954,52,1981,first round,1,Buchanan,Pfaff,2.0,0.0,12.0,5.0,hard,usopen,4
5992,53,1981,first round,1,Hallquist,Lewis,2.0,1.0,15.0,12.0,hard,usopen,4
6030,54,1981,first round,1,Durie,Desfor,2.0,0.0,12.0,6.0,hard,usopen,4
6068,55,1981,first round,1,Horvath,Rinaldi,2.0,1.0,17.0,16.0,hard,usopen,4
6106,56,1981,first round,1,Jausovec,Arraya,2.0,0.0,12.0,4.0,hard,usopen,4
6144,57,1981,first round,1,Potter,Kohde,2.0,1.0,18.0,10.0,hard,usopen,4
6182,58,1981,first round,1,Rollinson,Brasher,2.0,0.0,12.0,6.0,hard,usopen,4
6220,59,1981,first round,1,Morse,Freeman,2.0,0.0,12.0,5.0,hard,usopen,4
6258,60,1981,first round,1,Smith,Gerulaitis,2.0,0.0,12.0,8.0,hard,usopen,4
6296,61,1981,first round,1,Vermaak,Norton,2.0,1.0,14.0,9.0,hard,usopen,4
6334,62,1981,first round,1,Harrington,Klein,2.0,0.0,12.0,3.0,hard,usopen,4
6372,63,1981,first round,1,Leand,Richards,2.0,1.0,15.0,15.0,hard,usopen,4
6410,64,1981,first round,1,Jaeger,Calleja,2.0,0.0,12.0,1.0,hard,usopen,4
328,1,1981,second round,2,Evert,Latham,2.0,0.0,12.0,1.0,hard,usopen,4
827,2,1981,second round,2,Moulton,Louie,2.0,0.0,13.0,8.0,hard,usopen,4
1195,3,1981,second round,2,Thompson,Jones,2.0,0.0,12.0,2.0,hard,usopen,4
1523,4,1981,second round,2,Bunge,Kiyomura,2.0,1.0,15.0,12.0,hard,usopen,4
1760,5,1981,second round,2,Ruzici,Burgin,2.0,1.0,18.0,14.0,hard,usopen,4
1959,6,1981,second round,2,Lee,Mascarin,2.0,1.0,19.0,17.0,hard,usopen,4
2159,7,1981,second round,2,Coles,Jordan,2.0,0.0,13.0,9.0,hard,usopen,4
2358,8,1981,second round,2,Mandlikova,Reynolds,2.0,0.0,12.0,8.0,hard,usopen,4
2544,9,1981,second round,2,Navratilova,White,2.0,0.0,12.0,5.0,hard,usopen,4
2692,10,1981,second round,2,Russell,Blackwood,2.0,0.0,12.0,6.0,hard,usopen,4
2840,11,1981,second round,2,Vanier,Harford,2.0,1.0,15.0,14.0,hard,usopen,4
2988,12,1981,second round,2,Jordan,Tanvier,2.0,0.0,12.0,2.0,hard,usopen,4
3134,13,1981,second round,2,Smith,McCallum,2.0,0.0,12.0,0.0,hard,usopen,4
3280,14,1981,second round,2,Portman,Doherty,1.0,0.0,13.0,11.0,hard,usopen,4
3428,15,1981,second round,2,Tomanova,Nelson,2.0,0.0,12.0,6.0,hard,usopen,4
3575,16,1981,second round,2,Shriver,DuVall,2.0,0.0,12.0,3.0,hard,usopen,4
