,match,year,round,round_number,winner,loser,sets_winner,sets_loser,games_winner,games_loser,surface,tourney_name,tourney_order
8,1,1890,final,7,Ellen Roosevelt,Lida Voorhees,2.0,0.0,12.0,4.0,grass,usopen,4
12,1,1891,quarterfinals,5,Adelaide Clarkson,Emma Leavitt Morgan,2.0,0.0,12.0,0.0,grass,usopen,4
601,2,1891,quarterfinals,5,Grace Roosevelt,Helen Day Harris,2.0,1.0,15.0,13.0,grass,usopen,4
1060,3,1891,quarterfinals,5,Mabel Cahill,Annabella Wistar,2.0,0.0,12.0,9.0,grass,usopen,4
1389,4,1891,quarterfinals,5,Lida Voorhees,Amy Williams,2.0,1.0,16.0,12.0,grass,usopen,4
13,1,1891,semifinals,6,Grace Roosevelt,Adelaide Clarkson,2.0,0.0,12.0,2.0,grass,usopen,4
602,2,1891,semifinals,6,Mabel Cahill,Lida Voorhees,2.0,0.0,12.0,1.0,grass,usopen,4
11,1,1891,final,7,Mabel Cahill,Grace Roosevelt,2.0,0.0,13.0,8.0,grass,usopen,4
15,1,1892,quarterfinals,5,Elisabeth Moore,Elisabeth Slevin,2.0,0.0,12.0,0.0,grass,usopen,4
603,2,1892,quarterfinals,5,Harriet Butler,Annabella Wistar,2.0,1.0,18.0,14.0,grass,usopen,4
1061,3,1892,quarterfinals,5,Augusta Schultz,Josephine White,2.0,0.0,12.0,2.0,grass,usopen,4
1390,4,1892,quarterfinals,5,Helen Day Harris,Hattie Beaumont,2.0,1.0,16.0,10.0,grass,usopen,4
604,2,1892,semifinals,6,Helen Day Harris,Augusta Schultz,2.0,0.0,14.0,8.0,grass,usopen,4
14,1,1892,final,7,Elisabeth Moore,Helen Day Harris,2.0,1.0,17.0,9.0,grass,usopen,4
17,1,1893,quarterfinals,5,Augusta Schultz,Annabella Wistar,2.0,0.0,12.0,4.0,grass,usopen,4
605,2,1893,quarterfinals,5,Miss Underhill,Miss Bent,2.0,1.0,19.0,17.0,grass,usopen,4
1062,3,1893,quarterfinals,5,Aline Terry,Hattie Beaumont,2.0,0.0,12.0,2.0,grass,usopen,4
1391,4,1893,quarterfinals,5,Elizabeth Moore,Helen Hellwig,2.0,1.0,14.0,15.0,grass,usopen,4
18,1,1893,semifinals,6,Augusta Schultz,Miss Underhill,2.0,1.0,15.0,8.0,grass,usopen,4
606,2,1893,semifinals,6,Aline Terry,Elizabeth Moore,2.0,1.0,16.0,13.0,grass,usopen,4
16,1,1893,final,7,Aline Terry,Augusta Schultz,2.0,0.0,12.0,4.0,grass,usopen,4
20,1,1894,quarterfinals,5,Helen Hellwig,Amy Williams,2.0,0.0,12.0,4.0,grass,usopen,4
607,2,1894,quarterfinals,5,Ethel Bankson,Hattie Beaumont,2.0,0.0,12.0,1.0,grass,usopen,4
1063,3,1894,quarterfinals,5,Bertha Toulmin,Elizabeth Beecroft,2.0,0.0,12.0,1.0,grass,usopen,4
1392,4,1894,quarterfinals,5,Juliette Atkinson,Elizabeth Slevin,2.0,0.0,12.0,2.0,grass,usopen,4
21,1,1894,semifinals,6,Helen Hellwig,Ethel Bankson,2.0,0.0,12.0,3.0,grass,usopen,4
608,2,1894,semifinals,6,Bertha Toulmin,Juliette Atkinson,2.0,1.0,17.0,15.0,grass,usopen,4
19,1,1894,final,7,Helen Hellwig,Bertha Toulmin,3.0,0.0,18.0,11.0,grass,usopen,4
23,1,1895,quarterfinals,5,Juliette Atkinson,Amy Williams,2.0,0.0,12.0,4.0,grass,usopen,4
609,2,1895,quarterfinals,5,Kathleen Atkinson,Mary Warren,2.0,0.0,12.0,5.0,grass,usopen,4
1064,3,1895,quarterfinals,5,Bertha Toulmin,Elizabeth Taylor,2.0,0.0,12.0,3.0,grass,usopen,4
1393,4,1895,quarterfinals,5,Elisabeth Moore,Grace Booth,2.0,0.0,12.0,2.0,grass,usopen,4
24,1,1895,semifinals,6,Juliette Atkinson,Kathleen Atkinson,2.0,0.0,12.0,5.0,grass,usopen,4
610,2,1895,semifinals,6,Elisabeth Moore,Bertha Toulmin,2.0,0.0,12.0,8.0,grass,usopen,4
22,1,1895,final,7,Juliette Atkinson,Elisabeth Moore,3.0,1.0,22.0,14.0,grass,usopen,4
26,1,1896,quarterfinals,5,Elisabeth Moore,Amy Williams,2.0,0.0,12.0,9.0,grass,usopen,4
611,2,1896,quarterfinals,5,Gertrude Kimball,Kathleen Atkinson,2.0,0.0,12.0,6.0,grass,usopen,4
1065,3,1896,quarterfinals,5,Annabella Wistar,Grace Booth,2.0,0.0,12.0,3.0,grass,usopen,4
1394,4,1896,quarterfinals,5,Edith Rotch,Helen Booth,2.0,0.0,12.0,5.0,grass,usopen,4
27,1,1896,semifinals,6,Elisabeth Moore,Gertrude Kimball,2.0,0.0,12.0,4.0,grass,usopen,4
612,2,1896,semifinals,6,Annabella Wistar,Edith Rotch,2.0,0.0,12.0,6.0,grass,usopen,4
25,1,1896,final,7,Elisabeth Moore,Annabella Wistar,3.0,0.0,19.0,8.0,grass,usopen,4
29,1,1897,quarterfinals,5,Juliette Atkinson,Maud Banks,2.0,1.0,16.0,8.0,grass,usopen,4
613,2,1897,quarterfinals,5,Kathleen Atkinson,Hattie Beaumont,2.0,0.0,12.0,4.0,grass,usopen,4
1066,3,1897,quarterfinals,5,Edith Kenderdine,Ellen Ketcham,2.0,1.0,18.0,14.0,grass,usopen,4
1395,4,1897,quarterfinals,5,Carrie Neely,Mrs Edwards,2.0,0.0,12.0,3.0,grass,usopen,4
30,1,1897,semifinals,6,Juliette Atkinson,Kathleen Atkinson,2.0,0.0,12.0,4.0,grass,usopen,4
614,2,1897,semifinals,6,Edith Kenderdine,Carrie Neely,2.0,1.0,15.0,12.0,grass,usopen,4
28,1,1897,final,7,Juliette Atkinson,Edith Kenderdine,3.0,0.0,18.0,6.0,grass,usopen,4
32,1,1898,quarterfinals,5,Helen Crump,Maud Banks,2.0,0.0,12.0,4.0,grass,usopen,4
615,2,1898,quarterfinals,5,Marie Wimer,Elizabeth Rastall,2.0,0.0,12.0,1.0,grass,usopen,4
1067,3,1898,quarterfinals,5,Carrie Neely,Helen Chapman,2.0,0.0,12.0,5.0,grass,usopen,4
1396,4,1898,quarterfinals,5,Marion Jones,Kathleen Atkinson,2.0,0.0,12.0,7.0,grass,usopen,4
33,1,1898,semifinals,6,Helen Crump,Marie Wimer,2.0,1.0,18.0,17.0,grass,usopen,4
616,2,1898,semifinals,6,Marion Jones,Carrie Neely,2.0,0.0,12.0,0.0,grass,usopen,4
31,1,1898,final,7,Marion Jones,Helen Crump,3.0,0.0,19.0,13.0,grass,usopen,4
35,1,1899,quarterfinals,5,Maud Banks,Myrtle McAteer,2.0,0.0,14.0,10.0,grass,usopen,4
617,2,1899,quarterfinals,5,Carrie Neely,Georgina Jones,2.0,0.0,12.0,4.0,grass,usopen,4
1068,3,1899,quarterfinals,5,Marion Jones,Hallie Champlin,2.0,0.0,12.0,3.0,grass,usopen,4
1397,4,1899,quarterfinals,5,Jane Craven,Edith Parker,2.0,1.0,16.0,12.0,grass,usopen,4
36,1,1899,semifinals,6,Maud Banks,Carrie Neely,2.0,1.0,16.0,10.0,grass,usopen,4
618,2,1899,semifinals,6,Marion Jones,Jane Craven,2.0,0.0,12.0,1.0,grass,usopen,4
34,1,1899,final,7,Marion Jones,Maud Banks,3.0,0.0,19.0,7.0,grass,usopen,4
38,1,1900,quarterfinals,5,Dorothea Morris,Huldah Steel,2.0,1.0,17.0,13.0,grass,usopen,4
619,2,1900,quarterfinals,5,Edith Parker,Hallie Champlin,2.0,0.0,14.0,8.0,grass,usopen,4
1069,3,1900,quarterfinals,5,Myrtle McAteer,Marie Wimer,2.0,0.0,12.0,6.0,grass,usopen,4
1398,4,1900,quarterfinals,5,Maud Banks,Margaret Hunnewell,2.0,1.0,15.0,12.0,grass,usopen,4
39,1,1900,semifinals,6,Dorothea Morris,Edith Parker,2.0,1.0,16.0,10.0,grass,usopen,4
620,2,1900,semifinals,6,Myrtle McAteer,Maud Banks,2.0,0.0,13.0,9.0,grass,usopen,4
37,1,1900,final,7,Myrtle McAteer,Edith Parker,3.0,0.0,18.0,4.0,grass,usopen,4
41,1,1901,quarterfinals,5,Elisabeth Moore,Carrie Neely,2.0,0.0,13.0,6.0,grass,usopen,4
621,2,1901,quarterfinals,5,Juliette Atkinson,Helen Huey,2.0,0.0,12.0,6.0,grass,usopen,4
1070,3,1901,quarterfinals,5,Emma Warren,Georgina Jones,2.0,0.0,13.0,9.0,grass,usopen,4
42,1,1901,semifinals,6,Elisabeth Moore,Juliette Atkinson,2.0,0.0,15.0,9.0,grass,usopen,4
622,2,1901,semifinals,6,Marion Jones,Emma Warren,2.0,0.0,12.0,3.0,grass,usopen,4
40,1,1901,final,7,Elisabeth Moore,Marion Jones,3.0,2.0,29.0,29.0,grass,usopen,4
44,1,1902,quarterfinals,5,Juliette Atkinson,Clara Chase,2.0,0.0,12.0,4.0,grass,usopen,4
623,2,1902,quarterfinals,5,Carrie Neely,Nona Closterman,2.0,0.0,12.0,2.0,grass,usopen,4
1071,3,1902,quarterfinals,5,Helen Chapman,Amy Fielding,2.0,1.0,16.0,15.0,grass,usopen,4
1399,4,1902,quarterfinals,5,Marion Jones,Marie Wimer,2.0,0.0,12.0,4.0,grass,usopen,4
45,1,1902,semifinals,6,Carrie Neely,Juliette Atkinson,2.0,1.0,17.0,14.0,grass,usopen,4
624,2,1902,semifinals,6,Marion Jones,Helen Chapman,2.0,0.0,12.0,1.0,grass,usopen,4
43,1,1902,final,7,Marion Jones,Carrie Neely,2.0,0.0,14.0,10.0,grass,usopen,4
47,1,1903,quarterfinals,5,Marjorie Oberteuffer,Gertrude Fetterman,2.0,0.0,12.0,5.0,grass,usopen,4
625,2,1903,quarterfinals,5,Elisabeth Moore,Miriam Hall,2.0,0.0,12.0,2.0,grass,usopen,4
1072,3,1903,quarterfinals,5,Carrie Neely,Clara Chase,2.0,0.0,12.0,1.0,grass,usopen,4
1400,4,1903,quarterfinals,5,Helen Chapman,Corrine Mock,2.0,0.0,14.0,7.0,grass,usopen,4
48,1,1903,semifinals,6,Marjorie Oberteuffer,Elisabeth Moore,2.0,0.0,12.0,0.0,grass,usopen,4
626,2,1903,semifinals,6,Helen Chapman,Carrie Neely,2.0,0.0,12.0,1.0,grass,usopen,4
46,1,1903,final,7,Elisabeth Moore,Carrie Neely,2.0,0.0,12.0,6.0,grass,usopen,4
50,1,1904,quarterfinals,5,Helen Homans,Carrie Neely,2.0,0.0,18.0,14.0,grass,usopen,4
627,2,1904,quarterfinals,5,Miriam Hall,Marie Wimer,2.0,0.0,12.0,5.0,grass,usopen,4
1073,3,1904,quarterfinals,5,Sarah Coffin,Clara Chase,2.0,0.0,12.0,5.0,grass,usopen,4
1401,4,1904,quarterfinals,5,May Sutton,Frances Stotesbury,2.0,0.0,12.0,1.0,grass,usopen,4
51,1,1904,semifinals,6,Helen Homans,Miriam Hall,2.0,0.0,12.0,7.0,grass,usopen,4
628,2,1904,semifinals,6,May Sutton,Sarah Coffin,2.0,0.0,12.0,1.0,grass,usopen,4
49,1,1904,final,7,May Sutton,Helen Homans,2.0,0.0,12.0,2.0,grass,usopen,4
53,1,1905,quarterfinals,5,Elisabeth Moore,Carrie Neely,2.0,1.0,16.0,9.0,grass,usopen,4
629,2,1905,quarterfinals,5,Margaret LeRoy,Clara Chase,2.0,1.0,18.0,12.0,grass,usopen,4
1402,4,1905,quarterfinals,5,Mary Coates,Evelyn Howell,2.0,0.0,13.0,7.0,grass,usopen,4
54,1,1905,semifinals,6,Elisabeth Moore,Margaret LeRoy,2.0,0.0,12.0,4.0,grass,usopen,4
630,2,1905,semifinals,6,Helen Homans,Mary Coates,2.0,0.0,12.0,1.0,grass,usopen,4
52,1,1905,final,7,Elisabeth Moore,Helen Homans,2.0,1.0,17.0,12.0,grass,usopen,4
56,1,1906,quarterfinals,5,Helen Homans,Rachel Harlan,2.0,1.0,16.0,14.0,grass,usopen,4
631,2,1906,quarterfinals,5,Edith Rotch,Clover Boldt,2.0,1.0,16.0,7.0,grass,usopen,4
1074,3,1906,quarterfinals,5,Bertha Townsend Toulmin,Gertrude Fetterman,2.0,0.0,12.0,3.0,grass,usopen,4
1403,4,1906,quarterfinals,5,Maud BargerWallach,Annetta McCall,2.0,0.0,12.0,1.0,grass,usopen,4
57,1,1906,semifinals,6,Helen Homans,Edith Rotch,2.0,0.0,12.0,5.0,grass,usopen,4
632,2,1906,semifinals,6,Maud BargerWallach,Bertha Townsend Toulmin,2.0,0.0,12.0,5.0,grass,usopen,4
55,1,1906,final,7,Helen Homans,Maud BargerWallach,2.0,0.0,12.0,7.0,grass,usopen,4
59,1,1907,quarterfinals,5,Evelyn Sears,Elizabeth Ostheimer,2.0,0.0,12.0,2.0,grass,usopen,4
633,2,1907,quarterfinals,5,Augusta Chapman,Phyllis Green,2.0,0.0,12.0,2.0,grass,usopen,4
1075,3,1907,quarterfinals,5,Carrie Neely,Rachel Harlan,2.0,1.0,14.0,13.0,grass,usopen,4
1404,4,1907,quarterfinals,5,Helen Pouch,Emily Scott,2.0,0.0,12.0,6.0,grass,usopen,4
60,1,1907,semifinals,6,Evelyn Sears,Augusta Chapman,2.0,0.0,12.0,3.0,grass,usopen,4
634,2,1907,semifinals,6,Carrie Neely,Helen Pouch,2.0,0.0,15.0,11.0,grass,usopen,4
58,1,1907,final,7,Evelyn Sears,Carrie Neely,2.0,0.0,12.0,5.0,grass,usopen,4
62,1,1908,quarterfinals,5,Edith Rotch,Helen Pouch,2.0,1.0,15.0,12.0,grass,usopen,4
635,2,1908,quarterfinals,5,Maud BargerWallach,Matilda Borda,2.0,0.0,12.0,5.0,grass,usopen,4
1076,3,1908,quarterfinals,5,Margaret Johnson,Eleanor Cohen,2.0,0.0,14.0,8.0,grass,usopen,4
1405,4,1908,quarterfinals,5,Marie Wagner,Carrie Neely,2.0,1.0,17.0,15.0,grass,usopen,4
63,1,1908,semifinals,6,Maud BargerWallach,Edith Rotch,2.0,0.0,12.0,6.0,grass,usopen,4
636,2,1908,semifinals,6,Marie Wagner,Margaret Johnson,2.0,0.0,13.0,7.0,grass,usopen,4
61,1,1908,final,7,Maud BargerWallach,Marie Wagner,2.0,1.0,16.0,10.0,grass,usopen,4
65,1,1909,quarterfinals,5,Hazel Hotchkiss,Emily Scott,2.0,0.0,12.0,3.0,grass,usopen,4
637,2,1909,quarterfinals,5,Edith Rotch,Alice Day,2.0,0.0,12.0,1.0,grass,usopen,4
1077,3,1909,quarterfinals,5,Lois Moyes,Margaret Roberts,2.0,0.0,14.0,7.0,grass,usopen,4
1406,4,1909,quarterfinals,5,Louise Hammond,Gwendolyn Rees,2.0,0.0,12.0,5.0,grass,usopen,4
66,1,1909,semifinals,6,Hazel Hotchkiss,Edith Rotch,2.0,0.0,13.0,7.0,grass,usopen,4
638,2,1909,semifinals,6,Louise Hammond,Lois Moyes,2.0,0.0,12.0,2.0,grass,usopen,4
64,1,1909,final,7,Hazel Hotchkiss,Louise Hammond,2.0,1.0,18.0,13.0,grass,usopen,4
68,1,1910,quarterfinals,5,Louise Hammond,Carrie Neely,2.0,0.0,14.0,7.0,grass,usopen,4
639,2,1910,quarterfinals,5,Edith Rotch,Connie Sullivan,2.0,0.0,12.0,6.0,grass,usopen,4
1078,3,1910,quarterfinals,5,Edna Wildey,Lois Moyes,2.0,0.0,12.0,7.0,grass,usopen,4
1407,4,1910,quarterfinals,5,Adelaide Browning,Dorothy Green,2.0,1.0,15.0,11.0,grass,usopen,4
69,1,1910,semifinals,6,Louise Hammond,Edith Rotch,2.0,0.0,13.0,7.0,grass,usopen,4
640,2,1910,semifinals,6,Adelaide Browning,Edna Wildey,2.0,0.0,12.0,5.0,grass,usopen,4
67,1,1910,final,7,Louise Hammond,Adelaide Browning,2.0,0.0,12.0,6.0,grass,usopen,4
71,1,1911,quarterfinals,5,Eleonora Sears,Carrie Hardy,2.0,0.0,12.0,4.0,grass,usopen,4
641,2,1911,quarterfinals,5,Mrs Warren,Edith Handy,2.0,1.0,15.0,11.0,grass,usopen,4
1079,3,1911,quarterfinals,5,Florence Sutton,Edna Wildey,2.0,0.0,12.0,4.0,grass,usopen,4
1408,4,1911,quarterfinals,5,Adelaide Browning,Marie Wagner,2.0,1.0,15.0,11.0,grass,usopen,4
72,1,1911,semifinals,6,Eleonora Sears,Mrs Warren,2.0,0.0,12.0,4.0,grass,usopen,4
642,2,1911,semifinals,6,Florence Sutton,Adelaide Browning,2.0,0.0,12.0,5.0,grass,usopen,4
70,1,1911,final,7,Florence Sutton,Eleonora Sears,2.0,0.0,12.0,3.0,grass,usopen,4
74,1,1912,quarterfinals,5,Mary Browne,Marian Fenno,2.0,0.0,12.0,4.0,grass,usopen,4
643,2,1912,quarterfinals,5,Adelaide Browning,Augusta Schmitz,2.0,0.0,16.0,9.0,grass,usopen,4
1080,3,1912,quarterfinals,5,Eleonora Sears,Helen Alexander,2.0,0.0,12.0,4.0,grass,usopen,4
75,1,1912,semifinals,6,Mary Browne,Adelaide Browning,2.0,1.0,18.0,17.0,grass,usopen,4
644,2,1912,semifinals,6,Eleonora Sears,Mary Merrick,2.0,1.0,17.0,9.0,grass,usopen,4
73,1,1912,final,7,Mary Browne,Eleonora Sears,2.0,0.0,12.0,6.0,grass,usopen,4
77,1,1913,quarterfinals,5,Edna Wildey,Marion Crasswell,2.0,0.0,12.0,2.0,grass,usopen,4
645,2,1913,quarterfinals,5,Mrs HJD Paul,Flora Brown Harvey,2.0,1.0,15.0,14.0,grass,usopen,4
1081,3,1913,quarterfinals,5,Dorothy Green,Mrs Herold,2.0,0.0,12.0,6.0,grass,usopen,4
1409,4,1913,quarterfinals,5,Louise Riddell Williams,Helen Alexander,2.0,1.0,16.0,8.0,grass,usopen,4
78,1,1913,semifinals,6,Edna Wildey,Mrs HJD Paul,2.0,0.0,12.0,3.0,grass,usopen,4
646,2,1913,semifinals,6,Dorothy Green,Louise Riddell Williams,2.0,0.0,13.0,8.0,grass,usopen,4
76,1,1913,final,7,Dorothy Green,Edna Wildey,2.0,0.0,12.0,7.0,grass,usopen,4
80,1,1914,quarterfinals,5,Marie Wagner,Carrie Neely,2.0,0.0,12.0,5.0,grass,usopen,4
647,2,1914,quarterfinals,5,Louise Raymond,Connie Sullivan,2.0,1.0,16.0,9.0,grass,usopen,4
1082,3,1914,quarterfinals,5,Isabel Pendleton,Margaretta Myers,2.0,0.0,12.0,3.0,grass,usopen,4
1410,4,1914,quarterfinals,5,Clare Cassel,Ann Sheafe,2.0,1.0,16.0,11.0,grass,usopen,4
81,1,1914,semifinals,6,Marie Wagner,Louise Raymond,2.0,0.0,12.0,8.0,grass,usopen,4
648,2,1914,semifinals,6,Clare Cassel,Isabel Pendleton,2.0,0.0,12.0,3.0,grass,usopen,4
79,1,1914,final,7,Marie Wagner,Clare Cassel,2.0,0.0,13.0,6.0,grass,usopen,4
83,1,1915,quarterfinals,5,Molla Bjurstedt,Ann Sheafe,2.0,0.0,16.0,10.0,grass,usopen,4
649,2,1915,quarterfinals,5,Martha Guthrie,Marion Vanderhoef,2.0,0.0,13.0,5.0,grass,usopen,4
1083,3,1915,quarterfinals,5,Eliza Fox,Alice Cunningham,2.0,0.0,12.0,3.0,grass,usopen,4
1411,4,1915,quarterfinals,5,Hazel Hotchkiss Wightman,Eleonora Sears,2.0,1.0,17.0,12.0,grass,usopen,4
84,1,1915,semifinals,6,Molla Bjurstedt,Martha Guthrie,2.0,1.0,15.0,10.0,grass,usopen,4
650,2,1915,semifinals,6,Hazel Hotchkiss Wightman,Eliza Fox,2.0,0.0,12.0,5.0,grass,usopen,4
82,1,1915,final,7,Molla Bjurstedt,Hazel Hotchkiss Wightman,2.0,1.0,16.0,8.0,grass,usopen,4
86,1,1916,quarterfinals,5,Evelyn Sears,Alice Patterson,2.0,0.0,12.0,5.0,grass,usopen,4
651,2,1916,quarterfinals,5,Louise Hammond Raymond,Maud BargerWallach,2.0,0.0,12.0,4.0,grass,usopen,4
1084,3,1916,quarterfinals,5,Eleanora Sears,Phyllis Walsh,2.0,0.0,12.0,6.0,grass,usopen,4
1412,4,1916,quarterfinals,5,Susanne White,Mrs Hall,2.0,1.0,19.0,17.0,grass,usopen,4
87,1,1916,semifinals,6,Louise Hammond Raymond,Evelyn Sears,2.0,0.0,12.0,3.0,grass,usopen,4
652,2,1916,semifinals,6,Eleanora Sears,Susanne White,2.0,0.0,12.0,5.0,grass,usopen,4
85,1,1916,final,7,Louise Hammond Raymond,Eleanora Sears,2.0,0.0,12.0,7.0,grass,usopen,4
89,1,1917,quarterfinals,5,Molla Bjurstedt,Phyllis Walsh,2.0,0.0,12.0,5.0,grass,usopen,4
653,2,1917,quarterfinals,5,Flora Brown Harvey,Teresa Wood,2.0,1.0,14.0,15.0,grass,usopen,4
1085,3,1917,quarterfinals,5,Marion Vanderhoef,Susanne White,2.0,1.0,15.0,10.0,grass,usopen,4
1413,4,1917,quarterfinals,5,Eleanora Sears,Mrs Dahl,2.0,0.0,12.0,6.0,grass,usopen,4
90,1,1917,semifinals,6,Molla Bjurstedt,Flora Brown Harvey,2.0,1.0,16.0,6.0,grass,usopen,4
654,2,1917,semifinals,6,Marion Vanderhoef,Eleanora Sears,2.0,0.0,14.0,9.0,grass,usopen,4
88,1,1917,final,7,Molla Bjurstedt,Marion Vanderhoef,2.0,1.0,16.0,8.0,grass,usopen,4
92,1,1918,quarterfinals,5,Helene Pollak,Dorothy Walker,2.0,0.0,12.0,1.0,grass,usopen,4
655,2,1918,quarterfinals,5,Clare Cassel,Eleanora Sears,2.0,0.0,12.0,4.0,grass,usopen,4
1086,3,1918,quarterfinals,5,Helen Ledoux,Barbara Hooker,2.0,0.0,12.0,5.0,grass,usopen,4
1414,4,1918,quarterfinals,5,Eleanor Goss,Emily Stokes Weaver,2.0,0.0,12.0,6.0,grass,usopen,4
93,1,1918,semifinals,6,Helene Pollak,Clare Cassel,2.0,0.0,12.0,3.0,grass,usopen,4
656,2,1918,semifinals,6,Eleanor Goss,Helen Ledoux,2.0,0.0,12.0,7.0,grass,usopen,4
91,1,1918,final,7,Helene Pollak,Eleanor Goss,2.0,0.0,13.0,7.0,grass,usopen,4
95,1,1919,quarterfinals,5,Hazel Hotchkiss Wightman,Anne Townsend,2.0,0.0,12.0,1.0,grass,usopen,4
657,2,1919,quarterfinals,5,Mrs Harvey,Leslie Bancroft,2.0,1.0,16.0,12.0,grass,usopen,4
1087,3,1919,quarterfinals,5,Molla Bjurstedt,Marie Wagner,2.0,1.0,18.0,14.0,grass,usopen,4
1415,4,1919,quarterfinals,5,Marion Zinderstein,Claire Cassel,2.0,0.0,12.0,4.0,grass,usopen,4
96,1,1919,semifinals,6,Hazel Hotchkiss Wightman,Mrs Harvey,2.0,0.0,12.0,4.0,grass,usopen,4
658,2,1919,semifinals,6,Marion Zinderstein,Molla Bjurstedt,2.0,0.0,12.0,7.0,grass,usopen,4
94,1,1919,final,7,Hazel Hotchkiss Wightman,Marion Zinderstein,2.0,0.0,12.0,3.0,grass,usopen,4
98,1,1920,quarterfinals,5,Helene Pollak,Edith Sigourney,2.0,0.0,14.0,9.0,grass,usopen,4
659,2,1920,quarterfinals,5,Molla Mallory,Eleanor Tennant,2.0,1.0,14.0,11.0,grass,usopen,4
1088,3,1920,quarterfinals,5,Eleanor Goss,Martha Niles,2.0,0.0,12.0,6.0,grass,usopen,4
1416,4,1920,quarterfinals,5,Marion Zinderstein,Leslie Bancroft,2.0,0.0,12.0,6.0,grass,usopen,4
99,1,1920,semifinals,6,Molla Mallory,Helene Pollak,2.0,0.0,12.0,5.0,grass,usopen,4
660,2,1920,semifinals,6,Marion Zinderstein,Eleanor Goss,2.0,0.0,12.0,7.0,grass,usopen,4
97,1,1920,final,7,Molla Mallory,Marion Zinderstein,2.0,0.0,12.0,4.0,grass,usopen,4
101,1,1921,quarterfinals,5,Patricia Hitchins,Adelaide Greene,2.0,0.0,14.0,8.0,grass,usopen,4
661,2,1921,quarterfinals,5,Mary Browne,Ann Cole,2.0,0.0,12.0,3.0,grass,usopen,4
1089,3,1921,quarterfinals,5,Molla Mallory,Helene Falk,2.0,0.0,12.0,3.0,grass,usopen,4
1417,4,1921,quarterfinals,5,May Sutton Bundy,Helen Gilleaudeau,2.0,0.0,12.0,3.0,grass,usopen,4
102,1,1921,semifinals,6,Mary Browne,Patricia Hitchins,2.0,0.0,12.0,3.0,grass,usopen,4
662,2,1921,semifinals,6,Molla Mallory,May Sutton Bundy,2.0,0.0,14.0,8.0,grass,usopen,4
100,1,1921,final,7,Molla Mallory,Mary Browne,2.0,1.0,16.0,12.0,grass,usopen,4
104,1,1922,quarterfinals,5,May Sutton Bundy,Martha Bayard,2.0,1.0,22.0,16.0,grass,usopen,4
663,2,1922,quarterfinals,5,Helen Wills,Marion Jessup,2.0,1.0,14.0,12.0,grass,usopen,4
1090,3,1922,quarterfinals,5,Molla Mallory,Edith Sigourney,2.0,0.0,12.0,1.0,grass,usopen,4
1418,4,1922,quarterfinals,5,Leslie Bancroft,Clare Cassel,2.0,0.0,14.0,8.0,grass,usopen,4
